Instance,Served,Sol Value,LB,UB,Time,Empty hours,Empty kms
ghsarp-10-5-0,5,9.26012,9.26012,9.26012,48.0,1.7387317073170734,71.288
ghsarp-10-5-1,5,4.08156,4.08156,4.08156,58.0,0.8944390243902439,36.67199999999999
ghsarp-10-5-2,5,9.12778,9.12778,9.12778,62.0,1.0580487804878047,43.379999999999995
ghsarp-10-5-3,4,1.26982,1.26982,1.26982,30.0,1.1904878048780485,48.809999999999995
ghsarp-10-5-4,5,2.89714,2.89714,2.89714,33.0,0.5798048780487804,23.771999999999995
ghsarp-10-5-5,5,0.65516,0.65516,0.65516,28.0,1.0162439024390244,41.666
ghsarp-10-5-6,5,9.65106,9.65106,9.65106,34.0,0.5408292682926829,22.173999999999996
ghsarp-10-5-7,5,4.75482,4.75482,4.75482,22.0,1.5099024390243905,61.90599999999999
ghsarp-10-5-8,5,-3.56168,-3.56168,-3.56168,21.0,1.0183414634146342,41.752
ghsarp-10-5-9,5,10.6242,10.6242,10.6242,26.0,1.8020487804878051,73.884
ghsarp-5-10-0,10,-24.3404,-24.3404,-24.3404,210369.0,0.37946341463414635,15.558
ghsarp-5-10-1,10,-35.9774,-35.9774,-35.9774,402969.0,0.6748292682926829,27.668
ghsarp-5-10-2,10,-25.2216,-25.2216,-25.2216,560544.0,0.7521951219512195,30.839999999999996
ghsarp-5-10-3,9,-29.9961,-29.9961,-29.9961,515193.0,0.2048780487804878,8.399999999999999
ghsarp-5-10-4,10,-23.2133,-23.2133,-23.2133,453917.0,0.8019512195121951,32.879999999999995
ghsarp-5-10-5,10,-34.5193,-34.5193,-34.5193,161575.0,0.7194634146341463,29.497999999999998
ghsarp-5-10-6,-1,-1,-4036.64,-23.6,193337.0,-1,-1
ghsarp-5-10-7,10,-28.8495,-28.8495,-28.8495,249338.0,0.746780487804878,30.618
ghsarp-5-10-8,10,-46.7279,-46.7279,-46.7279,244638.0,0.2023414634146341,8.296
ghsarp-5-10-9,9,-22.3828,-22.3828,-22.3828,330571.0,0.4929268292682927,20.21
ghsarp-5-5-0,5,0.10862,0.10862,0.10862,47.0,0.21853658536585363,8.959999999999999
ghsarp-5-5-1,5,-7.93062,-7.93062,-7.93062,30.0,0.6278048780487804,25.74
ghsarp-5-5-2,5,-8.05168,-8.05168,-8.05168,60.0,0.6199512195121951,25.418
ghsarp-5-5-3,5,2.9009,2.9009,2.9009,50.0,1.1038536585365855,45.257999999999996
ghsarp-5-5-4,5,-12.4114,-12.4114,-12.4114,28.0,0.7332195121951219,30.061999999999998
ghsarp-5-5-5,5,-10.9837,-10.9837,-10.9837,36.0,0.48204878048780486,19.763999999999996
ghsarp-5-5-6,5,-3.79962,-3.79962,-3.79962,27.0,1.0820487804878047,44.364
ghsarp-5-5-7,5,8.27504,8.27504,8.27504,38.0,0.806780487804878,33.077999999999996
ghsarp-5-5-8,5,3.6306,3.6306,3.6306,17.0,0.678829268292683,27.831999999999997
ghsarp-5-5-9,5,3.5839,3.5839,3.5839,60.0,0.76,31.159999999999997
ghsarp-5-6-0,6,-16.4083,-16.4083,-16.4083,45.0,0.6158048780487806,25.247999999999998
ghsarp-5-6-1,6,-4.99032,-4.99032,-4.99032,673.0,0.42853658536585365,17.57
ghsarp-5-6-2,6,-9.07898,-9.07898,-9.07898,830.0,1.0042439024390244,41.174
ghsarp-5-6-3,5,-7.10794,-7.10794,-7.10794,168.0,0.1820487804878049,7.464
ghsarp-5-6-4,6,-6.80034,-6.80034,-6.80034,192.0,0.7298536585365853,29.923999999999996
ghsarp-5-6-5,6,-15.5196,-15.5196,-15.5196,90.0,0.6428780487804878,26.357999999999997
ghsarp-5-6-6,6,-13.6537,-13.6537,-13.6537,91.0,0.6444390243902439,26.421999999999997
ghsarp-5-6-7,6,-8.21122,-8.21122,-8.21122,62.0,0.7956585365853658,32.62199999999999
ghsarp-5-6-8,6,-12.2552,-12.2552,-12.2552,105.0,0.4097560975609756,16.799999999999997
ghsarp-5-6-9,5,-14.1324,-14.1324,-14.1324,102.0,0.42585365853658536,17.46
ghsarp-5-7-0,7,-14.3292,-14.3292,-14.3292,2763.0,0.5955609756097561,24.418
ghsarp-5-7-1,7,-8.40968,-8.40968,-8.40968,2528.0,0.14965853658536585,6.136
ghsarp-5-7-2,7,-14.4262,-14.4262,-14.4262,273.0,0.44536585365853654,18.259999999999998
ghsarp-5-7-3,7,-7.08,-7.08,-7.08,2083.0,0.9819512195121951,40.26
ghsarp-5-7-4,6,-7.52058,-7.52058,-7.52058,717.0,0.32448780487804874,13.303999999999998
ghsarp-5-7-5,7,-14.7615,-14.7615,-14.7615,2276.0,0.5707804878048781,23.401999999999997
ghsarp-5-7-6,7,-6.694,-6.694,-6.694,2676.0,0.9321951219512196,38.22
ghsarp-5-7-7,7,-23.2604,-23.2604,-23.2604,1676.0,0.0657560975609756,2.6959999999999997
ghsarp-5-7-8,7,-20.667,-20.667,-20.667,644.0,0.8858048780487804,36.318
ghsarp-5-7-9,7,-17.615,-17.615,-17.615,3379.0,0.15292682926829265,6.27
ghsarp-5-8-0,8,-12.919,-12.919,-12.919,17072.0,0.06629268292682927,2.718
ghsarp-5-8-1,8,-11.1708,-11.1708,-11.1708,26595.0,0.9429268292682926,38.66
ghsarp-5-8-2,8,-22.4687,-22.4687,-22.4687,3198.0,0.7562926829268293,31.008000000000003
ghsarp-5-8-3,8,-24.5405,-24.5405,-24.5405,4818.0,0.47946341463414627,19.657999999999998
ghsarp-5-8-4,8,-12.8444,-12.8444,-12.8444,12758.0,0.08902439024390243,3.65
ghsarp-5-8-5,8,-17.0382,-17.0382,-17.0382,13880.0,0.23009756097560974,9.434
ghsarp-5-8-6,8,-21.5126,-21.5126,-21.5126,17662.0,0.41712195121951223,17.102
ghsarp-5-8-7,7,-14.3036,-14.3036,-14.3036,6214.0,0.48346341463414627,19.822
ghsarp-5-8-8,8,-10.564,-10.564,-10.564,9703.0,1.250439024390244,51.267999999999994
ghsarp-5-8-9,8,-13.4124,-13.4124,-13.4124,9512.0,0.44741463414634147,18.344
ghsarp-5-9-0,9,-26.4943,-26.4943,-26.4943,79159.0,0.39917073170731704,16.366
ghsarp-5-9-1,9,-22.086,-22.086,-22.086,153689.0,0.2815121951219512,11.541999999999998
ghsarp-5-9-2,9,-14.4929,-14.4929,-14.4929,47511.0,1.0675121951219513,43.767999999999994
ghsarp-5-9-3,9,-13.205,-13.205,-13.205,33908.0,1.0974146341463413,44.99399999999999
ghsarp-5-9-4,9,-16.6025,-16.6025,-16.6025,51947.0,0.5673170731707318,23.26
ghsarp-5-9-5,9,-15.0526,-15.0526,-15.0526,85587.0,0.48073170731707315,19.71
ghsarp-5-9-6,9,-19.6537,-19.6537,-19.6537,20856.0,0.5965853658536584,24.459999999999994
ghsarp-5-9-7,9,-18.0916,-18.0916,-18.0916,33436.0,0.39951219512195124,16.38
ghsarp-5-9-8,9,-17.1704,-17.1704,-17.1704,103905.0,0.5138048780487805,21.066
ghsarp-5-9-9,9,-30.833,-30.833,-30.833,98249.0,0.35229268292682925,14.443999999999999
ghsarp-6-5-0,5,-2.68982,-2.68982,-2.68982,25.0,1.2022926829268292,49.29399999999999
ghsarp-6-5-1,5,-5.75698,-5.75698,-5.75698,80.0,0.6755121951219513,27.695999999999998
ghsarp-6-5-2,5,-2.12428,-2.12428,-2.12428,146.0,1.035609756097561,42.459999999999994
ghsarp-6-5-3,4,4.9712,4.9712,4.9712,24.0,0.4825853658536584,19.785999999999998
ghsarp-6-5-4,5,0.7365,0.7365,0.7365,19.0,1.0415609756097561,42.70399999999999
ghsarp-6-5-5,5,-2.9431,-2.9431,-2.9431,50.0,0.9373170731707317,38.43
ghsarp-6-5-6,5,-4.89062,-4.89062,-4.89062,36.0,1.0394634146341462,42.617999999999995
ghsarp-6-5-7,5,2.91338,2.91338,2.91338,40.0,0.4585365853658536,18.8
ghsarp-6-5-8,5,-5.29606,-5.29606,-5.29606,21.0,0.6133658536585367,25.148000000000003
ghsarp-6-5-9,5,-5.86306,-5.86306,-5.86306,27.0,0.671219512195122,27.52
ghsarp-6-6-0,6,-2.5253,-2.5253,-2.5253,620.0,0.44292682926829263,18.16
ghsarp-6-6-1,6,1.48038,1.48038,1.48038,146.0,0.9691219512195121,39.733999999999995
ghsarp-6-6-2,6,-11.5243,-11.5243,-11.5243,45.0,0.4362439024390244,17.886
ghsarp-6-6-3,6,-2.95692,-2.95692,-2.95692,327.0,0.9762439024390243,40.025999999999996
ghsarp-6-6-4,6,2.8929,2.8929,2.8929,385.0,0.1281951219512195,5.255999999999999
