Instance,Served,Sol Value,LB,UB,Time,Empty hours,Empty kms
sfsarp-10-5-1,5,-13.5978,-13.5978,-13.5978,349.0,0.010582926829268292,0.43389999999999995
sfsarp-10-5-2,5,-13.5517,-13.5517,-13.5517,231.0,0.017602439024390244,0.7217
sfsarp-10-5-3,5,-13.5284,-13.5284,-13.5284,336.0,0.004024390243902439,0.16499999999999995
sfsarp-10-5-4,5,-13.5265,-13.5265,-13.5265,311.0,0.005804878048780488,0.238
sfsarp-10-5-5,5,-13.4692,-13.4692,-13.4692,307.0,0.011339024390243901,0.4649
sfsarp-5-10-1,10,-27.4552,-27.4552,-27.4552,50061.0,0.0037804878048780482,0.155
sfsarp-5-10-2,-1,-1,-1e+12,-27.2,125898.0,-1,-1
sfsarp-5-10-3,-1,-1,-1e+12,-27.3,126448.0,-1,-1
sfsarp-5-10-4,-1,-1,-1e+12,-27.4,126826.0,-1,-1
sfsarp-5-10-5,-1,-1,-1e+12,-27.3,128688.0,-1,-1
sfsarp-5-5-1,5,-13.316,-13.316,-13.316,906.0,0.021248780487804875,0.8712
sfsarp-5-5-2,5,-13.6891,-13.6891,-13.6891,1625.0,0.0033414634146341463,0.137
sfsarp-5-5-3,5,-13.6174,-13.6174,-13.6174,173.0,0.0020414634146341463,0.0837
sfsarp-5-5-4,5,-13.6489,-13.6489,-13.6489,138.0,0.004180487804878049,0.1714
sfsarp-5-5-5,5,-13.8342,-13.8342,-13.8342,245.0,0.011121951219512196,0.456
sfsarp-5-6-1,6,-16.3881,-16.3881,-16.3881,272.0,0.0023048780487804877,0.0945
sfsarp-5-6-2,6,-16.427,-16.427,-16.427,1930.0,0.002678048780487805,0.10980000000000001
sfsarp-5-6-3,6,-16.3416,-16.3416,-16.3416,5202.0,0.006348780487804877,0.2603
sfsarp-5-6-4,6,-16.2731,-16.2731,-16.2731,701.0,0.003673170731707317,0.15059999999999998
sfsarp-5-6-5,6,-16.3729,-16.3729,-16.3729,571.0,0.0035560975609756095,0.14579999999999999
sfsarp-5-7-1,7,-19.1012,-19.1012,-19.1012,863.0,0.006624390243902439,0.27159999999999995
sfsarp-5-7-2,7,-19.1101,-19.1101,-19.1101,2896.0,0.010007317073170732,0.4103
sfsarp-5-7-3,7,-18.9936,-18.9936,-18.9936,5615.0,0.00611951219512195,0.25089999999999996
sfsarp-5-7-4,7,-19.0722,-19.0722,-19.0722,3204.0,0.0030097560975609755,0.12340000000000001
sfsarp-5-7-5,7,-19.0716,-19.0716,-19.0716,2984.0,0.003197560975609756,0.1311
sfsarp-5-8-1,8,-21.9232,-21.9232,-21.9232,2261.0,0.003231707317073171,0.13249999999999998
sfsarp-5-8-2,-1,-1,-1e+12,-21.8,126132.0,-1,-1
sfsarp-5-8-3,8,-21.8143,-21.8143,-21.8143,11944.0,0.004802439024390244,0.1969
sfsarp-5-8-4,8,-21.8972,-21.8972,-21.8972,162312.0,0.0038804878048780485,0.1591
sfsarp-5-8-5,8,-21.9264,-21.9264,-21.9264,62063.0,0.004414634146341463,0.181
sfsarp-5-9-1,-1,-1,-1e+12,-24.7,128135.0,-1,-1
