sfsarp-10-5-1,13.0896
sfsarp-10-5-2,1.7118
sfsarp-10-5-3,1.643
sfsarp-10-5-4,2.7526
sfsarp-10-5-5,10.052
sfsarp-5-10-1,-32.2331
sfsarp-5-10-2,-16.7448
sfsarp-5-10-3,-24.8989
sfsarp-5-10-4,-24.9616
sfsarp-5-10-5,-23.6128
sfsarp-5-5-1,22.7642
sfsarp-5-5-2,-11.8788
sfsarp-5-5-3,-7.5798
sfsarp-5-5-4,-9.0668
sfsarp-5-5-5,-13.2181
sfsarp-5-6-1,-2.902
sfsarp-5-6-2,-14.7911
sfsarp-5-6-3,-6.6726
sfsarp-5-6-4,-0.728
sfsarp-5-6-5,-9.268
sfsarp-5-7-1,-10.7225
sfsarp-5-7-2,-10.2301
sfsarp-5-7-3,-1.0858
sfsarp-5-7-4,-9.2237
sfsarp-5-7-5,-9.0029
sfsarp-5-8-1,-21.0086
sfsarp-5-8-2,-12.2293
sfsarp-5-8-3,-17.9211
sfsarp-5-8-4,-18.2787
sfsarp-5-8-5,-23.0725
sfsarp-5-9-1,-23.3875
sfsarp-5-9-2,-24.9222
sfsarp-5-9-3,-14.8134
sfsarp-5-9-4,-18.6078
sfsarp-5-9-5,-16.1171
sfsarp-6-5-1,-4.4986
sfsarp-6-5-2,-4.0023
sfsarp-6-5-3,-13.3244
sfsarp-6-5-4,-14.5476
sfsarp-6-5-5,-7.0942
sfsarp-6-6-1,9.6354
sfsarp-6-6-2,-11.52
sfsarp-6-6-3,-6.108
sfsarp-6-6-4,-28.2731
sfsarp-6-6-5,-2.575
sfsarp-6-7-1,-3.8799
sfsarp-6-7-2,-12.8699
sfsarp-6-7-3,-17.4813
sfsarp-6-7-4,-8.1165
sfsarp-6-7-5,4.8093
sfsarp-6-8-1,-13.6331
sfsarp-6-8-2,-21.7853
sfsarp-6-8-3,-9.1385
sfsarp-6-8-4,-3.2945
sfsarp-6-8-5,-5.4526
sfsarp-6-9-1,-26.8653
sfsarp-6-9-2,-11.898
sfsarp-6-9-3,-2.2588
sfsarp-6-9-4,-5.7554
sfsarp-6-9-5,-12.2727
sfsarp-7-5-1,-9.1598
sfsarp-7-5-2,-3.8517
sfsarp-7-5-3,-5.2251
sfsarp-7-5-4,2.4028
sfsarp-7-5-5,3.0658
sfsarp-7-6-1,-3.5045
sfsarp-7-6-2,-1.1594
sfsarp-7-6-3,-12.9492
sfsarp-7-6-4,-19.5596
sfsarp-7-6-5,-12.9925
sfsarp-7-7-1,-19.9431
sfsarp-7-7-2,-11.0361
sfsarp-7-7-3,-11.9144
sfsarp-7-7-4,-11.1195
sfsarp-7-7-5,-10.7511
sfsarp-7-8-1,-10.9566
sfsarp-7-8-2,-7.6073
sfsarp-7-8-3,-8.7105
sfsarp-7-8-4,-18.0396
sfsarp-7-8-5,-11.5247
sfsarp-8-5-1,1.0442
sfsarp-8-5-2,-1.9142
sfsarp-8-5-3,-5.2739
sfsarp-8-5-4,-5.3326
sfsarp-8-5-5,-4.0704
sfsarp-8-6-1,5.8383
sfsarp-8-6-2,-6.3326
sfsarp-8-6-3,-10.4274
sfsarp-8-6-4,-11.6631
sfsarp-8-6-5,-7.6658
sfsarp-8-7-1,-14.1289
sfsarp-8-7-2,-13.609
sfsarp-8-7-3,-2.0161
sfsarp-8-7-4,-0.2378
sfsarp-8-7-5,-10.9575
sfsarp-9-5-1,-1.6096
sfsarp-9-5-2,-5.6425
sfsarp-9-5-3,8.3882
sfsarp-9-5-4,-4.7588
sfsarp-9-5-5,-3.5019
sfsarp-9-6-1,-4.0798
sfsarp-9-6-2,-14.3216
sfsarp-9-6-3,-8.2929
sfsarp-9-6-4,-15.1087
sfsarp-9-6-5,-9.6833
