10
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-2.tsp ,143.5,0,0,234.48,377.98,37.965,0,0,62.035
grubhub-14-3.tsp ,134.42,7.78,12.38,200.82,355.4,37.8222,2.18908,3.4834,56.5053
20
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-2.tsp ,112.92,46.12,15.42,171.78,346.24,32.6132,13.3202,4.45356,49.613
grubhub-14-3.tsp ,79.1,62.14,40.72,157.06,339.02,23.332,18.3293,12.0111,46.3277
30
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-2.tsp ,106.84,46.12,15.42,166.88,335.26,31.8678,13.7565,4.59942,49.7763
grubhub-14-3.tsp ,72.32,62.14,40.72,146,321.18,22.517,19.3474,12.6782,45.4574
40
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-2.tsp ,71.86,47.44,39.4,148.38,307.08,23.4011,15.4487,12.8305,48.3197
grubhub-14-3.tsp ,59.9,73.06,37.22,122.46,292.64,20.4688,24.9658,12.7187,41.8466
10
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-2.tsp ,143.5,0,0,234.48,377.98,37.965,0,0,62.035
grubhub-14-3.tsp ,125.54,14.94,21.26,192.12,353.86,35.4773,4.22201,6.00803,54.2927
20
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-2.tsp ,112.92,46.12,15.42,171.78,346.24,32.6132,13.3202,4.45356,49.613
grubhub-14-3.tsp ,70.22,69.3,49.6,148.36,337.48,20.8072,20.5346,14.6972,43.9611
30
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-2.tsp ,106.84,46.12,15.42,166.88,335.26,31.8678,13.7565,4.59942,49.7763
grubhub-14-3.tsp ,49.18,82.22,63.86,124.38,319.64,15.3861,25.7227,19.9787,38.9125
40
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-2.tsp ,71.86,47.44,39.4,148.38,307.08,23.4011,15.4487,12.8305,48.3197
grubhub-14-3.tsp ,27.76,122.7,69.36,91.68,311.5,8.91172,39.39,22.2665,29.4318
10
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-2.tsp ,143.5,0,0,234.48,377.98,37.965,0,0,62.035
grubhub-14-3.tsp ,134.42,7.78,12.38,200.82,355.4,37.8222,2.18908,3.4834,56.5053
20
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-2.tsp ,101.22,53,27.12,164.64,345.98,29.256,15.3188,7.8386,47.5866
grubhub-14-3.tsp ,93.9,50,25.92,168.36,338.18,27.7663,14.785,7.66456,49.7841
30
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-2.tsp ,95.14,53,27.12,159.74,335,28.4,15.8209,8.09552,47.6836
grubhub-14-3.tsp ,87.12,69.36,25.92,148.42,330.82,26.3346,20.9661,7.83508,44.8643
40
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-2.tsp ,68.14,77.76,43.12,123.5,312.52,21.8034,24.8816,13.7975,39.5175
grubhub-14-3.tsp ,74.7,86.84,22.42,121.22,305.18,24.4774,28.4553,7.34648,39.7208
10
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-2.tsp ,143.5,0,0,234.48,377.98,37.965,0,0,62.035
grubhub-14-3.tsp ,125.54,14.94,21.26,192.12,353.86,35.4773,4.22201,6.00803,54.2927
20
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-2.tsp ,101.22,53,27.12,164.64,345.98,29.256,15.3188,7.8386,47.5866
grubhub-14-3.tsp ,70.22,69.3,49.6,148.36,337.48,20.8072,20.5346,14.6972,43.9611
