10
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-1.tsp ,133.08,16.68,3.18,152.88,305.82,43.5158,5.45419,1.03983,49.9902
20
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-1.tsp ,85.42,73.14,35.32,100.1,293.98,29.0564,24.8792,12.0144,34.0499
30
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-1.tsp ,72.92,82.8,35.32,77.9,268.94,27.1139,30.7875,13.133,28.9656
40
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-1.tsp ,43.5,108.96,37.44,48.92,238.82,18.2146,45.6243,15.6771,20.484
