
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-12-0.tsp ,4.6065,0.282764,0,4.43659,21.8162,-1.0561e-14,31.142,14.7919,0.907983,0,14.2463,70.0538,-3.39124e-14
grubhub-12-3.tsp ,4.21382,0.266179,0,4.27854,19.2486,0.275528,28.2827,14.8989,0.941137,0,15.1278,68.058,0.974195
grubhub-12-5.tsp ,4.75528,0,0,3.28878,31.8399,0,39.884,11.9228,0,0,8.24587,79.8313,0
grubhub-12-6.tsp ,4.84211,0.25252,0,3.62341,15.1544,0.127561,24,20.1755,1.05217,0,15.0976,63.1433,0.531504
grubhub-12-7.tsp ,5.22943,0.319837,0,2.91756,22.8144,1.6237e-15,31.2812,16.7175,1.02246,0,9.32688,72.9332,5.19066e-15
grubhub-12-8.tsp ,3.24553,0.909593,1.27902,2.51317,27.1784,2.47976,37.6054,8.63047,2.41878,3.40117,6.683,72.2724,6.59414
grubhub-12-9.tsp ,4.94748,0.407154,0,4.50146,28.652,6.33106,44.8391,11.0339,0.908034,0,10.0391,63.8995,14.1195

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-12-0.tsp ,3.85122,0.801626,0.445203,3.98829,3.87748,1.12431,14.0881,27.3366,5.69008,3.16013,28.3096,27.523,7.98054
grubhub-12-3.tsp ,2.76943,1.08016,0.947967,3.29561,18.8622,0.941463,27.8968,9.9274,3.87199,3.39812,11.8136,67.6141,3.3748
grubhub-12-5.tsp ,4.4774,0.277886,0,3.68146,22.6422,1.04083e-15,31.0789,14.4065,0.89413,0,11.8455,72.8538,3.349e-15
grubhub-12-6.tsp ,3.89415,0.666504,0.432033,3.1439,13.1035,1.87309,23.1132,16.8482,2.88366,1.86921,13.6022,56.6928,8.10399
grubhub-12-7.tsp ,3.85659,0.988943,0.485203,2.31902,21.567,-7.77156e-15,29.2167,13.1999,3.38485,1.6607,7.93731,73.8172,-2.65997e-14
grubhub-12-8.tsp ,3.58439,1.26016,0.37935,2.72341,17.2034,2.47976,27.6305,12.9726,4.56077,1.37294,9.85656,62.2624,8.97471
grubhub-12-9.tsp ,4.41789,0.942114,0,3.67122,28.732,-4.20497e-15,37.7632,11.6989,2.4948,0,9.72169,76.0846,-1.11351e-14

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-12-0.tsp ,3.29772,1.35512,0.445203,3.60976,1.37179,1.3661,11.4457,28.8119,11.8396,3.8897,31.5381,11.9852,11.9355
grubhub-12-1.tsp ,3.19577,1.71854,0.323252,3.13902,18.8676,1.13937e-14,27.2442,11.7301,6.30789,1.1865,11.5218,69.2537,4.18205e-14
grubhub-12-3.tsp ,1.48407,2.40098,1.7813,2.24439,8.48911,3.25976,19.6596,7.54881,12.2127,9.06072,11.4163,43.1805,16.581
grubhub-12-5.tsp ,3.26602,0.929919,0.638374,3.36537,16.0137,0.343577,24.557,13.2997,3.78678,2.59956,13.7043,65.2105,1.3991
grubhub-12-6.tsp ,3.56065,1,0.432033,3.1439,13.1035,1.87309,23.1132,15.4053,4.32654,1.86921,13.6022,56.6928,8.10399
grubhub-12-7.tsp ,3.0574,1.54195,0.91187,1.99951,20.982,5.84138,34.3341,8.90483,4.49101,2.65587,5.82368,61.1113,17.0133
grubhub-12-8.tsp ,2.62081,1.75902,0.792846,2.61415,21.0136,3.76569,32.5661,8.04767,5.4014,2.43457,8.0272,64.5259,11.5632
grubhub-12-9.tsp ,3.55285,1.60098,0.331545,3.28488,23.3876,-7.31359e-15,32.1578,11.0482,4.9785,1.03099,10.2149,72.7275,-2.27428e-14

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-12-0.tsp ,2.21041,1.83057,0.761626,2.60634,11.1002,9.59439,28.1035,7.86524,6.51367,2.71008,9.27408,39.4974,34.1395
grubhub-12-1.tsp ,2.63073,2.28358,0.323252,3.0439,9.47927,2.83081,20.5915,12.7758,11.0899,1.56983,14.7823,46.0348,13.7475
grubhub-12-3.tsp ,1.77089,1.9548,0.947967,2.79073,5.96293,3.07203,16.4993,10.7331,11.8477,5.74548,16.9142,36.1404,18.6191
grubhub-12-5.tsp ,2.26065,2.01545,0.786992,2.48049,14.9502,6.30439,28.7981,7.84999,6.99853,2.73279,8.61336,51.9137,21.8917
grubhub-12-6.tsp ,2.28114,1.77626,0.842114,2.6878,7.47309,2.61081,17.6712,12.9088,10.0517,4.76545,15.2101,42.2896,14.7744
grubhub-12-7.tsp ,2.22358,2.56553,1.06894,1.36195,6.65894,2.53057,16.4095,13.5505,15.6344,6.51417,8.29977,40.5798,15.4214
grubhub-12-8.tsp ,2.13659,2.74163,0.413496,2.18293,11.0277,3.70504,22.2074,9.62105,12.3456,1.86197,9.82973,49.6579,16.6838
grubhub-12-9.tsp ,2.68585,2.22943,0.454959,3.03902,11.4634,12.612,32.4847,8.26805,6.86302,1.40053,9.35524,35.2886,38.8245
