10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-5.tsp ,14,1,1,138.031,13.7956,98.8908,5,0.58,52.9354,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-5.tsp ,12,3,2,115.99,27.7738,107.208,4,739.04,36.5558,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-5.tsp ,11,4,2,108.144,27.7738,89.5252,4,914.29,46.3926,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-5.tsp ,9,6,3,87.699,42.2832,89.3228,4,7197.79,40.6594,Feasible
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-5.tsp ,14,1,1,138.031,13.7956,98.8908,5,0.68,52.9354,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-5.tsp ,12,3,3,115.99,41.9346,116.582,4,920.75,41.3418,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-5.tsp ,11,4,2,108.144,27.7738,89.5252,4,954.05,46.3926,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-5.tsp ,9,6,4,87.699,56.444,99.5072,4,7198.68,44.6358,Feasible
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-5.tsp ,14,1,1,138.031,13.7956,98.8908,5,0.58,52.9354,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-5.tsp ,12,3,3,115.99,41.9346,120.042,4,1014.68,37.8826,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-5.tsp ,11,4,2,108.144,27.7738,89.5252,4,7196.51,46.3926,Feasible
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-5.tsp ,9,6,5,87.699,67.7496,105.708,4,7194.66,49.7406,Feasible
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-5.tsp ,14,1,1,138.031,13.7956,98.8908,5,0.69,52.9354,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-5.tsp ,12,3,3,115.99,41.9346,116.582,4,2184.71,41.3418,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-5.tsp ,11,4,2,108.144,27.7738,89.5252,4,7198.16,46.3926,Feasible
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-5.tsp ,9,6,6,87.699,77.196,107.493,4,7196.73,57.4022,Feasible
