10
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-10-0.tsp ,1.57193,0.200242,0.18506,0.358135,6.95176e-310,6.95176e-310,2.31537,67.8912,8.64837,7.99269,15.4677,3.00244e-308,3.00244e-308
grubhub-10-1.tsp ,1.52836,0.28418,0.198895,0.235078,13.0058,0.377686,15.63,9.77836,1.81817,1.27252,1.50401,83.2105,2.41641
grubhub-10-2.tsp ,1.50157,0.227185,0.209102,0.251503,13.2581,0.182003,15.6295,9.60729,1.45356,1.33787,1.60915,84.8276,1.16449
grubhub-10-3.tsp ,1.50219,0.210345,0.179413,0.313938,10.4012,3.09824,15.7053,9.56488,1.33933,1.14237,1.99893,66.2272,19.7273
grubhub-10-4.tsp ,1.59287,0.19563,0.194387,0.286114,9.67584,3.79358,15.7384,10.1209,1.24301,1.23511,1.81793,61.4791,24.1039
grubhub-10-5.tsp ,1.54857,0.230553,0.200397,0.299326,13.5132,2.498e-15,15.7921,9.80598,1.45993,1.26898,1.89542,85.5697,1.58181e-14
grubhub-10-6.tsp ,1.53364,0.226097,0.180553,0.21829,13.2039,0.306062,15.6685,9.78805,1.443,1.15233,1.39318,84.2701,1.95336
grubhub-10-7.tsp ,1.48691,0.239154,0.18532,0.310466,9.42147,4.09976,15.7431,9.44484,1.5191,1.17715,1.97208,59.8452,26.0417
grubhub-10-8.tsp ,1.56396,0.255164,0.208169,0.26399,10.1952,3.37378,15.8602,9.86085,1.60883,1.31252,1.66447,64.2814,21.2719
grubhub-10-9.tsp ,1.50105,0.276149,0.180138,0.230829,11.0267,2.3763,15.5912,9.62756,1.77118,1.15538,1.48051,70.7241,15.2413
grubhub-11-0.tsp ,1.84399,0.225475,0.201641,0.337979,11.7216,1.75047,16.0811,11.4668,1.40211,1.2539,2.10171,72.8903,10.8852
grubhub-11-1.tsp ,1.72295,0.214542,0.209568,0.337254,12.0429,1.06325,15.5904,11.0514,1.37612,1.34421,2.16321,77.2452,6.81987
grubhub-11-2.tsp ,1.78218,0.224128,0.188532,0.337254,12.4621,0.758981,15.7532,11.3131,1.42275,1.19679,2.14086,79.1085,4.81795
grubhub-11-3.tsp ,1.78067,0.197288,0.17734,0.325492,10.6412,2.52385,15.6458,11.3811,1.26097,1.13347,2.08038,68.0129,16.1312
grubhub-11-4.tsp ,1.71865,0.219154,0.209413,0.279689,11.7346,1.47523,15.6367,10.9911,1.40153,1.33924,1.78867,75.045,9.43443
grubhub-11-5.tsp ,1.79477,0.213972,0.2062,0.306321,11.9332,1.32269,15.7772,11.3757,1.35622,1.30695,1.94155,75.636,8.3836
grubhub-11-6.tsp ,1.72368,0.201796,0.198377,0.40829,12.1998,0.962642,15.6946,10.9826,1.28577,1.26398,2.60146,77.7326,6.13358
grubhub-11-7.tsp ,1.70109,0.215527,0.179724,0.295285,12.958,0.310933,15.6606,10.8622,1.37624,1.14762,1.88553,82.7429,1.98545
grubhub-11-8.tsp ,1.73632,0.211071,0.186097,0.268964,12.9684,0.309033,15.6799,11.0735,1.34612,1.18685,1.71534,82.7073,1.97088
grubhub-11-9.tsp ,1.74617,0.273454,0.201848,0.239171,13.1825,0.123938,15.7671,11.0747,1.73433,1.28018,1.5169,83.6078,0.786053
grubhub-12-0.tsp ,1.93294,0.194439,0.194957,0.377409,12.3023,1.05796,16.06,12.0357,1.2107,1.21393,2.34999,76.6021,6.58755
grubhub-12-1.tsp ,1.92288,0.244024,0.183299,0.413316,9.50135,3.49225,15.7571,12.2033,1.54866,1.16328,2.62304,60.2988,22.163
grubhub-12-2.tsp ,1.89133,0.200138,0.184387,0.267306,9.88682,3.01946,15.4494,12.2421,1.29544,1.19349,1.7302,63.9947,19.5442
grubhub-12-3.tsp ,1.88309,0.202159,0.203092,0.442694,12.09,1.16601,15.9871,11.7788,1.26451,1.27035,2.76908,75.6238,7.29345
grubhub-12-4.tsp ,1.87931,0.248739,0.202522,0.472435,12.1925,0.74734,15.7428,11.9376,1.58002,1.28644,3.00096,77.4478,4.74718
grubhub-12-5.tsp ,1.94206,0.286667,0.201641,0.409793,9.1568,3.71052,15.7075,12.3639,1.82503,1.28372,2.6089,58.2958,23.6226
grubhub-12-6.tsp ,1.96211,0.226667,0.190812,0.427617,11.807,1.05231,15.6665,12.5242,1.44682,1.21796,2.7295,75.3645,6.71697
grubhub-12-7.tsp ,1.95081,0.236718,0.243247,0.332539,12.3311,0.550259,15.6447,12.4695,1.51309,1.55482,2.12557,78.8198,3.51723
grubhub-12-8.tsp ,1.92993,0.200553,0.189257,0.404974,12.2401,0.693264,15.658,12.3255,1.28083,1.20869,2.58636,78.1711,4.42753
grubhub-12-9.tsp ,1.97988,0.233195,0.184231,0.369223,12.6507,0.317841,15.7351,12.5826,1.48201,1.17083,2.34649,80.3982,2.01995
grubhub-13-0.tsp ,2.07344,0.184128,0.186149,0.423679,9.87112,3.0462,15.7847,13.1357,1.16649,1.1793,2.68411,62.536,19.2984
grubhub-13-1.tsp ,2.14245,0.250708,0.185371,0.446477,11.7199,1.09314,15.838,13.5273,1.58295,1.17042,2.81901,73.9984,6.90201
grubhub-13-2.tsp ,2.11613,0.204853,0.198273,0.399845,12.1027,0.538653,15.5604,13.5994,1.3165,1.27421,2.56962,77.7785,3.46168
grubhub-13-3.tsp ,2.12261,0.186408,0.188273,0.471036,10.778,1.98846,15.7348,13.4899,1.18468,1.19654,2.9936,68.4979,12.6374
grubhub-13-4.tsp ,2.10774,0.22076,0.199827,0.380777,11.4829,1.23931,15.6313,13.4841,1.41229,1.27838,2.43599,73.4609,7.92838
grubhub-13-5.tsp ,2.11442,0.246408,0.209931,0.514301,11.8997,0.8562,15.841,13.3478,1.55551,1.32524,3.24664,75.1199,5.40496
grubhub-13-6.tsp ,2.13048,0.272988,0.177755,0.487565,12.3235,0.283074,15.6754,13.5913,1.74151,1.13398,3.11039,78.617,1.80586
grubhub-13-7.tsp ,2.14302,0.218273,0.196926,0.29487,11.9489,0.649741,15.4517,13.8691,1.41261,1.27446,1.90833,77.3305,4.20497
grubhub-13-8.tsp ,2.14116,0.203817,0.181537,0.529637,12.5215,0.316736,15.8944,13.4711,1.28232,1.14214,3.33222,78.7794,1.99275
grubhub-13-9.tsp ,2.10333,0.201278,0.187133,0.342487,12.3186,0.326839,15.4797,13.5877,1.30027,1.20889,2.21249,79.5793,2.11141
grubhub-14-0.tsp ,2.31984,0.189413,0.176563,0.436632,12.2687,0.587358,15.9785,14.5185,1.18542,1.105,2.73261,76.7826,3.67591
grubhub-14-1.tsp ,2.31891,0.225786,0.198377,0.372953,12.497,0.0630225,15.6761,14.7927,1.44032,1.26547,2.37912,79.7204,0.402029
grubhub-14-2.tsp ,2.33482,0.23133,0.20361,0.557306,11.9167,0.658135,15.9019,14.6826,1.45473,1.28041,3.50464,74.9389,4.13871
grubhub-14-3.tsp ,2.34824,0.186822,0.198739,0.523316,10.4392,1.93325,15.6296,15.0243,1.19531,1.27156,3.34824,66.7915,12.3691
grubhub-14-4.tsp ,2.36192,0.214957,0.192055,0.371347,12.1038,0.321382,15.5655,15.1741,1.38099,1.23386,2.38571,77.7606,2.06471
grubhub-14-5.tsp ,2.3285,0.204128,0.205475,0.469845,12.3322,0.322694,15.8628,14.679,1.28683,1.29532,2.96192,77.7427,2.03428
grubhub-14-6.tsp ,2.38073,0.206615,0.193558,0.491762,11.8042,0.662953,15.7398,15.1255,1.31269,1.22973,3.12432,74.9958,4.21195
grubhub-14-7.tsp ,2.24373,0.201589,0.192781,0.392021,9.45789,2.96537,15.4534,14.5193,1.3045,1.2475,2.5368,61.2027,19.1891
grubhub-14-8.tsp ,2.34269,0.254076,0.199465,0.471658,12.3765,0.376891,16.0213,14.6223,1.58586,1.24499,2.94394,77.2504,2.35243
grubhub-14-9.tsp ,2.34264,0.200967,0.195216,0.437461,11.2163,1.20237,15.5949,15.0218,1.28867,1.25179,2.80515,71.9226,7.70998
grubhub-15-0.tsp ,2.53843,0.272107,0.195423,0.439637,11.8825,0.62285,15.9509,15.914,1.7059,1.22515,2.75619,74.494,3.90479
grubhub-15-1.tsp ,2.49195,0.247288,0.194387,0.39886,11.4239,0.82,15.5764,15.9983,1.58758,1.24796,2.56067,73.3411,5.26438
grubhub-15-2.tsp ,2.51858,0.219257,0.187133,0.508653,10.5601,1.76382,15.7575,15.9834,1.39144,1.18758,3.228,67.0161,11.1935
grubhub-15-3.tsp ,2.51874,0.202366,0.202522,0.573264,8.94402,3.32216,15.7631,15.9787,1.2838,1.28478,3.63675,56.7404,21.0756
grubhub-15-4.tsp ,2.4518,0.209257,0.219102,0.504404,11.2836,0.896114,15.5643,15.7527,1.34447,1.40772,3.24078,72.4968,5.75751
grubhub-15-5.tsp ,2.57475,0.209568,0.179775,0.614456,10.5423,1.75154,15.8724,16.2216,1.32033,1.13263,3.87122,66.4192,11.0351
grubhub-15-6.tsp ,2.51693,0.193143,0.18304,0.514301,11.304,0.825959,15.5374,16.1992,1.24309,1.17806,3.31009,72.7536,5.31595
grubhub-15-7.tsp ,2.48454,0.2019,0.210397,0.433782,11.4955,0.783351,15.6094,15.9169,1.29345,1.34788,2.77897,73.6443,5.01844
grubhub-15-8.tsp ,2.53661,0.220138,0.208273,0.477617,11.5715,0.804404,15.8186,16.0357,1.39164,1.31664,3.01934,73.1515,5.08519
grubhub-15-9.tsp ,2.53071,0.200604,0.19677,0.61943,11.8865,0.357081,15.7911,16.0262,1.27037,1.24609,3.92266,75.2734,2.26129
grubhub-debug.tsp ,2.72798,0,0,0.984456,11.2955,0.865026,15.873,17.1863,0,0,6.20209,71.1619,5.44968
20
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-10-0.tsp ,1.19062,0.434836,0.385509,0.298808,6.6677,0,8.97748,13.2623,4.84363,4.29418,3.32842,74.2714,0
grubhub-10-1.tsp ,1.14264,0.500898,0.39038,0.232694,13.1178,0.377686,15.7621,7.2493,3.17786,2.4767,1.47629,83.2237,2.39616
grubhub-10-2.tsp ,1.13611,0.419292,0.39038,0.243575,9.16629,4.25375,15.6094,7.2784,2.68615,2.50093,1.56044,58.7229,27.2512
grubhub-10-3.tsp ,1.14383,0.416442,0.358359,0.277254,9.26332,4.2361,15.6953,7.28775,2.65329,2.28323,1.76648,59.0197,26.9896
grubhub-10-4.tsp ,1.19425,0.450121,0.40152,0.234715,8.93496,4.68978,15.9053,7.50848,2.83,2.52443,1.4757,56.1758,29.4855
grubhub-10-5.tsp ,1.15632,0.45696,0.398048,0.26544,13.3869,0.194439,15.8581,7.29168,2.88156,2.51006,1.67385,84.4167,1.22612
grubhub-10-6.tsp ,1.13933,0.441779,0.394318,0.186632,13.0158,0.562297,15.7401,7.23836,2.80671,2.50518,1.18571,82.6917,3.57238
grubhub-10-7.tsp ,1.09896,0.488256,0.3781,0.25456,6.5724,7.12147,15.9137,6.90575,3.06814,2.37593,1.59962,41.3001,44.7504
grubhub-10-8.tsp ,1.16964,0.463903,0.412712,0.228549,9.61273,3.98216,15.8697,7.37026,2.9232,2.60063,1.44016,60.5729,25.0929
grubhub-10-9.tsp ,1.12456,0.485976,0.380225,0.196943,10.4849,2.93461,15.6072,7.20538,3.11379,2.43621,1.26187,67.1798,18.8029
grubhub-11-0.tsp ,1.42879,0.419914,0.40525,0.295544,8.30442,5.1681,16.022,8.91767,2.62085,2.52933,1.84461,51.8313,32.2562
grubhub-11-1.tsp ,1.37107,0.430432,0.380743,0.277202,10.4793,2.68636,15.6251,8.77477,2.75474,2.43673,1.77408,67.0672,17.1925
grubhub-11-2.tsp ,1.39599,0.429551,0.369085,0.329275,10.6343,2.61164,15.7699,8.85228,2.72387,2.34044,2.088,67.4344,16.561
grubhub-11-3.tsp ,1.37392,0.410069,0.384473,0.280881,10.7648,2.40839,15.6226,8.79447,2.62485,2.46101,1.79792,68.9056,15.4161
grubhub-11-4.tsp ,1.35848,0.434111,0.385458,0.25772,11.4514,1.78986,15.677,8.66543,2.76909,2.45874,1.64394,73.0457,11.4171
grubhub-11-5.tsp ,1.38978,0.422453,0.406028,0.297409,7.05,6.19705,15.7627,8.81686,2.68008,2.57587,1.88679,44.7258,39.3146
grubhub-11-6.tsp ,1.33537,0.449914,0.400484,0.336114,12.302,0.866045,15.69,8.51099,2.86752,2.55248,2.14222,78.407,5.51974
grubhub-11-7.tsp ,1.33273,0.384162,0.369085,0.272746,9.45948,3.89119,15.7094,8.48364,2.44543,2.34945,1.7362,60.2154,24.7698
grubhub-11-8.tsp ,1.36516,0.409965,0.380069,0.246528,9.71356,3.92772,16.043,8.5094,2.55542,2.36906,1.53667,60.547,24.4824
grubhub-11-9.tsp ,1.33475,0.45437,0.416494,0.216684,9.3423,3.96491,15.7295,8.48565,2.88865,2.64785,1.37756,59.3935,25.2068
grubhub-12-0.tsp ,1.56069,0.435561,0.385302,0.310363,10.6759,2.58447,15.9523,9.78347,2.73039,2.41533,1.94556,66.924,16.2012
grubhub-12-1.tsp ,1.53116,0.45582,0.373851,0.367824,8.02912,4.9723,15.7301,9.73395,2.89776,2.37667,2.33835,51.0431,31.6101
grubhub-12-2.tsp ,1.5339,0.388981,0.355769,0.254249,12.3242,0.61696,15.4741,9.91274,2.51376,2.29913,1.64306,79.6442,3.98706
