 1A
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-5-1,36.5845,9.86554,1.54993,15.1788,63.1787,57.9063,15.6153,2.45324,24.0251
 sfsarp-10-5-2,4.97735,6.54618,2.01416,29.3635,42.9012,11.6019,15.2587,4.69487,68.4445
 sfsarp-10-5-3,6.02365,31.4259,22.3575,3.00813,62.8152,9.58948,50.0291,35.5925,4.78886
 sfsarp-10-5-4,24.6611,39.9393,3.9395,7.08623,75.6261,32.6092,52.8115,5.20918,9.37009
 sfsarp-10-5-5,22.6402,40.1862,21.5689,10.1933,94.5886,23.9354,42.4853,22.8029,10.7765
 sfsarp-5-10-1,3.32044,20.9954,0,2.89075,27.2066,12.2045,77.1703,0,10.6252
 sfsarp-5-10-2,28.6404,18.2003,1.47589,4.58444,52.901,54.1396,34.4044,2.78991,8.66607
 sfsarp-5-10-3,0.642926,4.72145,0.792679,3.94136,10.0984,6.36661,46.7543,7.84954,39.0295
 sfsarp-5-10-4,17.3021,11.8438,0,5.56567,34.7116,49.8453,34.1207,0,16.034
 sfsarp-5-10-5,23.5083,4.85427,0,3.22172,31.5843,74.4304,15.3693,0,10.2004
 sfsarp-5-5-1,31.1966,15.1725,0,57.728,104.097,29.9688,14.5753,0,55.4559
 sfsarp-5-5-2,7.23952,18.8499,0,7.99702,34.0865,21.2387,55.3003,0,23.461
 sfsarp-5-5-3,4.77816,14.6953,1.67033,4.89182,26.0356,18.3524,56.4431,6.41555,18.7889
 sfsarp-5-5-4,3.40283,1.43462,0,7.03057,11.868,28.6722,12.0881,0,59.2396
 sfsarp-5-5-5,22.8907,34.1263,0.144695,25.665,82.8267,27.6369,41.202,0.174697,30.9864
 sfsarp-5-6-1,19.2564,8.02799,0,19.9193,47.2037,40.7943,17.0071,0,42.1986
 sfsarp-5-6-2,6.07233,10.2759,0.205143,2.67161,19.225,31.5856,53.4507,1.06706,13.8966
 sfsarp-5-6-3,15.8128,4.3077,0,14.8073,34.9278,45.2727,12.3332,0,42.3941
 sfsarp-5-6-4,19.8059,20.3227,16.4993,10.0358,66.6637,29.7102,30.4855,24.75,15.0543
 sfsarp-5-6-5,13.0753,12.0571,0.648031,2.937,28.7174,45.531,41.9852,2.25658,10.2272
 sfsarp-5-7-1,16.0288,16.6927,0,6.12425,38.8457,41.2626,42.9718,0,15.7655
 sfsarp-5-7-2,8.56754,40.9448,0.486339,21.0968,71.0955,12.0508,57.5912,0.684065,29.6739
 sfsarp-5-7-3,38.4751,5.75557,0.294197,40.224,84.7488,45.3989,6.79132,0.347139,47.4626
 sfsarp-5-7-4,12.2025,29.4735,0,6.11624,47.7922,25.5323,61.6701,0,12.7976
 sfsarp-5-7-5,23.837,24.0141,0.0625905,6.30788,54.2216,43.9622,44.2888,0.115435,11.6335
 sfsarp-5-8-1,2.19422,13.6503,2.58023,2.59466,21.0195,10.439,64.9415,12.2754,12.3441
 sfsarp-5-8-2,19.9647,8.68319,2.20473,3.64538,34.498,57.872,25.1702,6.39091,10.5669
 sfsarp-5-8-3,5.71737,13.9877,2.44659,6.12919,28.2808,20.2164,49.4599,8.65104,21.6726
 sfsarp-5-8-4,14.9293,13.1723,0.200532,6.37816,34.6803,43.0484,37.982,0.578231,18.3913
