 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-5-1,1.55897,0.823956,0.20447,1.12021,3.70761,42.0479,22.2234,5.51486,30.2139
 sfsarp-10-5-2,0.871399,0.82633,0.132459,1.54952,3.3797,25.7833,24.4498,3.91925,45.8477
 sfsarp-10-5-3,0.563585,1.68315,0.961972,0.656702,3.86541,14.5802,43.5439,24.8867,16.9892
 sfsarp-10-5-4,1.18482,1.97413,0.346085,0.839502,4.34454,27.2715,45.4393,7.96599,19.3231
 sfsarp-10-5-5,0.968866,2.06349,0.942738,0.831951,4.80704,20.1551,42.9263,19.6116,17.3069
 sfsarp-5-10-1,0.497653,1.01208,0,0.487173,1.99691,24.9212,50.6825,0,24.3963
 sfsarp-5-10-2,1.03188,0.943909,0.119331,0.528482,2.6236,39.3306,35.9776,4.54835,20.1434
 sfsarp-5-10-3,0.349014,0.615157,0.102667,0.512797,1.57964,22.0946,38.943,6.49941,32.463
 sfsarp-5-10-4,0.838669,0.788874,0,0.552415,2.17996,38.4718,36.1876,0,25.3406
 sfsarp-5-10-5,0.99004,0.45173,0,0.495245,1.93702,51.1116,23.3209,0,25.5674
 sfsarp-5-5-1,1.17756,0.703394,0,1.82467,3.70562,31.7777,18.9818,0,49.2405
 sfsarp-5-5-2,0.59324,0.959754,0,0.611716,2.16471,27.4051,44.3364,0,28.2586
 sfsarp-5-5-3,0.36654,0.775089,0.207406,0.452646,1.80168,20.3443,43.0203,11.5118,25.1235
 sfsarp-5-5-4,0.499662,0.201657,0,0.588144,1.28946,38.7496,15.6389,0,45.6115
 sfsarp-5-5-5,0.891644,1.33235,0.0868625,1.04264,3.3535,26.5885,39.7301,2.59021,31.0912
 sfsarp-5-6-1,0.886336,0.695805,0,0.902504,2.48464,35.6725,28.0042,0,36.3233
 sfsarp-5-6-2,0.481439,0.750631,0.0883368,0.481828,1.80224,26.7134,41.65,4.90151,26.735
 sfsarp-5-6-3,0.802345,0.438399,0,0.777821,2.01857,39.7483,21.7184,0,38.5334
 sfsarp-5-6-4,0.733071,0.82901,0.569088,0.661442,2.79261,26.2504,29.6858,20.3784,23.6854
 sfsarp-5-6-5,0.56891,0.794074,0.182472,0.488301,2.03376,27.9734,39.0447,8.97217,24.0098
 sfsarp-5-7-1,0.807612,0.90714,0,0.566039,2.28079,35.4093,39.773,0,24.8176
 sfsarp-5-7-2,0.542298,1.49865,0.0951953,0.931224,3.06737,17.6796,48.8579,3.10348,30.359
 sfsarp-5-7-3,1.27175,0.64038,0.0905089,1.39774,3.40038,37.4003,18.8326,2.66173,41.1054
 sfsarp-5-7-4,0.630954,1.21887,0.0833333,0.565843,2.499,25.2483,48.7742,3.33467,22.6428
 sfsarp-5-7-5,0.914725,1.08571,0.0848599,0.570517,2.65581,34.4424,40.8805,3.19525,21.4818
 sfsarp-5-8-1,0.303518,0.832935,0.229599,0.479951,1.846,16.4419,45.121,12.4376,25.9995
 sfsarp-5-8-2,0.736943,0.711785,0.220441,0.505578,2.17475,33.8864,32.7296,10.1364,23.2477
 sfsarp-5-8-3,0.472781,0.841163,0.143006,0.566159,2.02311,23.369,41.5777,7.06863,27.9846
 sfsarp-5-8-4,0.697463,0.821275,0.0882244,0.572231,2.17919,32.0056,37.6871,4.04849,26.2588
 sfsarp-5-8-5,0.316377,0.682642,0.248214,0.486374,1.73361,18.2497,39.377,14.3178,28.0556
 sfsarp-5-9-1,1.50184,1.43957,0,0.434488,3.3759,44.4871,42.6426,0,12.8703
 sfsarp-5-9-2,0.77156,0.833544,0,1.06806,2.67316,28.8632,31.182,0,39.9548
 sfsarp-5-9-3,0.896784,0.91503,0.107172,0.52871,2.4477,36.6379,37.3833,4.37847,21.6003
 sfsarp-5-9-4,0.40467,0.504319,0.193568,0.654065,1.75662,23.0368,28.7096,11.0193,37.2343
 sfsarp-5-9-5,1.13205,0.677943,0.110271,0.53948,2.45974,46.023,27.5616,4.48305,21.9324
 sfsarp-6-5-1,0.479547,0.962347,0.0855475,0.666719,2.19416,21.8556,43.8595,3.89887,30.3861
 sfsarp-6-5-2,0.152219,1.21069,0.468558,0.181642,2.01311,7.56136,60.1404,23.2753,9.02293
 sfsarp-6-5-3,0.616906,0.649548,0.0937978,0.581742,1.94199,31.7666,33.4475,4.82997,29.9559
 sfsarp-6-5-4,0.945909,0.963548,0,0.760986,2.67044,35.4214,36.082,0,28.4966
 sfsarp-6-5-5,0.453677,0.842123,0.192106,0.942596,2.4305,18.666,34.6481,7.90395,38.782
 sfsarp-6-6-1,1.12564,0.618504,0.116276,1.60587,3.46628,32.4739,17.8434,3.35448,46.3282
 sfsarp-6-6-2,0.578327,1.07207,0.119184,0.54604,2.31562,24.975,46.2973,5.14693,23.5807
 sfsarp-6-6-3,0.779297,0.568602,0.131837,0.874724,2.35446,33.0988,24.15,5.59945,37.1518
 sfsarp-6-6-4,0.900533,1.10666,0.112204,0.676339,2.79573,32.211,39.5838,4.01339,24.1918
 sfsarp-6-6-5,0.943762,0.778077,0.248113,0.914134,2.88409,32.7231,26.9783,8.60282,31.6958
 sfsarp-6-7-1,1.27686,0.887568,0.0855475,1.03186,3.28184,38.9069,27.0448,2.60669,31.4416
 sfsarp-6-7-2,0.684306,0.766952,0,0.668798,2.12006,32.2777,36.176,0,31.5462
 sfsarp-6-7-3,0.631118,1.1406,0.379312,1.1274,3.27843,19.2506,34.791,11.5699,34.3885
 sfsarp-6-7-4,1.31421,0.651726,0.178044,1.01663,3.1606,41.5809,20.6203,5.63323,32.1656
 sfsarp-6-7-5,1.96698,1.26791,0,0.746087,3.98098,49.4095,31.8492,0,18.7413
 sfsarp-6-8-1,1.01907,1.22917,0.670044,0.930926,3.84921,26.4749,31.9329,17.4073,24.1849
 sfsarp-6-8-2,0.483174,0.817701,0.0910523,0.666706,2.05863,23.4706,39.7206,4.42295,32.3859
 sfsarp-6-8-3,1.41064,1.08546,0,0.64425,3.14035,44.9199,34.5649,0,20.5152
 sfsarp-6-8-4,0.458014,1.24965,0.489351,1.15923,3.35624,13.6466,37.2336,14.5803,34.5394
 sfsarp-6-8-5,0.974187,0.446837,0.136536,1.1665,2.72406,35.7624,16.4034,5.01222,42.8221
 sfsarp-6-9-1,0.880427,1.41495,0,0.648746,2.94413,29.9045,48.0602,0,22.0353
 sfsarp-6-9-2,1.05966,1.42718,0,0.60722,3.09405,34.2482,46.1264,0,19.6254
 sfsarp-6-9-3,0.881846,0.659215,0.0914818,1.55227,3.18482,27.6891,20.6987,2.87243,48.7398
 sfsarp-6-9-4,0.749715,0.79544,0.276426,1.37584,3.19742,23.4475,24.8776,8.64528,43.0296
 sfsarp-6-9-5,1.05047,1.13171,0,0.995378,3.17756,33.0591,35.6157,0,31.3252
 sfsarp-7-5-1,0.673533,1.40331,0.12053,0.804815,3.00219,22.4347,46.7429,4.01474,26.8076
