6	5	30	20
0	  24.8853	  17.4242	3	685	685
1	  21.2904	  16.2401	3	739	739
2	   2.2213	   2.5875	3	830	830
3	  21.5778	  18.1167	3	1048	1048
4	  21.2391	  11.1411	3	981	981
5	   5.7984	  14.8162	3	794	794
6	   0.7325	  13.7479	3	817	817
7	  22.9539	  22.8825	3	720	720
8	  21.2188	  13.6842	3	811	811
9	   1.2972	   7.9714	3	849	849
10	  23.6758	  23.8169	3	814	814
11	  15.0523	  11.3490	3	674	674
12	  23.5615	   4.6992	3	1104	1104
13	  24.3029	  20.8167	3	876	876
14	   7.2608	  20.5933	3	1003	1003
15	  12.0568	   9.4821	3	635	635
16	  23.1809	   8.6345	3	901	901
17	  18.9598	  23.8378	3	862	862
18	  17.6948	  24.7582	3	918	918
19	  13.6541	  18.4272	3	807	807
20	  16.3097	   9.7250	3	706	706
21	   0.2921	  17.6069	3	788	788
22	  16.4239	   7.7488	3	1054	1054
23	  10.3169	  14.9854	3	646	646
24	  12.4480	   6.2482	3	910	910
25	   4.8219	  11.7509	3	654	654
26	   2.0649	  12.0827	3	637	637
27	   7.3442	  14.1216	3	675	675
28	  23.0014	   4.7734	3	813	813
29	  23.2634	  14.5104	3	868	868
30	  22.8574	  18.0802	-3	685	685
31	  20.6702	  14.6519	-3	739	739
32	   1.5471	   2.9017	-3	830	830
33	  19.3152	  20.4072	-3	1048	1048
34	  19.6699	  11.5142	-3	981	981
35	   4.4094	  14.1158	-3	794	794
36	   1.7504	  15.0451	-3	817	817
37	  22.5234	  23.5412	-3	720	720
38	  20.9313	  14.8366	-3	811	811
39	   2.5988	   6.5537	-3	849	849
40	  22.7561	  24.1636	-3	814	814
41	  13.5062	  11.6079	-3	674	674
42	  23.2007	   4.9804	-3	1104	1104
43	  24.8393	  23.3614	-3	876	876
44	   6.7388	  20.6903	-3	1003	1003
45	   8.9862	   8.9814	-3	635	635
46	  19.2459	   7.9193	-3	901	901
47	  19.7471	  24.1609	-3	862	862
48	  17.6964	  23.9679	-3	918	918
49	  14.0885	  18.3484	-3	807	807
50	  17.7300	   9.5754	-3	706	706
51	   1.7422	  19.3193	-3	788	788
52	  15.4762	   7.1445	-3	1054	1054
53	  10.9988	  14.6198	-3	646	646
54	  13.3088	   5.1587	-3	910	910
55	   4.8855	  11.2661	-3	654	654
56	   1.2750	  10.4573	-3	637	637
57	   7.6353	  13.8991	-3	675	675
58	  22.1703	   2.3634	-3	813	813
59	  20.6577	  13.2051	-3	868	868
60	  14.7054	  23.5555	1	540	1140
61	   7.1173	   7.4018	1	540	1140
62	  15.1505	   7.8403	1	540	1140
63	  13.5265	   2.5985	1	540	1140
64	  14.3494	  16.1534	1	540	1140
65	   5.4311	  21.6935	1	540	1140
66	   5.2750	   1.9959	1	540	1140
67	   2.2185	   3.0311	1	540	1140
68	   1.1595	  14.2972	1	540	1140
69	  19.0707	  11.2213	1	540	1140
70	  10.8164	  17.2714	1	540	1140
71	  16.2017	   9.0798	1	540	1140
72	   6.7818	   5.9070	1	540	1140
73	  18.2409	  24.7463	1	540	1140
74	   7.5155	  12.8790	1	540	1140
75	  21.9587	   1.7403	1	540	1140
76	  15.6394	  17.9330	1	540	1140
77	   9.7527	   3.0796	1	540	1140
78	  21.3924	  22.7518	1	540	1140
79	   4.0463	   2.4502	1	540	1140
80	  17.1007	  23.5159	-1	540	1140
81	   8.7957	   5.7054	-1	540	1140
82	  13.4889	  10.8190	-1	540	1140
83	  12.4402	   3.4593	-1	540	1140
84	  13.4065	  14.9274	-1	540	1140
85	   8.6165	  21.2942	-1	540	1140
86	   6.0578	   2.0876	-1	540	1140
87	   4.6242	   4.5940	-1	540	1140
88	   2.4306	  11.4486	-1	540	1140
89	  18.1774	  11.4701	-1	540	1140
90	   9.2774	  18.1433	-1	540	1140
91	  15.7999	  11.6232	-1	540	1140
92	   4.0802	   6.7403	-1	540	1140
93	  19.9586	  23.7172	-1	540	1140
94	   9.0328	  11.1339	-1	540	1140
95	  22.9597	   1.1592	-1	540	1140
96	  17.6932	  15.5396	-1	540	1140
97	   7.3722	   0.8193	-1	540	1140
98	  17.6051	  19.2004	-1	540	1140
99	   2.8596	   7.8270	-1	540	1140
100	  16.4742	  11.6555	0	540	1140
101	   5.6618	  16.7991	0	540	1140
102	  12.9990	   0.9667	0	540	1140
103	  16.5962	  24.8499	0	540	1140
104	  14.4375	   4.8142	0	540	1140
105	  23.3488	   3.3274	0	540	1140
