
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-0.tsp ,113.7,4.76,0,181.9,300.36,37.8546,1.58476,0,60.5607
grubhub-12-3.tsp ,97.6,4.08,0,175.42,277.1,35.2219,1.47239,0,63.3057
grubhub-12-5.tsp ,119.8,0,0,134.84,254.64,47.0468,0,0,52.9532
grubhub-12-6.tsp ,123.36,3.52,0,148.56,275.44,44.7865,1.27796,0,53.9355
grubhub-12-7.tsp ,139.24,6.28,0,119.62,265.14,52.5157,2.36856,0,45.1158
grubhub-12-8.tsp ,110.34,11.02,0,128.52,249.88,44.1572,4.41012,0,51.4327
grubhub-12-9.tsp ,127.68,9.86,0,184.56,322.1,39.6399,3.06116,0,57.299

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-0.tsp ,107.82,10.64,0,172.56,291.02,37.049,3.65611,0,59.2949
grubhub-12-3.tsp ,84.08,20.76,0,149.98,254.82,32.9958,8.14693,0,58.8572
grubhub-12-5.tsp ,115.24,4.56,0,150.94,270.74,42.5648,1.68427,0,55.7509
grubhub-12-6.tsp ,109.04,17.84,0,138.82,265.7,41.0388,6.71434,0,52.2469
grubhub-12-7.tsp ,109.68,33.32,0,105.26,248.26,44.1795,13.4214,0,42.3991
grubhub-12-8.tsp ,94.18,27.18,0,128.52,249.88,37.6901,10.8772,0,51.4327
grubhub-12-9.tsp ,112.8,24.96,0,150.52,288.28,39.1286,8.65825,0,52.2131
