
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-12-0.tsp ,4.6065,0.282764,0,4.43659,8.83902,9.71445e-17,18.1649,25.3594,1.55665,0,24.424,48.66,5.34793e-16
grubhub-12-3.tsp ,4.21382,0.266179,0,4.27854,16.9325,-6.20337e-15,25.6911,16.4019,1.03608,0,16.6538,65.9082,-2.4146e-14
grubhub-12-5.tsp ,4.75528,0,0,3.28878,31.5972,0,39.6412,11.9958,0,0,8.29637,79.7078,0
grubhub-12-6.tsp ,4.84211,0.25252,0,3.62341,14.8732,3.08087e-15,23.5912,20.5251,1.0704,0,15.3592,63.0454,1.30594e-14
grubhub-12-7.tsp ,5.22943,0.319837,0,2.91756,22.8144,-1.52656e-16,31.2812,16.7175,1.02246,0,9.32688,72.9332,-4.88011e-16
grubhub-12-8.tsp ,4.52455,0.435447,0,3.13463,27.8206,-3.28904e-15,35.9152,12.5979,1.21243,0,8.72788,77.4618,-9.15778e-15
grubhub-12-9.tsp ,4.94748,0.407154,0,4.50146,26.8454,-6.17562e-15,36.7015,13.4803,1.10937,0,12.2651,73.1453,-1.68266e-14

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-12-0.tsp ,4.29642,0.592846,0,4.20878,4.99008,4.83748,18.9256,22.7016,3.1325,0,22.2385,26.3668,25.5605
grubhub-12-3.tsp ,3.7174,0.839675,0,3.65805,19.3208,0.122927,27.6589,13.4402,3.03583,0,13.2256,69.854,0.444439
grubhub-12-5.tsp ,4.4774,0.277886,0,3.68146,23.5633,1.04083e-15,32,13.9919,0.868394,0,11.5046,73.6352,3.25261e-15
grubhub-12-6.tsp ,4.32618,0.768455,0,3.38585,13.9232,0.990732,23.3944,18.4924,3.28479,0,14.4729,59.515,4.23491
grubhub-12-7.tsp ,4.34179,1.14602,0,2.56732,20.1659,0.16,28.3811,15.2982,4.03796,0,9.04588,71.0542,0.563756
grubhub-12-8.tsp ,3.96374,0.99626,0,3.13463,27.7768,1.85886,37.7303,10.5054,2.64048,0,8.308,73.6194,4.9267
grubhub-12-9.tsp ,4.41789,0.942114,0,3.67122,25.8935,2.62195,37.5467,11.7664,2.50918,0,9.77775,68.9635,6.98318
