 1A
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 ghsarp-10-5-0,46.8232,35.954,7.94671,83.9854,174.709,26.8006,20.5794,4.54853,48.0715
 ghsarp-10-5-1,47.3607,28.557,15.8487,54.03,145.796,32.4841,19.5869,10.8705,37.0585
 ghsarp-10-5-2,49.9367,0,0,96.7756,146.712,34.0372,0,0,65.9628
 ghsarp-10-5-3,26.4122,24.289,8.37441,57.0781,116.154,22.739,20.9111,7.20977,49.1402
 ghsarp-10-5-4,25.5,35.4897,5.42544,67.4729,133.888,19.0457,26.507,4.05223,50.395
 ghsarp-10-5-5,26.9453,50.1693,22.3267,59.6009,159.042,16.9422,31.5447,14.0382,37.4749
 ghsarp-10-5-6,29.7172,23.9642,19.6072,56.6488,129.937,22.8704,18.4429,15.0897,43.597
 ghsarp-10-5-7,25.7581,47.4732,28.386,43.1249,144.742,17.7959,32.7984,19.6114,29.7943
 ghsarp-10-5-8,29.0887,32.0118,26.3499,34.8839,122.334,23.7781,26.1675,21.5392,28.5152
 ghsarp-10-5-9,46.5372,0,0,83.2531,129.79,35.8557,0,0,64.1443
 ghsarp-5-10-0,18.4736,33.5617,19.4564,19.9126,91.4044,20.2109,36.7179,21.2861,21.7852
 ghsarp-5-10-1,16.4118,18.5985,15.1964,26.6944,76.9011,21.3414,24.1849,19.761,34.7127
 ghsarp-5-10-2,15.4059,30.6568,14.103,58.7819,118.948,12.9519,25.7734,11.8565,49.4183
 ghsarp-5-10-3,1.97687,34.5677,14.511,37.6475,88.7031,2.22863,38.9702,16.3591,42.4421
 ghsarp-5-10-4,3.94009,33.677,9.4242,24.7035,71.7448,5.49182,46.94,13.1357,34.4325
 ghsarp-5-10-5,11.0758,20.0214,11.0504,43.3171,85.4647,12.9595,23.4265,12.9298,50.6842
 ghsarp-5-10-6,28.9102,0,0,48.3034,77.2137,37.4419,0,0,62.5581
 ghsarp-5-10-7,9.44148,25.1537,14.9222,29.7363,79.2537,11.913,31.7382,18.8284,37.5204
 ghsarp-5-10-8,4.47754,33.1157,24.3406,15.0477,76.9815,5.81639,43.0177,31.6188,19.5471
 ghsarp-5-10-9,7.25302,22.9897,18.0472,49.2118,97.5017,7.43886,23.5788,18.5096,50.4727
 ghsarp-5-5-0,6.76092,19.9412,14.6084,38.3588,79.6693,8.48623,25.03,18.3363,48.1475
 ghsarp-5-5-1,7.01827,18.9175,11.1873,23.9481,61.0711,11.492,30.9761,18.3185,39.2134
 ghsarp-5-5-2,7.40441,28.017,19.6216,28.4974,83.5404,8.86326,33.5371,23.4876,34.1121
 ghsarp-5-5-3,13.3693,13.8767,6.09196,51.1117,84.4496,15.831,16.4319,7.21372,60.5234
 ghsarp-5-5-4,14.8491,27.915,17.4603,38.2665,98.4909,15.0766,28.3427,17.7278,38.8528
 ghsarp-5-5-5,11.7054,18.1281,5.64114,17.3247,52.7993,22.1696,34.334,10.6841,32.8123
 ghsarp-5-5-6,32.4573,0,0,44.3206,76.7778,42.2743,0,0,57.7257
 ghsarp-5-5-7,8.86362,11.0199,5.24681,29.3036,54.4339,16.2833,20.2445,9.63886,53.8334
 ghsarp-5-5-8,22.6488,24.2865,23.2822,47.6563,117.874,19.2144,20.6038,19.7518,40.4299
 ghsarp-5-5-9,6.65739,30.0834,20.6262,28.0716,85.4386,7.79202,35.2106,24.1415,32.8559
 ghsarp-5-6-0,10.6564,34.9207,17.7882,30.5908,93.9561,11.3419,37.167,18.9324,32.5586
 ghsarp-5-6-1,12.2534,13.0784,7.89692,28.2117,61.4404,19.9435,21.2863,12.853,45.9172
 ghsarp-5-6-2,14.7072,14.8585,6.17248,45.4938,81.2319,18.1052,18.2914,7.59859,56.0048
 ghsarp-5-6-3,21.6032,15.3709,6.63641,28.4106,72.0211,29.9957,21.3422,9.21454,39.4476
 ghsarp-5-6-4,13.7918,22.9046,22.1293,38.5664,97.3921,14.1611,23.5179,22.7219,39.5991
 ghsarp-5-6-5,31.8689,0,0,65.1625,97.0314,32.8439,0,0,67.1561
 ghsarp-5-6-6,20.4915,15.9388,6.51263,33.9796,76.9224,26.6391,20.7206,8.46649,44.1738
 ghsarp-5-6-7,10.4348,37.9414,17.7224,53.7718,119.87,8.70507,31.652,14.7846,44.8583
 ghsarp-5-6-8,24.1359,0,0,32.373,56.5089,42.7117,0,0,57.2883
 ghsarp-5-6-9,13.741,23.9003,11.2514,29.3578,78.2504,17.5603,30.5433,14.3787,37.5177
 ghsarp-5-7-0,12.559,14.8985,6.81418,40.5931,74.8648,16.7756,19.9006,9.10198,54.2219
 ghsarp-5-7-1,3.44105,48.8478,16.9372,13.7078,82.9339,4.14914,58.8997,20.4226,16.5286
 ghsarp-5-7-2,4.3046,30.1897,18.9894,25.855,79.3388,5.4256,38.0517,23.9346,32.5881
 ghsarp-5-7-3,7.64496,44.9052,16.6141,37.1695,106.334,7.18958,42.2304,15.6245,34.9555
 ghsarp-5-7-4,11.8196,11.2081,4.45593,28.9011,56.3847,20.9624,19.8779,7.90272,51.257
 ghsarp-5-7-5,17.6258,7.81838,4.79415,18.4501,48.6884,36.2011,16.058,9.84659,37.8943
 ghsarp-5-7-6,0,41.7697,21.1884,22.8992,85.8573,0,48.6502,24.6786,26.6712
 ghsarp-5-7-7,11.3754,27.4621,12.2785,21.8732,72.9892,15.5851,37.6249,16.8223,29.9677
 ghsarp-5-7-8,8.24015,44.1586,9.27476,34.33,96.0034,8.58318,45.9968,9.66086,35.7591
 ghsarp-5-7-9,6.82495,38.1841,15.98,47.6162,108.605,6.28419,35.1586,14.7139,43.8433
 ghsarp-5-8-0,12.1248,26.905,9.12977,16.1559,64.3155,18.852,41.8329,14.1953,25.1198
 ghsarp-5-8-1,12.087,23.4158,14.6744,31.1368,81.314,14.8645,28.7968,18.0466,38.2921
 ghsarp-5-8-2,9.06074,44.0105,17.1491,38.0774,108.298,8.36651,40.6384,15.8351,35.1599
 ghsarp-5-8-3,5.05624,37.9748,19.4867,23.8782,86.3959,5.85241,43.9544,22.5551,27.6381
 ghsarp-5-8-4,6.85988,21.3581,28.1264,30.2031,86.5475,7.92615,24.6779,32.4982,34.8977
 ghsarp-5-8-5,15.7382,14.0045,2.83064,27.498,60.0714,26.1992,23.3131,4.71212,45.7756
 ghsarp-5-8-6,7.37574,53.478,18.4148,30.4835,109.752,6.72037,48.7262,16.7786,27.7749
 ghsarp-5-8-7,13.1455,27.9989,15.2662,29.9728,86.3835,15.2176,32.4124,17.6726,34.6974
 ghsarp-5-8-8,16.6504,13.0649,12.1594,47.3606,89.2353,18.659,14.641,13.6262,53.0738
 ghsarp-5-8-9,7.94808,32.4094,12.2908,26.8595,79.5078,9.99661,40.7626,15.4587,33.7822
 ghsarp-5-9-0,16.5781,18.1278,4.04879,27.4845,66.2392,25.0276,27.3672,6.11238,41.4928
 ghsarp-5-9-1,5.72753,23.3092,14.4298,29.595,73.0615,7.83932,31.9035,19.7501,40.507
 ghsarp-5-9-2,8.62158,21.2377,15.4761,18.6773,64.0127,13.4686,33.1773,24.1766,29.1775
 ghsarp-5-9-3,24.8054,0,0,48.1466,72.9521,34.0024,0,0,65.9976
 ghsarp-5-9-4,3.66284,31.4624,17.7927,34.1343,87.0522,4.20764,36.1419,20.4391,39.2113
 ghsarp-5-9-5,16.5714,48.8904,14.4619,25.9532,105.877,15.6516,46.1766,13.6592,24.5126
 ghsarp-5-9-6,12.4273,24.097,11.2923,40.3377,88.1544,14.0972,27.335,12.8097,45.758
 ghsarp-5-9-7,0.787909,32.9391,20.5616,20.1872,74.4758,1.05794,44.2279,27.6084,27.1057
 ghsarp-5-9-8,10.1877,25.6568,10.9201,26.2201,72.9847,13.9587,35.1537,14.9621,35.9255
 ghsarp-5-9-9,13.2123,47.759,19.7611,19.5366,100.269,13.1769,47.6308,19.7081,19.4842
 ghsarp-6-5-0,19.2639,36.1111,17.7882,31.7407,104.904,18.3634,34.423,16.9566,30.257
 ghsarp-6-5-1,12.2534,20.348,13.9768,33.4841,80.0623,15.3048,25.4152,17.4574,41.8226
 ghsarp-6-5-2,9.29818,31.1235,18.6653,36.6164,95.7034,9.71563,32.5208,19.5033,38.2603
 ghsarp-6-5-3,21.6032,22.5953,12.1748,24.7951,81.1685,26.6153,27.8375,14.9995,30.5477
 ghsarp-6-5-4,14.7325,16.3379,26.7813,44.2782,102.13,14.4252,15.9972,26.2228,43.3548
 ghsarp-6-5-5,42.5436,0,0,71.756,114.3,37.2211,0,0,62.7789
 ghsarp-6-5-6,24.1103,15.0652,4.48018,28.3473,72.0031,33.4852,20.9231,6.2222,39.3696
 ghsarp-6-5-7,8.05047,36.6075,28.3401,47.6914,120.689,6.6704,30.332,23.4818,39.5158
 ghsarp-6-5-8,7.92466,34.5882,19.3393,39.8801,101.732,7.78973,33.9993,19.01,39.201
 ghsarp-6-5-9,32.4475,0,0,41.6835,74.131,43.7705,0,0,56.2295
 ghsarp-6-6-0,12.559,23.46,12.7431,41.064,89.8262,13.9814,26.1172,14.1864,45.715
 ghsarp-6-6-1,12.336,16.3981,12.2772,34.48,75.4913,16.3409,21.7218,16.2631,45.6741
 ghsarp-6-6-2,0,42.6807,25.2684,8.71522,76.6643,0,55.6722,32.9598,11.368
 ghsarp-6-6-3,9.87371,35.6484,23.6552,24.4453,93.6225,10.5463,38.0767,25.2666,26.1104
 ghsarp-6-6-4,5.41363,43.403,12.1458,41.2193,102.182,5.29805,42.4763,11.8865,40.3392
 ghsarp-6-6-5,14.3615,10.423,11.7903,38.3302,74.9049,19.1729,13.915,15.7403,51.1718
 ghsarp-6-6-6,5.96858,33.1798,17.3229,31.2438,87.715,6.80452,37.8268,19.749,35.6196
 ghsarp-6-6-7,8.03344,40.1719,21.5468,38.3844,108.137,7.42898,37.1493,19.9256,35.4962
 ghsarp-6-6-8,5.44838,47.6673,17.8536,38.5902,109.559,4.97299,43.5082,16.2958,35.2231
 ghsarp-6-6-9,17.4027,30.9091,13.8776,33.8709,96.0604,18.1165,32.1768,14.4468,35.26
 ghsarp-6-7-0,9.09514,35.6514,15.2435,28.0853,88.0753,10.3265,40.4783,17.3074,31.8878
 ghsarp-6-7-1,19.8507,20.3122,11.439,33.1674,84.7693,23.4174,23.9618,13.4942,39.1266
 ghsarp-6-7-2,15.8115,20.0493,15.8435,35.7297,87.4341,18.0839,22.9308,18.1205,40.8648
 ghsarp-6-7-3,5.05624,57.8701,23.5463,34.8057,121.278,4.16912,47.7168,19.4151,28.699
 ghsarp-6-7-4,10.1467,43.4887,33.4843,24.7001,111.82,9.07418,38.8918,29.9449,22.0892
 ghsarp-6-7-5,18.0693,17.8591,4.4383,36.8823,77.2491,23.391,23.1189,5.74544,47.7447
 ghsarp-6-7-6,21.0291,23.2983,7.35828,62.6986,114.384,18.3846,20.3684,6.43295,54.814
 ghsarp-6-7-7,16.8385,20.4524,16.7356,44.4597,98.4862,17.0973,20.7668,16.9929,45.1431
 ghsarp-6-7-8,10.3553,35.6304,19.1945,31.5466,96.7267,10.7057,36.8361,19.844,32.6141
 ghsarp-6-7-9,3.24154,42.3528,19.0778,39.2829,103.955,3.11822,40.7415,18.3519,37.7884
 ghsarp-6-8-0,11.5893,35.0262,17.153,42.9205,106.689,10.8627,32.8302,16.0776,40.2296
 ghsarp-6-8-1,7.78624,31.8357,18.2471,45.5712,103.44,7.52728,30.7769,17.6403,44.0556
 ghsarp-6-8-2,17.0128,19.3933,13.1416,46.1227,95.6704,17.7827,20.271,13.7363,48.21
 ghsarp-6-8-3,16.8574,26.9027,11.605,50.0704,105.436,15.9883,25.5158,11.0068,47.4891
 ghsarp-6-8-4,3.66284,35.597,17.9539,63.8355,121.049,3.02591,29.407,14.8319,52.7351
 ghsarp-6-8-5,34.2662,0,0,34.8226,69.0888,49.5974,0,0,50.4026
 ghsarp-6-8-6,6.0003,32.4007,25.5628,37.7744,101.738,5.89779,31.8471,25.1261,37.129
 ghsarp-6-8-7,15.9171,26.9488,9.71468,33.797,86.3776,18.4274,31.1988,11.2468,39.1271
 ghsarp-6-8-8,11.8232,17.6763,13.2002,27.6632,70.3629,16.8032,25.1216,18.7602,39.315
 ghsarp-6-8-9,13.1491,42.527,34.3142,50.312,140.302,9.37201,30.3109,24.4573,35.8597
 ghsarp-6-9-0,12.7835,43.1709,27.5442,28.2776,111.776,11.4367,38.6226,24.6423,25.2984
 ghsarp-6-9-1,26.3383,27.1066,20.2523,29.0694,102.767,25.6292,26.3769,19.7071,28.2868
 ghsarp-6-9-2,16.9046,39.6006,15.0495,59.5201,131.075,12.8969,30.2122,11.4816,45.4092
 ghsarp-6-9-3,10.2104,33.5033,9.95442,28.5281,82.1963,12.422,40.7602,12.1105,34.7073
 ghsarp-6-9-4,0.268328,70.7587,16.7319,28.7332,116.492,0.23034,60.7412,14.3631,24.6654
 ghsarp-6-9-5,4.34737,39.969,23.4967,34.1998,102.013,4.26158,39.1804,23.0331,33.525
 ghsarp-6-9-6,16.6695,26.7215,14.8088,37.8696,96.0694,17.3516,27.8148,15.4147,39.419
 ghsarp-6-9-7,9.44148,42.9998,21.4031,30.2735,104.118,9.06807,41.2991,20.5566,29.0762
 ghsarp-6-9-8,12.2828,39.2257,18.7811,32.0742,102.364,11.9992,38.3199,18.3474,31.3336
 ghsarp-6-9-9,4.62502,27.7827,23.5342,35.796,91.7378,5.04156,30.2849,25.6537,39.0198
 ghsarp-7-5-0,17.0597,20.3138,12.7431,49.9001,100.017,17.0569,20.3104,12.741,49.8918
 ghsarp-7-5-1,7.68238,36.2926,19.9532,43.7751,107.703,7.13291,33.6968,18.5261,40.6442
 ghsarp-7-5-2,14.889,32.1518,15.1373,36.8551,99.0332,15.0343,32.4657,15.2851,37.2149
 ghsarp-7-5-3,11.9447,51.508,27.9431,29.1713,120.567,9.90712,42.7214,23.1763,24.1951
 ghsarp-7-5-4,10.5938,34.6413,10.7448,54.8234,110.803,9.56089,31.2638,9.69718,49.4781
 ghsarp-7-5-5,10.6296,28.707,16.7428,26.5336,82.613,12.8667,34.7488,20.2665,32.118
 ghsarp-7-5-6,10.9981,35.8761,17.1241,42.9604,106.959,10.2826,33.542,16.01,40.1654
 ghsarp-7-5-7,24.6041,24.6386,16.2193,37.1821,102.644,23.9703,24.0039,15.8015,36.2243
 ghsarp-7-5-8,5.44838,55.0085,20.582,27.7398,108.779,5.00868,50.5692,18.921,25.5012
 ghsarp-7-5-9,15.9419,43.5638,19.166,35.3538,114.026,13.981,38.2053,16.8085,31.0051
 ghsarp-7-6-0,19.1341,19.0897,7.86751,31.7926,77.8839,24.5675,24.5105,10.1016,40.8205
 ghsarp-7-6-1,12.9414,36.9201,19.2028,42.8458,111.91,11.5641,32.9909,17.1591,38.286
 ghsarp-7-6-2,14.63,51.3639,22.9256,51.1856,140.105,10.4421,36.661,16.3631,36.5337
 ghsarp-7-6-3,41.6445,0,0,72.5838,114.228,36.4573,0,0,63.5427
 ghsarp-7-6-4,16.4033,56.6554,30.1069,31.0278,134.193,12.2237,42.2192,22.4354,23.1217
 ghsarp-7-6-5,14.9121,24.3715,10.0629,39.2649,88.6115,16.8287,27.5038,11.3562,44.3113
 ghsarp-7-6-6,0,53.1622,35.0231,15.3604,103.546,0,51.3418,33.8238,14.8344
 ghsarp-7-6-7,26.9018,22.9075,13.3849,45.9373,109.132,24.6508,20.9908,12.2649,42.0935
 ghsarp-7-6-8,16.6504,35.7109,17.4119,29.8003,99.5735,16.7217,35.8639,17.4864,29.928
 ghsarp-7-6-9,12.8763,29.6211,10.8061,45.11,98.4135,13.0838,30.0986,10.9803,45.8372
 ghsarp-7-7-0,29.3747,0,0,57.1927,86.5674,33.9328,0,0,66.0672
 ghsarp-7-7-1,19.9825,23.1658,13.3886,43.5725,100.109,19.9607,23.1405,13.374,43.5249
 ghsarp-7-7-2,17.7217,29.3816,16.6077,58.9887,122.7,14.4431,23.946,13.5353,48.0757
 ghsarp-7-7-3,18.8446,41.3743,15.6761,58.0447,133.94,14.0694,30.8903,11.7039,43.3364
 ghsarp-7-7-4,3.40127,34.8942,27.6909,48.1393,114.126,2.98028,30.5753,24.2635,42.1809
 ghsarp-7-7-5,13.4421,54.8833,26.2607,40.1921,134.778,9.9735,40.7212,19.4844,29.8209
