
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sfsarp-20-10-1.txt ,42.0378,38.5661,13.8948,33.7226,128.221,32.7853,30.0777,10.8366,26.3003
sfsarp-20-10-2.txt ,31.9178,35.3235,8.22675,50.0567,125.525,25.4275,28.1407,6.55388,39.878
sfsarp-20-10-3.txt ,49.9409,36.4175,19.353,46.0494,151.761,32.9076,23.9966,12.7523,30.3434
sfsarp-20-10-4.txt ,16.4489,50.827,39.8112,94.8464,201.933,8.14569,25.1702,19.715,46.9691
sfsarp-20-10-5.txt ,38.1259,64.4936,47.3696,64.3134,214.302,17.7907,30.0947,22.1041,30.0106

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sfsarp-20-10-1.txt ,2.99289,42.7796,52.9397,31.2056,129.918,2.30368,32.9282,40.7486,24.0195
sfsarp-20-10-2.txt ,22.2615,43.8143,17.8831,30.4133,114.372,19.4641,38.3085,15.6359,26.5915
sfsarp-20-10-3.txt ,49.2715,36.8575,20.0225,38.2914,144.443,34.1114,25.517,13.8619,26.5097
sfsarp-20-10-4.txt ,7.74075,60.9131,48.5193,84.2951,201.468,3.84217,30.2346,24.0829,41.8404
sfsarp-20-10-5.txt ,46.9838,57.894,38.5117,64.6176,208.007,22.5876,27.8327,18.5146,31.0651

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sfsarp-20-10-1.txt ,46.594,25.6757,9.33864,30.0434,111.652,41.7315,22.9962,8.36408,26.9081
sfsarp-20-10-2.txt ,36.815,30.8473,3.32959,48.2738,119.266,30.868,25.8643,2.79174,40.4759
sfsarp-20-10-3.txt ,33.2361,62.8738,36.0579,38.6698,170.838,19.4548,36.8033,21.1065,22.6354
sfsarp-20-10-4.txt ,8.11804,90.7672,48.1421,65.2419,212.269,3.82441,42.7604,22.6797,30.7354
sfsarp-20-10-5.txt ,53.1103,45.9917,32.3852,72.0316,203.519,26.096,22.5983,15.9127,35.3931

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sfsarp-20-10-1.txt ,16.8719,57.9722,39.0606,33.1449,147.05,11.4736,39.4235,26.5629,22.5399
sfsarp-20-10-2.txt ,6.05888,62.5395,34.0857,15.2736,117.958,5.13649,53.0186,28.8965,12.9484
sfsarp-20-10-3.txt ,45.4205,43.8157,23.8735,33.4051,146.515,31.0006,29.9053,16.2942,22.7998
sfsarp-20-10-4.txt ,3.14322,77.1002,53.1169,52.3231,185.683,1.69279,41.5224,28.6061,28.1787
sfsarp-20-10-5.txt ,36.2459,63.2475,49.2496,55.399,204.142,17.7552,30.9821,24.1252,27.1375
