cabid lati longi timestamp sequence
2.0 37.7847 -122.4089 885.0 12.0
2.0 37.7880 -122.4187 891.0 13.0
2.0 37.7909 -122.4176 894.0 14.0
2.0 37.7641 -122.4570 910.0 15.0
2.0 37.7638 -122.4572 911.0 16.0
2.0 37.7824 -122.4022 927.0 17.0
2.0 37.7847 -122.4090 933.0 18.0
2.0 37.7804 -122.3899 941.0 19.0
2.0 37.8008 -122.4014 957.0 20.0
2.0 37.7917 -122.4097 963.0 21.0
2.0 37.7922 -122.3947 983.0 22.0
2.0 37.7799 -122.4321 1003.0 23.0
2.0 37.7781 -122.4351 1014.0 24.0
3.0 37.6159 -122.3888 644.0 1.0
3.0 37.7898 -122.4034 665.0 2.0
3.0 37.7925 -122.3981 714.0 3.0
3.0 37.7904 -122.4274 720.0 4.0
3.0 37.7855 -122.4003 772.0 5.0
3.0 37.7850 -122.4093 777.0 6.0
3.0 37.7926 -122.4036 801.0 7.0
3.0 37.7891 -122.4081 805.0 8.0
3.0 37.7931 -122.3973 820.0 9.0
3.0 37.7883 -122.4466 833.0 10.0
3.0 37.7919 -122.4096 843.0 11.0
3.0 37.6164 -122.3884 870.0 12.0
3.0 37.7917 -122.4074 980.0 13.0
3.0 37.8077 -122.4190 989.0 14.0
3.0 37.8077 -122.4190 990.0 15.0
3.0 37.7919 -122.4125 998.0 16.0
3.0 37.7918 -122.4073 1003.0 17.0
3.0 37.7968 -122.3994 1010.0 18.0
4.0 37.8000 -122.4075 984.0 1.0
4.0 37.7996 -122.4361 993.0 2.0
4.0 37.7813 -122.4609 1003.0 3.0
4.0 37.7875 -122.4624 1009.0 4.0
1.0 37.7521 -122.4191 544.0 1.0
1.0 37.7476 -122.4202 568.0 2.0
1.0 37.7781 -122.4183 578.0 3.0
1.0 37.7397 -122.4620 607.0 4.0
2.0 37.6285 -122.4022 603.0 1.0
2.0 37.7924 -122.3991 622.0 2.0
2.0 37.7902 -122.4007 624.0 3.0
2.0 37.7719 -122.4308 639.0 4.0
2.0 37.6396 -122.4053 692.0 5.0
2.0 37.7896 -122.3947 709.0 6.0
2.0 37.7860 -122.4016 712.0 7.0
2.0 37.7785 -122.4150 723.0 8.0
2.0 37.7876 -122.4069 872.0 9.0
2.0 37.7850 -122.4271 881.0 10.0
2.0 37.7853 -122.4050 890.0 11.0
2.0 37.7866 -122.4024 893.0 12.0
2.0 37.7965 -122.4005 899.0 13.0
2.0 37.7891 -122.4072 904.0 14.0
2.0 37.7852 -122.4366 911.0 15.0
2.0 37.7875 -122.4294 918.0 16.0
2.0 37.6179 -122.3865 944.0 17.0
2.0 37.6169 -122.3878 1013.0 18.0
3.0 37.7881 -122.4167 557.0 1.0
3.0 37.7950 -122.4301 631.0 2.0
3.0 37.7621 -122.4619 645.0 3.0
3.0 37.7740 -122.4410 658.0 4.0
3.0 37.7848 -122.4381 664.0 5.0
3.0 37.7872 -122.4098 680.0 6.0
3.0 37.7804 -122.3898 689.0 7.0
3.0 37.7875 -122.4072 697.0 8.0
3.0 37.7899 -122.4052 703.0 9.0
3.0 37.7948 -122.4005 707.0 10.0
3.0 37.7952 -122.4207 716.0 11.0
3.0 37.7915 -122.4021 746.0 12.0
3.0 37.7669 -122.4028 758.0 13.0
lati longi low_tw
37.7815 -122.4199 591.0
37.7852 -122.4247 723.0
37.7383 -122.3947 771.0
37.7824 -122.4222 612.0
37.7596 -122.4257 679.0
37.7435 -122.3923 646.0
37.6907 -122.46 934.0
37.7383 -122.3956 644.0
37.7853 -122.3887 710.0
37.7373 -122.3955 934.0
37.6882 -122.4565 870.0
37.7835 -122.3944 867.0
37.7847 -122.4187 539.0
37.7455 -122.3967 514.0
37.7441 -122.3952 947.0
37.7808 -122.4248 606.0
37.7816 -122.3882 792.0
37.7816 -122.3906 495.0
37.7859 -122.4194 919.0
37.6887 -122.4596 751.0
37.7623 -122.429 680.0
37.7432 -122.3972 721.0
37.7448 -122.3913 904.0
37.6916 -122.4555 492.0
37.7876 -122.3897 898.0
37.6894 -122.4629 498.0
37.6826 -122.4561 827.0
37.6836 -122.4612 863.0
37.7435 -122.3967 523.0
37.6833 -122.4555 505.0
37.7821 -122.4252 875.0
37.7433 -122.3921 789.0
37.7781 -122.3888 618.0
37.6895 -122.4592 922.0
37.6832 -122.4613 809.0
37.7868 -122.3946 485.0
37.7428 -122.3927 576.0
37.6894 -122.4641 618.0
37.6878 -122.4625 503.0
37.7406 -122.392 756.0
37.7452 -122.3922 741.0
37.7581 -122.4295 667.0
37.7805 -122.3895 783.0
37.7818 -122.3936 804.0
37.6892 -122.4617 636.0
37.7809 -122.3913 570.0
37.6828 -122.4576 491.0
37.7377 -122.3923 668.0
37.786 -122.3967 898.0
37.7379 -122.3987 705.0
37.7412 -122.39 485.0
37.7443 -122.3947 606.0
37.7796 -122.3889 555.0
37.7622 -122.4239 498.0
37.786 -122.4238 755.0
37.6919 -122.4552 504.0
37.7417 -122.3914 566.0
37.7664 -122.4237 830.0
37.6921 -122.4628 817.0
37.7453 -122.3971 959.0
37.7939 -122.4086 591.0
37.7018 -122.4126 723.0
37.7448 -122.4485 771.0
37.7665 -122.4332 612.0
37.7621 -122.4035 679.0
37.7362 -122.4942 646.0
37.7581 -122.4179 934.0
37.7225 -122.4154 644.0
37.6686 -122.4908 710.0
37.7394 -122.4968 934.0
37.6819 -122.4649 870.0
37.7281 -122.433 867.0
37.6998 -122.4874 539.0
37.6597 -122.4946 514.0
37.671 -122.4927 947.0
37.7782 -122.4794 606.0
37.6738 -122.4337 792.0
37.6688 -122.4065 495.0
37.7463 -122.3925 919.0
37.748 -122.4838 751.0
37.7089 -122.4255 680.0
37.6696 -122.4453 721.0
37.6553 -122.4513 904.0
37.7229 -122.3989 492.0
37.7219 -122.4278 898.0
37.7705 -122.4138 498.0
37.7683 -122.4363 827.0
37.7955 -122.4412 863.0
37.7106 -122.4691 523.0
37.6755 -122.4549 505.0
37.6552 -122.4899 875.0
37.7789 -122.4045 789.0
37.6795 -122.4182 618.0
37.6728 -122.4525 922.0
37.7517 -122.4048 809.0
37.77 -122.4741 485.0
37.7447 -122.4442 576.0
37.6565 -122.4989 618.0
37.6791 -122.3916 503.0
37.7385 -122.4202 756.0
37.7003 -122.4526 741.0
37.7228 -122.4638 667.0
37.7201 -122.4371 783.0
37.6726 -122.4392 804.0
37.6739 -122.3902 636.0
37.6785 -122.3936 570.0
37.7343 -122.4148 491.0
37.7189 -122.4012 668.0
37.6712 -122.4615 898.0
37.7872 -122.4322 705.0
