
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sarp-15-15-A-1.txt ,21.8852,227.907,23.7848,172.577,446.154,4.9053,51.0827,5.33108,38.681

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sarp-15-15-A-1.txt ,12.2898,141.977,29.3486,133.447,317.063,3.87615,44.7789,9.25641,42.0885
sarp-15-15-A-2.txt ,14.6431,153.169,30.4337,141.593,339.838,4.30886,45.0711,8.95536,41.6647
sarp-15-15-A-3.txt ,19.3946,227.587,26.2755,208.628,481.884,4.02473,47.2285,5.45265,43.2941
sarp-15-15-A-4.txt ,13.2325,134.617,28.3258,158.004,334.179,3.9597,40.2828,8.47624,47.2813
sarp-15-15-B-2.txt ,30.5066,245.518,48.9127,180.3,505.237,6.03808,48.5946,9.68113,35.6862
sarp-15-15-B-3.txt ,7.98857,323.741,72.0541,99.3171,503.101,1.58787,64.3492,14.322,19.741
sarp-15-15-C-1.txt ,34.3982,186.901,156.019,99.7875,477.105,7.20977,39.1739,32.7011,20.9152
sarp-15-15-C-2.txt ,42.6127,264.378,170.582,126.105,603.678,7.05885,43.7945,28.2572,20.8895
sarp-15-15-C-4.txt ,45.4806,201.338,214.221,140.323,601.363,7.56293,33.4803,35.6227,23.3341

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sarp-15-15-A-1.txt ,13.2818,147.098,28.3566,102.808,291.544,4.55567,50.4547,9.72636,35.2632
sarp-15-15-A-2.txt ,23.4175,122.402,21.6594,104.942,272.421,8.59607,44.9313,7.95071,38.5219
sarp-15-15-A-3.txt ,0,294.578,45.67,107.102,447.35,0,65.8495,10.209,23.9415
sarp-15-15-A-4.txt ,16.8138,139.858,24.7445,98.9435,280.36,5.99723,49.8853,8.82597,35.2915
sarp-15-15-B-2.txt ,41.2715,78.3866,18.1545,160.489,298.301,13.8355,26.2777,6.08597,53.8009
sarp-15-15-B-3.txt ,17.4834,127.56,45.3747,128.624,319.043,5.47995,39.9822,14.2221,40.3157
sarp-15-15-B-4.txt ,31.4406,87.1978,33.3978,86.5141,238.55,13.1799,36.5532,14.0003,36.2666
sarp-15-15-C-1.txt ,45.2256,167.823,145.192,101.79,460.03,9.831,36.481,31.5613,22.1267
sarp-15-15-C-2.txt ,30.0065,330.303,183.189,123.975,667.473,4.49553,49.4856,27.4451,18.5737
sarp-15-15-C-4.txt ,13.8508,227.76,245.851,143.505,630.967,2.19517,36.0969,38.9642,22.7437
