10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-10-0.tsp ,9,1,1,48.008,4.59367,23.184,2,0.12,29.4177,Optimal
grubhub-10-1.tsp ,9,1,1,45.8268,5.58967,20.8687,2,0.08,30.5478,Optimal
grubhub-10-2.tsp ,9,1,1,44.6108,6.7074,18.4675,2,0.07,32.8507,Optimal
grubhub-10-3.tsp ,9,1,1,42.479,4.92013,21.1661,2,0.13,26.233,Optimal
grubhub-10-4.tsp ,9,1,1,50.2272,5.35727,18.6484,2,0.01,36.9361,Optimal
grubhub-10-5.tsp ,9,1,1,47.419,6.90107,22.5461,2,0.1,31.7739,Optimal
grubhub-10-6.tsp ,9,1,1,44.8692,6.27027,16.4373,2,0.11,34.7021,Optimal
grubhub-10-7.tsp ,9,1,0,41.7912,0,18.7281,2,0.07,23.0631,Optimal
grubhub-10-8.tsp ,9,1,1,49.1176,4.02927,21.7856,2,0.11,31.3613,Optimal
grubhub-10-9.tsp ,9,1,1,42.4486,4.90353,20.8012,2,0.31,26.5509,Optimal
grubhub-11-0.tsp ,10,1,1,60.1932,3.902,23.4845,2,0.1,40.6107,Optimal
grubhub-11-1.tsp ,10,1,1,51.8978,5.58413,22.7945,2,0.13,34.6874,Optimal
grubhub-11-2.tsp ,10,1,1,54.6984,6.87893,23.3619,2,0.02,38.2155,Optimal
grubhub-11-3.tsp ,10,1,1,53.7674,6.01573,23.2515,2,0.21,36.5317,Optimal
grubhub-11-4.tsp ,10,1,1,51.571,6.475,19.6604,2,0.1,38.3856,Optimal
grubhub-11-5.tsp ,10,1,1,56.9176,5.3628,25.2448,2,0.35,37.0356,Optimal
grubhub-11-6.tsp ,10,1,1,51.1302,4.73753,26.6095,2,0.74,29.2583,Optimal
grubhub-11-7.tsp ,10,1,1,48.1054,5.645,20.3688,2,0.19,33.3816,Optimal
grubhub-11-8.tsp ,10,1,0,51.1568,0,14.9991,2,0.14,36.1577,Optimal
grubhub-11-9.tsp ,10,1,0,53.034,0,14.4716,2,0.1,38.5624,Optimal
grubhub-12-0.tsp ,11,1,1,57.243,4.05693,23.9813,2,0.27,37.3186,Optimal
grubhub-12-1.tsp ,11,1,1,55.6508,5.83313,29.0413,2,0.34,32.4426,Optimal
grubhub-12-2.tsp ,11,1,1,53.4164,5.33513,20.7889,2,0.11,37.9626,Optimal
grubhub-12-3.tsp ,11,1,1,54.184,3.8688,28.3023,2,0.51,29.7505,Optimal
grubhub-12-4.tsp ,11,1,1,53.8648,4.31147,32.8195,2,0.46,25.3568,Optimal
grubhub-12-5.tsp ,11,1,0,58.402,0,19.0379,2,0.02,39.3641,Optimal
grubhub-12-6.tsp ,11,1,1,59.0784,3.71387,28.8604,2,0.16,33.9319,Optimal
grubhub-12-7.tsp ,11,1,1,62.0956,4.47747,23.828,2,0.25,42.7451,Optimal
grubhub-12-8.tsp ,11,1,1,56.6046,5.78887,25.9747,2,0.48,36.4188,Optimal
grubhub-12-9.tsp ,11,1,1,59.8992,5.46793,25.7907,2,0.45,39.5765,Optimal
grubhub-13-0.tsp ,12,1,1,57.918,4.68773,26.1096,2,0.28,36.4961,Optimal
grubhub-13-1.tsp ,12,1,1,62.9226,6.309,32.2337,2,0.27,36.9979,Optimal
grubhub-13-2.tsp ,12,1,1,61.9384,6.18173,28.3329,2,0.77,39.7872,Optimal
grubhub-13-3.tsp ,12,1,1,61.68,4.317,29.0812,2,0.29,36.9158,Optimal
grubhub-13-4.tsp ,12,1,1,61.4368,5.2798,25.7385,2,0.25,40.9781,Optimal
grubhub-13-5.tsp ,12,1,1,62.668,7.48207,37.9776,2,1.05,32.1725,Optimal
grubhub-13-6.tsp ,12,1,1,61.4862,6.8402,35.1501,2,0.35,33.1763,Optimal
grubhub-13-7.tsp ,12,1,1,63.8118,4.46087,20.5068,2,0.2,47.7659,Optimal
grubhub-13-8.tsp ,12,1,1,62.5464,4.44427,33.5463,2,0.93,33.4444,Optimal
grubhub-13-9.tsp ,12,1,1,60.1828,3.02773,22.3192,2,0.4,40.8913,Optimal
grubhub-14-0.tsp ,13,1,1,66.3032,5.26873,26.1617,3,1.5,45.4102,Optimal
grubhub-14-1.tsp ,13,1,1,67.8346,4.50513,25.5729,2,0.73,46.7668,Optimal
grubhub-14-2.tsp ,13,1,1,69.385,4.98653,37.0637,2,0.66,37.3078,Optimal
grubhub-14-3.tsp ,13,1,1,70.012,5.42367,27.5847,3,0.85,47.851,Optimal
grubhub-14-4.tsp ,13,1,0,70.525,0,21.3501,2,0.25,49.1749,Optimal
grubhub-14-5.tsp ,13,1,1,69.0582,3.31547,30.0257,2,1.45,42.3479,Optimal
grubhub-14-6.tsp ,13,1,1,72.0146,5.2798,27.4436,3,0.82,49.8508,Optimal
grubhub-14-7.tsp ,13,1,1,61.9104,6.1098,27.83,2,0.85,40.1902,Optimal
grubhub-14-8.tsp ,13,1,1,69.6586,4.3336,33.0893,2,0.22,40.9029,Optimal
grubhub-14-9.tsp ,13,1,1,69.3432,4.73753,27.922,2,0.43,46.1587,Optimal
grubhub-15-0.tsp ,14,1,1,74.734,8.1018,30.1361,3,2.51,52.6997,Optimal
grubhub-15-1.tsp ,14,1,1,71.2494,6.2426,28.3789,2,0.82,49.1131,Optimal
grubhub-15-2.tsp ,14,1,1,72.6706,7.305,34.4172,2,1.12,45.5584,Optimal
grubhub-15-3.tsp ,14,1,1,73.8106,7.4876,39.1031,2,1.36,42.1951,Optimal
grubhub-15-4.tsp ,14,1,1,70.117,4.80947,32.3748,2,1.2,42.5517,Optimal
grubhub-15-5.tsp ,14,1,1,76.2502,6.4252,40.9124,2,1.85,41.763,Optimal
