10
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-10-0.tsp ,30.7,4.32,2.36667,46.08,83.4667,36.7812,5.17572,2.83546,55.2077
grubhub-10-1.tsp ,25.0933,15.12,4.14667,30.2467,74.6067,33.6342,20.2663,5.55804,40.5415
grubhub-10-2.tsp ,21.6467,7.78667,5.46,32.36,67.2533,32.1868,11.5781,8.11856,48.1166
grubhub-10-3.tsp ,21.7267,5.62,1.64,40.3933,69.38,31.3155,8.10032,2.36379,58.2204
grubhub-10-4.tsp ,33.3933,3.72667,3.56667,36.8133,77.5,43.0882,4.8086,4.60215,47.5011
grubhub-10-5.tsp ,28.44,6.66667,3.59333,42.3467,81.0467,35.0909,8.22571,4.43366,52.2497
grubhub-10-6.tsp ,25.7733,7.64667,1.78667,28.0867,63.2933,40.7205,12.0813,2.82284,44.3754
grubhub-10-7.tsp ,22.16,0,0,40.7133,62.8733,35.2455,0,0,64.7545
grubhub-10-8.tsp ,29.6733,11.3867,5.34,35.9733,82.3733,36.023,13.8232,6.48268,43.6711
grubhub-10-9.tsp ,19.0133,6.75333,4.3,38.4667,68.5333,27.7432,9.85409,6.27432,56.1284
grubhub-11-0.tsp ,44.26,7.56667,4.5,43.4867,99.8133,44.3428,7.58082,4.50842,43.568
grubhub-11-1.tsp ,28.6867,6.16,5.52,43.3933,83.76,34.2486,7.35435,6.59026,51.8067
grubhub-11-2.tsp ,36.3067,7.39333,2.81333,43.3933,89.9067,40.3826,8.22334,3.12917,48.2649
grubhub-11-3.tsp ,36.1133,3.94,1.37333,46.6067,88.0333,41.0223,4.47558,1.56002,52.9421
grubhub-11-4.tsp ,28.1333,6.75333,5.5,35.9867,76.3733,36.8366,8.84253,7.20147,47.1194
grubhub-11-5.tsp ,38.3933,8.04667,4.62,46.8333,97.8933,39.2196,8.21983,4.71942,47.8412
grubhub-11-6.tsp ,28.52,6.9,4.34,50.9467,90.7067,31.442,7.60694,4.78465,56.1664
grubhub-11-7.tsp ,25.8733,6.28667,1.68,37.9933,71.8333,36.0186,8.75174,2.33875,52.891
grubhub-11-8.tsp ,32.9067,0,0,32.6067,65.5133,50.229,0,0,49.771
grubhub-11-9.tsp ,36.2,0,0,31.46,67.66,53.5028,0,0,46.4972
grubhub-12-0.tsp ,34.26,3.57333,3.64,48.56,90.0333,38.0526,3.9689,4.04295,53.9356
grubhub-12-1.tsp ,32.9667,9.95333,2.14,53.18,98.24,33.5573,10.1317,2.17834,54.1327
grubhub-12-2.tsp ,28.92,6.64,2.26667,38.5533,76.38,37.8633,8.69338,2.96762,50.4757
grubhub-12-3.tsp ,27.8467,4.56667,4.68667,56.96,94.06,29.6052,4.85506,4.98264,60.5571
grubhub-12-4.tsp ,27.36,10.56,4.61333,60.7867,103.32,26.4808,10.2207,4.46509,58.8334
grubhub-12-5.tsp ,39.9333,0,0,41.3867,81.32,49.1064,0,0,50.8936
grubhub-12-6.tsp ,38.0133,7.72,3.10667,55.02,103.86,36.6006,7.43308,2.99121,52.9752
grubhub-12-7.tsp ,36.56,9.01333,9.85333,42.7867,98.2133,37.2251,9.1773,10.0326,43.565
grubhub-12-8.tsp ,33.8733,4.36,2.90667,52.1067,93.2467,36.3266,4.67577,3.11718,55.8805
grubhub-12-9.tsp ,40.3,8.56,2.26,47.5067,98.6267,40.8612,8.67919,2.29147,48.1682
grubhub-13-0.tsp ,30.8933,2.24667,2.50667,54.5133,90.16,34.265,2.49187,2.78024,60.4629
grubhub-13-1.tsp ,39.7733,10.8133,2.40667,59.26,112.253,35.4318,9.63297,2.14396,52.7913
grubhub-13-2.tsp ,36.3867,4.91333,4.06667,56.68,102.047,35.6569,4.81479,3.9851,55.5432
grubhub-13-3.tsp ,37.22,2.54,2.78,60.68,103.22,36.0589,2.46076,2.69328,58.7871
grubhub-13-4.tsp ,35.3067,6.96,4.26667,48.9933,95.5267,36.96,7.28592,4.46647,51.2876
grubhub-13-5.tsp ,40.6867,8.07333,1.04667,74.4867,124.293,32.7344,6.49539,0.842094,59.9281
grubhub-13-6.tsp ,38.2333,13.68,1.42667,62.7333,116.073,32.9389,11.7857,1.22911,54.0463
grubhub-13-7.tsp ,39.8467,6.64,3.89333,37.94,88.32,45.1162,7.51812,4.40821,42.9574
grubhub-13-8.tsp ,39.6067,4.78,1.91333,68.1467,114.447,34.6071,4.17662,1.67181,59.5445
grubhub-13-9.tsp ,34.74,4.45333,2.63333,44.0667,85.8933,40.4455,5.18473,3.06582,51.3039
grubhub-14-0.tsp ,41.1533,2.92667,1.27333,53.9467,99.3,41.4434,2.9473,1.28231,54.327
grubhub-14-1.tsp ,41.0333,7.60667,4.08,47.9867,100.707,40.7454,7.55329,4.05137,47.6499
grubhub-14-2.tsp ,43.08,8.32,4.75333,72.2533,128.407,33.5497,6.47941,3.70178,56.2691
grubhub-14-3.tsp ,44.8067,2.59333,4.12667,57.3733,108.9,41.1448,2.38139,3.78941,52.6844
grubhub-14-4.tsp ,49.8333,0,0,46.4133,96.2467,51.7767,0,0,48.2233
grubhub-14-5.tsp ,42.2667,4.82,4.99333,60.4533,112.533,37.5592,4.28318,4.4372,53.7204
grubhub-14-6.tsp ,51.18,9.72,1.26667,49.94,112.107,45.6529,8.67031,1.12988,44.5469
grubhub-14-7.tsp ,33,7.09333,1.72,53.4067,95.22,34.6566,7.44942,1.80634,56.0877
grubhub-14-8.tsp ,44.0933,11.2467,4.22,60.6867,120.247,36.6691,9.353,3.50945,50.4685
grubhub-14-9.tsp ,44.0867,4.41333,3.67333,56.2867,108.46,40.6479,4.06909,3.38681,51.8962
grubhub-15-0.tsp ,47.8533,5.20667,3.68,60.3067,117.047,40.884,4.44837,3.14405,51.5236
grubhub-15-1.tsp ,41.8533,10.3733,3.56667,51.32,107.113,39.0739,9.68445,3.32981,47.9119
grubhub-15-2.tsp ,41.36,10.94,6.55333,63.88,122.733,33.6991,8.91363,5.33949,52.0478
grubhub-15-3.tsp ,47.1933,14.4133,2.72,70.5933,134.92,34.9788,10.6829,2.01601,52.3224
grubhub-15-4.tsp ,36.6867,5.48,6.74667,64.9,113.813,32.2341,4.8149,5.92784,57.0232
grubhub-15-5.tsp ,52.5067,5.52,1.68667,83.42,143.133,36.6837,3.85654,1.17839,58.2813
grubhub-15-6.tsp ,45.0667,3.40667,2.10667,72.3,122.88,36.6753,2.77235,1.71441,58.8379
grubhub-15-7.tsp ,40.9,4.53333,5.62667,55.8133,106.873,38.2696,4.24178,5.2648,52.2238
grubhub-15-8.tsp ,48.8533,5.92,4.1,68.9867,127.86,38.2085,4.63006,3.20663,53.9548
grubhub-15-9.tsp ,49.7067,15.94,1.00667,74.9067,141.56,35.1135,11.2602,0.711124,52.9151
20
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-10-0.tsp ,28.8733,4.32,2.36667,37.18,72.74,39.6939,5.93896,3.2536,51.1136
grubhub-10-1.tsp ,18.3533,21.56,7.34,29.94,77.1933,23.7758,27.9299,9.50859,38.7857
grubhub-10-2.tsp ,17.5133,11.06,7.34,31.34,67.2533,26.0408,16.4453,10.914,46.5999
grubhub-10-3.tsp ,16.94,12.0667,4.78667,37.0533,70.8467,23.9108,17.0321,6.75638,52.3007
grubhub-10-4.tsp ,27.5933,9.45333,6.17333,37.66,80.88,34.1164,11.6881,7.63271,46.5628
grubhub-10-5.tsp ,19.9733,12.68,8.46667,37.46,78.58,25.4178,16.1364,10.7746,47.6712
grubhub-10-6.tsp ,17.9267,13.9533,7.84667,24.0133,63.74,28.1247,21.891,12.3104,37.6739
grubhub-10-7.tsp ,16.1,6.14667,2.39333,35.14,59.78,26.9321,10.2821,4.00357,58.7822
grubhub-10-8.tsp ,21.8267,16.8,10.2133,29.4067,78.2467,27.8947,21.4706,13.0527,37.582
grubhub-10-9.tsp ,15.3733,11.4267,6.68667,35.0933,68.58,22.4166,16.6618,9.75017,51.1714
grubhub-11-0.tsp ,33.7267,11.14,9.25333,38.0267,92.1467,36.6011,12.0894,10.042,41.2675
grubhub-11-1.tsp ,25.9533,9.48667,6.44667,39.2867,81.1733,31.9727,11.6869,7.94185,48.3985
grubhub-11-2.tsp ,29.5067,12.38,4.6,49.1933,95.68,30.8389,12.939,4.80769,51.4144
grubhub-11-3.tsp ,26.6667,9.87333,6.58,40.8667,83.9867,31.7511,11.7558,7.83458,48.6585
grubhub-11-4.tsp ,24.68,12.9667,6.70667,33.16,77.5133,31.8397,16.7283,8.65227,42.7797
grubhub-11-5.tsp ,29.1733,13.4267,8.88667,44.6867,96.1733,30.3341,13.9609,9.24026,46.4647
grubhub-11-6.tsp ,22.4467,19.9867,7.9,39.3,89.6333,25.0428,22.2983,8.81369,43.8453
grubhub-11-7.tsp ,21.5733,7.32,4.39333,36.5533,69.84,30.8897,10.4811,6.29057,52.3387
grubhub-11-8.tsp ,28.04,4.14667,3.51333,29.72,65.42,42.8615,6.33853,5.37043,45.4295
grubhub-11-9.tsp ,27.1533,4.1,5.17333,27.4533,63.88,42.5068,6.41828,8.09852,42.9764
grubhub-12-0.tsp ,29.2533,13.1533,6.68667,39.9333,89.0267,32.8591,14.7746,7.51086,44.8555
grubhub-12-1.tsp ,25.4533,15.76,5.21333,47.3267,93.7533,27.1493,16.8101,5.56069,50.48
grubhub-12-2.tsp ,21.8067,14.4133,6.88667,30.4733,73.58,29.6367,19.5887,9.35943,41.4152
grubhub-12-3.tsp ,24.1133,15.16,3.91333,44.32,87.5067,27.556,17.3244,4.47204,50.6476
grubhub-12-4.tsp ,19.36,18.9,9.30667,55.5533,103.12,18.7742,18.3282,9.02508,53.8725
grubhub-12-5.tsp ,36.9133,2.69333,1.5,40.16,81.2667,45.4225,3.31419,1.84578,49.4176
grubhub-12-6.tsp ,28.22,12.5467,8.12667,49.4333,98.3267,28.7003,12.7602,8.26497,50.2746
grubhub-12-7.tsp ,32.2533,20.0667,4.30667,34.4333,91.06,35.4199,22.0368,4.72948,37.8139
