
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-5.tsp ,141.78,2.08,0,149.68,293.54,48.3001,0.708592,0,50.9913
grubhub-14-6.tsp ,146.96,15.42,10.38,192.44,365.2,40.241,4.22234,2.84228,52.6944
grubhub-14-7.tsp ,88.32,19.12,15.84,162.86,286.14,30.866,6.68204,5.53575,56.9162
grubhub-14-8.tsp ,144.94,5.76,0,201.84,352.54,41.1131,1.63386,0,57.2531
grubhub-14-9.tsp ,143.28,7.22,0,187,337.5,42.4533,2.13926,0,55.4074

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-5.tsp ,101.4,42.1,10.16,121.48,275.14,36.854,15.3013,3.69267,44.1521
grubhub-14-6.tsp ,82.24,73.34,50.82,154.98,361.38,22.7572,20.2944,14.0628,42.8856
grubhub-14-7.tsp ,79.58,27.98,10.08,137.82,255.46,31.1516,10.9528,3.94582,53.9497
grubhub-14-8.tsp ,109.18,36.64,14.9,177.4,338.12,32.2903,10.8364,4.40672,52.4666
grubhub-14-9.tsp ,89.04,89.56,28.34,109.44,316.38,28.1434,28.3077,8.95758,34.5913

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-5.tsp ,74.6,65.14,22.3,106.62,268.66,27.7674,24.2463,8.30045,39.6858
grubhub-14-6.tsp ,83.3,79.02,37.04,145.6,344.96,24.1477,22.907,10.7375,42.2078
grubhub-14-7.tsp ,71.9,35.54,15.84,131.78,255.06,28.1894,13.934,6.2103,51.6663
grubhub-14-8.tsp ,64.9,68.22,45.26,123.88,302.26,21.4716,22.57,14.9739,40.9846
grubhub-14-9.tsp ,83.76,103.04,28.34,83.9,299.04,28.0096,34.4569,9.47699,28.0564

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-5.tsp ,57.72,83.44,18.54,94.46,254.16,22.7101,32.8297,7.29462,37.1656
grubhub-14-6.tsp ,37.04,115.02,62,99.42,313.48,11.8157,36.6913,19.778,31.7149
grubhub-14-7.tsp ,53.5,60.5,15.26,103.58,232.84,22.9772,25.9835,6.55386,44.4855
grubhub-14-8.tsp ,54.7,90.78,45.26,82.08,272.82,20.0498,33.2747,16.5897,30.0858
grubhub-14-9.tsp ,59.46,96.38,27.54,71.1,254.48,23.3653,37.8733,10.8221,27.9393
