
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-0.tsp ,113.7,4.76,0,181.9,300.36,37.8546,1.58476,0,60.5607
grubhub-12-3.tsp ,97.6,4.08,0,175.42,277.1,35.2219,1.47239,0,63.3057
grubhub-12-5.tsp ,119.8,0,0,134.84,254.64,47.0468,0,0,52.9532
grubhub-12-6.tsp ,123.36,3.52,0,148.56,275.44,44.7865,1.27796,0,53.9355
grubhub-12-7.tsp ,139.24,6.28,0,119.62,265.14,52.5157,2.36856,0,45.1158
grubhub-12-8.tsp ,78.4,30.46,31.94,103.04,243.84,32.1522,12.4918,13.0988,42.2572
grubhub-12-9.tsp ,127.68,9.86,0,184.56,322.1,39.6399,3.06116,0,57.299

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-0.tsp ,96.4,19.2,11.42,163.52,290.54,33.1796,6.60838,3.93061,56.2814
grubhub-12-3.tsp ,58.88,30.62,25.2,135.12,249.82,23.569,12.2568,10.0873,54.0869
grubhub-12-5.tsp ,115.24,4.56,0,150.94,270.74,42.5648,1.68427,0,55.7509
grubhub-12-6.tsp ,98.16,13.66,10.88,128.9,251.6,39.0143,5.42925,4.32432,51.2321
grubhub-12-7.tsp ,96.62,26.88,13.06,95.08,231.64,41.7113,11.6042,5.63806,41.0465
grubhub-12-8.tsp ,85.46,38,8.72,111.66,243.84,35.0476,15.584,3.57612,45.7923
grubhub-12-9.tsp ,112.8,24.96,0,150.52,288.28,39.1286,8.65825,0,52.2131

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-0.tsp ,80.54,35.06,11.42,148,275.02,29.2851,12.7482,4.15243,53.8143
grubhub-12-1.tsp ,76.36,49.96,6.42,128.7,261.44,29.2075,19.1095,2.45563,49.2274
grubhub-12-3.tsp ,26.68,77.94,45.7,92.02,242.34,11.0093,32.1614,18.8578,37.9714
grubhub-12-5.tsp ,79.24,24.46,19.34,137.98,261.02,30.3578,9.37093,7.40939,52.8618
grubhub-12-6.tsp ,91.32,20.5,10.88,128.9,251.6,36.2957,8.14785,4.32432,51.2321
grubhub-12-7.tsp ,77.52,42.72,23.72,81.98,225.94,34.31,18.9077,10.4984,36.284
grubhub-12-8.tsp ,59.62,51.62,18.84,107.18,237.26,25.1286,21.7567,7.94066,45.1741
grubhub-12-9.tsp ,91,45.14,6.76,134.68,277.58,32.7833,16.262,2.43533,48.5193

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-0.tsp ,56.46,47.72,17.56,106.86,228.6,24.6982,20.8749,7.68154,46.7454
grubhub-12-1.tsp ,66.86,59.46,6.42,124.8,257.54,25.961,23.0877,2.49282,48.4585
grubhub-12-3.tsp ,38.44,45.98,25.2,114.42,224.04,17.1577,20.5231,11.248,51.0712
grubhub-12-5.tsp ,58.52,55.3,18.6,101.7,234.12,24.9957,23.6204,7.94464,43.4393
grubhub-12-6.tsp ,59.36,38.66,20.86,110.2,229.08,25.9123,16.8762,9.10599,48.1055
grubhub-12-7.tsp ,57,71.02,30.16,55.84,214.02,26.633,33.1838,14.0921,26.091
grubhub-12-8.tsp ,46.6,78.24,10.12,89.5,224.46,20.7609,34.857,4.5086,39.8735
grubhub-12-9.tsp ,69.12,57.24,11.82,124.6,262.78,26.3034,21.7825,4.49806,47.4161
