0	1	1	650	690	650	690	1	1	1	2	1	0	-1	-1
1	1	1	611	651	620	660	14	3	40	1	1	1	-1	-1
2	1	1	797	837	830	870	5	32	50	2	0	1	-1	-1
3	2	1	770	810	0	1440	1	1	1	2	1	0	-1	-1
4	2	1	620	660	0	1440	32	3	22	1	1	1	90	93
5	2	1	930	970	0	1440	32	5	50	2	0	1	-1	-1
6	1	1	369	409	400	440	19	14	86	2	0	0	-1	-1
7	1	1	384	424	400	440	13	14	87	2	0	0	-1	-1
8	2	1	735	775	0	1440	14	13	87	2	0	0	-1	-1
9	2	1	735	775	0	1440	14	19	86	2	0	0	-1	-1
10	2	2	1120	1160	0	1440	14	1	93	2	0	0	-1	-1
11	1	1	755	795	765	805	1	14	95	2	0	0	-1	-1
12	2	1	1085	1125	0	1440	14	1	95	2	0	0	-1	-1
13	2	1	1050	1090	0	1440	14	2	96	2	1	0	-1	-1
14	1	2	390	430	400	440	1	14	97	2	0	0	-1	-1
15	1	1	390	430	400	440	22	14	98	2	0	0	-1	-1
16	2	2	735	775	0	1440	14	1	97	2	0	0	-1	-1
17	2	1	735	775	0	1440	14	22	98	2	0	0	-1	-1
18	1	1	425	465	425	465	14	14	102	2	0	0	-1	-1
19	1	2	392	432	410	450	10	14	103	2	0	0	-1	-1
20	1	1	756	796	770	810	16	14	110	2	0	0	-1	-1
21	2	1	930	970	0	1440	34	31	109	2	0	1	-1	-1
22	1	2	371	411	380	420	3	14	111	2	0	0	-1	-1
23	2	2	750	790	0	1440	14	3	111	2	0	0	-1	-1
24	2	1	730	770	0	1440	14	6	114	2	0	0	-1	-1
25	1	1	760	800	770	810	1	14	115	2	1	0	-1	-1
26	1	1	745	785	770	810	38	14	116	2	1	0	-1	-1
27	1	1	742	782	770	810	6	14	117	2	1	0	-1	-1
28	1	1	742	782	770	810	6	14	118	2	1	0	-1	-1
29	1	1	742	782	770	810	6	14	119	2	1	0	-1	-1
30	2	1	1130	1170	0	1440	14	6	117	2	1	0	-1	-1
31	2	1	1130	1170	0	1440	14	6	118	2	1	0	-1	-1
32	2	1	1130	1170	0	1440	14	6	119	2	1	0	-1	-1
33	1	1	687	727	705	745	0	14	122	2	0	0	-1	-1
34	2	1	800	840	0	1440	32	1	126	1	0	1	-1	-1
