 1A
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-10-1,14.1137,26.4516,1.27729,9.22777,51.0704,27.6358,51.7944,2.50105,18.0687
 sfsarp-10-10-2,13.4715,31.2502,0.54864,35.4793,80.7497,16.6831,38.7001,0.679433,43.9374
 sfsarp-10-10-3,2.99572,39.9829,15.368,16.2477,74.5943,4.01601,53.6005,20.6021,21.7814
 sfsarp-10-10-4,6.64388,33.1288,3.9112,14.3016,57.9854,11.4578,57.133,6.74513,24.6641
 sfsarp-10-10-5,43.3286,34.4313,0.49517,53.5329,131.788,32.8775,26.1263,0.375732,40.6205
 sfsarp-10-15-1,6.62677,53.4531,10.2887,14.7088,85.0774,7.7891,62.8288,12.0934,17.2888
 sfsarp-10-15-2,26.0672,33.2398,6.23453,7.00428,72.5459,35.9321,45.819,8.59392,9.65496
 sfsarp-10-15-3,11.4787,22.8934,4.19531,8.62649,47.1938,24.3224,48.5092,8.88953,18.2788
 sfsarp-10-15-4,40.4293,50.7995,0.184507,24.9978,116.411,34.7297,43.638,0.158496,21.4738
 sfsarp-10-15-5,10.112,16.183,0.258389,10.9929,37.5462,26.932,43.1015,0.688189,29.2783
 sfsarp-10-20-1,27.5368,44.1936,4.91948,21.2419,97.8918,28.1299,45.1453,5.02542,21.6994
 sfsarp-10-20-2,31.1061,65.3821,0.842052,9.98506,107.315,28.9857,60.9253,0.784652,9.30441
 sfsarp-10-20-3,31.355,36.0783,20.1803,27.2101,114.824,27.3071,31.4206,17.575,23.6973
 sfsarp-10-20-4,42.7117,28.1077,0.985381,16.0087,87.8135,48.6392,32.0084,1.12213,18.2303
 sfsarp-10-20-5,64.1205,25.7955,12.1351,30.6687,132.72,48.3127,19.436,9.14341,23.1079
 sfsarp-30-15-1,27.3048,64.4722,18.629,40.1503,150.556,18.1359,42.8226,12.3735,26.668
 sfsarp-30-15-2,79.5357,46.425,12.0663,61.7041,199.731,39.8214,23.2437,6.04129,30.8936
 sfsarp-30-15-3,72.7229,38.7606,10.6758,44.3232,166.482,43.682,23.2821,6.41254,26.6233
 sfsarp-30-15-4,47.0519,78.3114,79.5585,50.8605,255.782,18.3953,30.6164,31.104,19.8843
 sfsarp-30-15-5,52.7434,88.2664,19.5831,31.7979,192.391,27.4147,45.8787,10.1788,16.5277
 sfsarp-30-20-1,36.7659,61.4482,26.8961,35.6451,160.755,22.8707,38.2247,16.7311,22.1735
 sfsarp-30-20-2,62.9856,42.4212,20.8158,42.2924,168.515,37.3768,25.1736,12.3525,25.0971
 sfsarp-30-20-3,72.159,36.2262,17.255,46.1097,171.75,42.014,21.0924,10.0466,26.847
 sfsarp-30-20-4,123.606,53.2079,6.51195,57.7197,241.045,51.279,22.0738,2.70155,23.9456
 sfsarp-30-20-5,38.4416,77.884,35.8746,17.845,170.045,22.6067,45.8019,21.0971,10.4943
 sfsarp-30-30-1,55.426,63.171,9.05644,36.8503,164.504,33.6928,38.401,5.50531,22.4009
 sfsarp-30-30-2,18.2049,51.1968,32.6335,39.8804,141.915,12.828,36.0755,22.995,28.1015
 sfsarp-30-30-3,97.6013,90.1301,28.414,42.9491,259.095,37.6702,34.7866,10.9667,16.5766
 sfsarp-30-30-4,69.7689,46.3899,22.9465,38.1718,177.277,39.3559,26.168,12.9438,21.5323
 sfsarp-30-30-5,56.6493,37.0838,8.96895,18.6053,121.307,46.699,30.5701,7.39357,15.3373
 sfsarp-5-15-1,20.6673,24.7272,0.97737,1.02923,47.4011,43.6009,52.1659,2.06192,2.17132
 sfsarp-5-15-2,2.73424,14.0369,0,3.04272,19.8139,13.7996,70.8439,0,15.3565
 sfsarp-5-15-3,21.2569,36.9016,0.200577,3.27961,61.6387,34.4863,59.8676,0.325407,5.3207
 sfsarp-5-15-4,10.9889,25.6066,1.73889,9.49116,47.8255,22.9771,53.5416,3.6359,19.8454
 sfsarp-5-15-5,23.8004,37.1251,0,0.74768,61.6732,38.5911,60.1966,0,1.21233
 sfsarp-5-20-1,21.7504,18.4091,2.94575,3.75815,46.8634,46.4122,39.2826,6.28583,8.01936
 sfsarp-5-20-2,21.8396,23.415,0,19.2786,64.5332,33.8424,36.2837,0,29.8739
 sfsarp-5-20-3,21.455,14.0967,0.0333972,9.57024,45.1553,47.5138,31.2182,0.0739607,21.1941
 sfsarp-5-20-4,18.665,38.1684,0.898974,2.07258,59.805,31.2098,63.8214,1.50317,3.46557
 sfsarp-5-20-5,21.3874,27.1306,0.662634,2.18339,51.3641,41.6389,52.8202,1.29007,4.2508
 sfsarp-5-30-1,4.38406,10.3312,0,6.49982,21.2151,20.6648,48.6975,0,30.6377
 sfsarp-5-30-2,22.4906,4.4644,0,5.84496,32.8,68.569,13.611,0,17.82
 sfsarp-5-30-3,26.6073,45.3418,0.467299,4.44227,76.8587,34.6185,58.9938,0.607997,5.77979
 sfsarp-5-30-4,22.6027,34.7664,0,22.0356,79.4048,28.4651,43.7838,0,27.751
 sfsarp-5-30-5,3.02533,10.1989,0,2.36535,15.5896,19.4062,65.4212,0,15.1727
