 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sarp-30-20-A-1,3.14589,1.40408,0.687666,6.38027,11.6179,27.078,12.0854,5.91902,54.9176
 sarp-30-20-A-2,2.4759,2.91339,1.10892,6.07428,12.5725,19.693,23.1727,8.8202,48.3141
 sarp-30-20-B-1,3.50353,1.73597,0.95585,6.11097,12.3063,28.4694,14.1063,7.76715,49.6571
 sarp-30-20-C-2,6.29475,6.12936,6.75033,4.89957,24.074,26.1475,25.4605,28.0399,20.3521
 sarp-5-15-A-1,0.617006,0,0,1.30766,1.92467,32.0578,0,0,67.9422
 sarp-5-15-A-2,0.390444,0.931478,0.125671,1.48099,2.92859,13.3322,31.8064,4.29119,50.5702
 sarp-5-15-B-1,0.574138,0.281714,0.310656,0.970061,2.13657,26.8719,13.1853,14.54,45.4028
 sarp-5-15-B-2,0.685497,0,0,1.26691,1.95241,35.1104,0,0,64.8896
 sarp-5-15-C-1,0.849625,0.583074,0.614316,1.21136,3.25838,26.0751,17.8946,18.8534,37.1769
 sarp-5-15-C-2,0.749439,0.575477,0.465689,0.95759,2.7482,27.2702,20.9402,16.9453,34.8443
 sarp-5-20-A-1,0.278003,0,0,0.619425,0.897428,30.9778,0,0,69.0222
 sarp-5-20-A-2,0.477534,0.268644,0.175209,1.85703,2.77842,17.1873,9.66893,6.30606,66.8377
 sarp-5-20-B-1,0.374778,0.594053,0.12718,1.31322,2.40923,15.5559,24.6574,5.27885,54.5078
 sarp-5-20-B-2,0.700966,0.332391,0.147061,1.49351,2.67393,26.2149,12.4308,5.49982,55.8545
 sarp-5-20-C-1,1.34766,0.98583,0.638387,1.26714,4.23902,31.7918,23.2561,15.0598,29.8924
 sarp-5-20-C-2,1.12436,0.956783,1.13546,0.984091,4.2007,26.766,22.7768,27.0304,23.4268
 sarp-5-30-A-1,0.49751,0.513498,0.0857569,1.60341,2.70018,18.4251,19.0172,3.17597,59.3817
 sarp-5-30-A-2,0.492633,0.422297,0.116692,2.33267,3.36429,14.643,12.5523,3.46854,69.3362
 sarp-5-30-B-1,0.520098,0.296106,0.148592,1.70667,2.67146,19.4687,11.084,5.56219,63.8851
 sarp-5-30-B-2,0.458921,0.475724,0.0934194,1.28508,2.31315,19.8397,20.5661,4.03863,55.5556
 sarp-5-30-C-1,1.31926,0.912304,0.985348,1.34111,4.55802,28.9438,20.0153,21.6179,29.423
 sarp-5-30-C-2,1.11985,0.402063,0.564961,1.17381,3.26069,34.3441,12.3306,17.3264,35.9989
