
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-30-1,0,54.1742,8.72414,31.6281,94.5264,0,57.3111,9.22931,33.4596
 sfsarp-10-30-2,2.5956,43.3993,14.4523,15.2111,75.6584,3.43069,57.3622,19.1021,20.105
 sfsarp-10-30-3,0,73.9784,33.6911,23.4562,131.126,0,56.4179,25.6937,17.8883
 sfsarp-10-30-4,37.3946,45.3279,24.7847,23.9827,131.49,28.4392,34.4725,18.8491,18.2392
 sfsarp-10-30-5,0,79.0451,47.8705,20.424,147.34,0,53.6482,32.4899,13.8618
 sfsarp-15-10-1,27.8934,59.2843,45.1062,60.1114,192.395,14.4979,30.8138,23.4445,31.2437
 sfsarp-15-10-2,7.29929,51.9581,40.7997,47.4136,147.471,4.94965,35.2328,27.6663,32.1512
 sfsarp-15-10-3,5.32096,37.5063,25.264,27.6634,95.7547,5.55687,39.1691,26.3841,28.8899
 sfsarp-15-10-4,28.5499,25.3308,14.8937,29.9833,98.7577,28.9091,25.6494,15.0811,30.3604
 sfsarp-15-10-5,20.6322,49.1291,28.7356,34.9051,133.402,15.4662,36.8278,21.5406,26.1654
 sfsarp-15-15-1,7.05981,59.2569,10.7746,52.7595,129.851,5.43686,45.6346,8.29765,40.6309
 sfsarp-15-15-2,61.7334,42.4353,31.4503,43.3285,178.947,34.4981,23.7138,17.5751,24.213
 sfsarp-15-15-3,20.9155,62.1108,14.0985,46.1594,143.284,14.5972,43.348,9.83952,32.2153
 sfsarp-15-15-4,0,36.8975,15.6925,22.1993,74.7894,0,49.3352,20.9823,29.6825
 sfsarp-15-15-5,39.0072,36.5511,10.4039,29.2747,115.237,33.8496,31.7182,9.02829,25.4039
 sfsarp-15-20-1,19.3329,57.4336,60.2858,39.7582,176.811,10.9343,32.4831,34.0963,22.4863
 sfsarp-15-20-2,0,74.084,54.7847,22.272,151.141,0,49.0166,36.2475,14.7359
 sfsarp-15-20-3,34.4466,28.7386,20.7235,37.8901,121.799,28.2816,23.5951,17.0146,31.1088
 sfsarp-15-20-4,3.39559,76.6119,25.2329,52.6716,157.912,2.1503,48.5156,15.9791,33.3551
 sfsarp-15-20-5,3.04986,83.1654,19.8154,67.9834,174.014,1.75265,47.7923,11.3872,39.0678
