 1A,,,,,,,,,
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-10-1,0.57202,1.63517,0.720157,0.563768,3.49112,16.385,46.8381,20.6283,16.1486
 sfsarp-10-10-2,0.550803,1.93564,0.624486,1.02803,4.13896,13.3078,46.7665,15.088,24.8378
 sfsarp-10-10-3,0.382533,1.5227,1.00577,0.910343,3.82135,10.0104,39.8471,26.3199,23.8226
 sfsarp-10-10-4,0.55633,1.12263,0.534444,1.20829,3.4217,16.2589,32.8092,15.6193,35.3127
 sfsarp-10-10-5,0.739637,1.51478,1.26215,1.90078,5.41733,13.6532,27.9617,23.2983,35.0869
 sfsarp-10-15-1,0.534893,1.30017,0.711014,1.28853,3.8346,13.9491,33.9062,18.5421,33.6026
 sfsarp-10-15-2,1.62118,0,0,1.6082,3.22938,50.201,0,0,49.799
 sfsarp-10-15-3,0.575842,1.07321,0.446979,1.01222,3.10825,18.5262,34.5276,14.3804,32.5657
 sfsarp-10-15-4,0.57893,0.638251,0.765226,1.59525,3.57766,16.1818,17.8399,21.389,44.5893
 sfsarp-10-15-5,0.490453,1.02453,0.595816,1.12957,3.24037,15.1357,31.6176,18.3873,34.8594
 sfsarp-10-20-1,0.935933,1.32439,0.772351,0.968513,4.00119,23.3914,33.0999,19.3031,24.2057
 sfsarp-10-20-2,1.09341,0.775712,0.512557,1.7174,4.09908,26.6745,18.9241,12.5042,41.8972
 sfsarp-10-20-3,1.0481,2.26474,1.38209,0.766135,5.46107,19.1923,41.4707,25.308,14.029
 sfsarp-10-20-4,1.27283,1.32519,0.84617,1.1235,4.56768,27.866,29.0122,18.5251,24.5967
 sfsarp-10-20-5,0.956807,1.97502,2.09709,1.19709,6.226,15.3679,31.7221,33.6828,19.2272
 sfsarp-30-15-1,3.62034,0,0,4.01442,7.63475,47.4192,0,0,52.5808
 sfsarp-30-15-2,2.59211,3.53,2.22565,4.12052,12.4683,20.7896,28.3118,17.8505,33.048
 sfsarp-30-15-3,1.80654,4.09665,2.90301,2.62233,11.4285,15.8073,35.8458,25.4015,22.9455
 sfsarp-30-15-4,2.77934,3.64913,3.11442,4.02785,13.5707,20.4804,26.8897,22.9495,29.6804
 sfsarp-30-15-5,2.24013,4.08323,2.19669,3.2739,11.794,18.9939,34.6214,18.6256,27.7591
 sfsarp-30-20-1,1.97528,3.50427,2.24729,3.54388,11.2707,17.5257,31.0919,19.9392,31.4432
 sfsarp-30-20-2,1.61329,3.56704,2.94469,2.60461,10.7296,15.0358,33.2448,27.4445,24.2749
 sfsarp-30-20-3,4.18645,0.522228,0.494376,3.96054,9.1636,45.6857,5.69894,5.395,43.2204
 sfsarp-30-20-4,2.7512,2.44381,2.4058,2.66583,10.2666,26.7974,23.8035,23.4332,25.9659
 sfsarp-30-30-1,1.89131,4.32266,2.35927,3.26729,11.8405,15.9732,36.5073,19.9254,27.5941
 sfsarp-30-30-2,3.3392,0.57188,0.400759,3.63507,7.94691,42.0189,7.19625,5.04296,45.7419
 sfsarp-30-30-3,2.96995,4.53028,2.7194,3.75065,13.9703,21.2591,32.428,19.4656,26.8473
 sfsarp-30-30-4,2.45612,3.97192,2.64768,3.64366,12.7194,19.3101,31.2273,20.8161,28.6465
 sfsarp-30-30-5,1.1245,4.19611,3.06922,2.46323,10.8531,10.3611,38.663,28.2798,22.6962
 sfsarp-5-15-1,0.314996,0.20642,0.107172,0.477991,1.10658,28.4657,18.6539,9.68495,43.1954
 sfsarp-5-15-2,0.391386,0.217748,0.0919693,0.758749,1.45985,26.81,14.9157,6.2999,51.9744
 sfsarp-5-15-3,0.819338,0.327905,0.204101,0.832581,2.18392,37.5168,15.0145,9.34559,38.1231
 sfsarp-5-15-4,0.352721,0.219393,0.125745,0.549184,1.24704,28.2846,17.5931,10.0835,44.0389
 sfsarp-5-15-5,0.203483,0.180112,0.0947005,0.388539,0.866834,23.4743,20.7781,10.9249,44.8227
 sfsarp-5-20-1,0.913249,0.380584,0.225969,0.693109,2.21291,41.2691,17.1983,10.2114,31.3212
 sfsarp-5-20-2,0.750119,0,0,1.25894,2.00906,37.3369,0,0,62.6631
 sfsarp-5-20-3,0.267246,0.193137,0.0841479,0.720565,1.2651,21.1245,15.2666,6.6515,56.9574
 sfsarp-5-20-4,0.323444,0.346443,0.0923576,0.654863,1.41711,22.8242,24.4472,6.51733,46.2112
 sfsarp-5-20-5,0.954474,0,0,0.982478,1.93695,49.2771,0,0,50.7229
 sfsarp-5-30-1,0.298456,0.579386,0.225139,0.588755,1.69174,17.642,34.248,13.3082,34.8018
 sfsarp-5-30-2,0.733826,0.40694,0.231392,0.65556,2.02772,36.1897,20.0689,11.4114,32.3299
 sfsarp-5-30-3,0.898958,0.644608,0.178064,1.19741,2.91904,30.7964,22.0829,6.10009,41.0207
 sfsarp-5-30-4,0.522757,0.718595,0.545226,1.20421,2.99078,17.4789,24.027,18.2302,40.2639
 sfsarp-5-30-5,0.295819,0.406841,0.194636,0.592587,1.48988,19.8552,27.3069,13.0639,39.7741
