 1A
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-30-1,8.72414,0,0,20.3151,29.0393,30.0425,0,0,69.9575
 sfsarp-10-30-2,12.4305,15.7315,4.61743,24.831,57.6104,21.5769,27.3066,8.01492,43.1016
 sfsarp-10-30-3,26.919,14.0637,7.8689,36.4395,85.2911,31.5613,16.4891,9.22593,42.7237
 sfsarp-10-30-4,41.4611,34.4138,20.7284,39.5242,136.128,30.4575,25.2806,15.2272,29.0347
 sfsarp-10-30-5,23.789,30.6225,25.0454,38.9429,118.4,20.0921,25.8637,21.1532,32.891
 sfsarp-15-10-1,42.0173,57.0215,32.6677,35.1159,166.822,25.1869,34.1809,19.5823,21.0499
 sfsarp-15-10-2,27.0765,29.8686,23.8962,51.6894,132.531,20.4303,22.5371,18.0307,39.0019
 sfsarp-15-10-3,29.142,3.36819,1.44293,44.1992,78.1524,37.2887,4.30977,1.8463,56.5552
 sfsarp-15-10-4,22.6957,0,0,36.1255,58.8212,38.5843,0,0,61.4157
 sfsarp-15-10-5,43.5596,22.1772,8.99991,30.7344,105.471,41.3,21.0268,8.53307,29.1401
 sfsarp-15-15-1,17.8344,0,0,25.0196,42.854,41.6166,0,0,58.3834
 sfsarp-15-15-2,26.3803,12.3121,30.074,27.5279,96.2943,27.3955,12.7859,31.2314,28.5873
 sfsarp-15-15-3,6.97696,26.9538,7.2891,30.221,71.4408,9.76608,37.7288,10.203,42.3022
 sfsarp-15-15-4,15.6925,0,0,26.7933,42.4858,36.9359,0,0,63.0641
 sfsarp-15-15-5,10.1216,16.4203,45.8728,24.2602,96.6749,10.4697,16.9851,47.4506,25.0946
 sfsarp-15-20-1,32.502,29.4893,28.4248,26.7901,117.206,27.7306,25.1602,24.252,22.8572
 sfsarp-15-20-2,20.7261,45.3673,35.0288,24.2082,125.33,16.5372,36.1982,27.9492,19.3155
 sfsarp-15-20-3,27.962,21.1352,13.1281,32.1283,94.3536,29.6354,22.4,13.9137,34.0509
 sfsarp-15-20-4,28.6285,0,0,80.8019,109.43,26.1614,0,0,73.8386
 sfsarp-15-20-5,15.8936,20.11,7.03714,29.6929,72.7336,21.8518,27.6488,9.67522,40.8241
 sfsarp-15-30-1,6.20728,38.8974,21.3903,35.8092,102.304,6.06747,38.0213,20.9085,35.0027
 sfsarp-15-30-2,58.3871,18.7278,9.03571,76.8771,163.028,35.8142,11.4875,5.54244,47.1559
 sfsarp-15-30-3,34.1003,12.1907,25.6688,59.7303,131.69,25.8943,9.25709,19.4918,45.3567
 sfsarp-15-30-4,35.9444,0,0,38.5643,74.5086,48.2419,0,0,51.7581
 sfsarp-15-30-5,76.5062,46.8315,39.4463,59.1248,221.909,34.4764,21.1039,17.7759,26.6437
 sfsarp-20-10-1,8.08098,33.6491,15.7929,27.2825,84.8054,9.52884,39.678,18.6225,32.1707
 sfsarp-20-10-2,32.5992,10.1849,6.88385,51.2334,100.901,32.308,10.0939,6.82237,50.7757
 sfsarp-20-10-3,30.1786,23.8908,19.9563,56.8219,130.848,23.0639,18.2585,15.2516,43.426
 sfsarp-20-10-4,48.1875,0,0,62.9108,111.098,43.3737,0,0,56.6263
 sfsarp-20-10-5,42.1564,23.0603,10.7004,44.4675,120.385,35.0181,19.1555,8.88852,36.9379
 sfsarp-20-15-1,40.5847,37.4336,71.4029,90.2069,239.628,16.9365,15.6215,29.7974,37.6445
 sfsarp-20-15-2,18.2987,19.5315,12.4581,47.5165,97.8048,18.7094,19.9699,12.7377,48.583
 sfsarp-20-15-3,31.0324,37.1479,24.5111,29.8222,122.514,25.3298,30.3214,20.0068,24.342
 sfsarp-20-15-4,49.1191,0,0,62.389,111.508,44.0498,0,0,55.9502
 sfsarp-20-15-5,30.6347,21.6939,10.9258,33.0025,96.2569,31.826,22.5375,11.3507,34.2858
 sfsarp-20-20-1,114.941,0,0,95.1317,210.073,54.7149,0,0,45.2851
 sfsarp-20-20-2,21.875,0,0,41.3051,63.1801,34.6233,0,0,65.3767
 sfsarp-20-20-3,45.1556,15.7826,7.21409,53.5933,121.746,37.0901,12.9636,5.92554,44.0207
 sfsarp-20-20-4,7.06281,25.2042,57.836,36.467,126.57,5.58016,19.9132,45.6949,28.8117
 sfsarp-20-20-5,2.34854,39.4322,26.7468,10.9439,79.4715,2.9552,49.618,33.6559,13.7709
 sfsarp-20-30-1,21.4673,68.3647,29.6831,63.4293,182.944,11.7343,37.3691,16.2252,34.6714
 sfsarp-20-30-2,33.9516,31.0181,26.9569,73.972,165.899,20.4653,18.697,16.249,44.5887
 sfsarp-20-30-3,26.9665,30.2273,14.8815,20.7627,92.838,29.0469,32.5592,16.0296,22.3644
 sfsarp-20-30-4,54.792,0,0,71.7855,126.578,43.2873,0,0,56.7127
 sfsarp-20-30-5,39.6043,40.2009,41.6895,43.6761,165.171,23.9778,24.339,25.2403,26.443
 sfsarp-30-10-1,81.1449,0,0,115.386,196.531,41.2886,0,0,58.7114
 sfsarp-30-10-2,36.6531,6.91717,2.07195,61.1552,106.797,34.3202,6.47691,1.94008,57.2628
 sfsarp-30-10-3,31.9566,42.4132,22.5806,85.1525,182.103,17.5487,23.2908,12.3999,46.7606
 sfsarp-30-10-4,21.5777,105.787,45.7291,31.9273,205.022,10.5246,51.5982,22.3045,15.5726
 sfsarp-30-10-5,46.6216,75.2562,20.2768,65.3537,207.508,22.4673,36.2666,9.77154,31.4945
