 1A
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 sarp-10-20-A-1,13.8568,55.4758,6.57934,45.099,121.011,11.4508,45.8436,5.43698,37.2686
 sarp-10-20-A-2,15.0361,21.1506,3.58161,81.7421,121.51,12.3743,17.4064,2.94757,67.2717
 sarp-10-20-B-1,26.5489,7.48966,3.26075,45.218,82.5173,32.1737,9.07648,3.9516,54.7982
 sarp-10-20-B-2,25.3836,13.2538,5.0581,67.3225,111.018,22.8644,11.9384,4.5561,60.6411
 sarp-10-20-C-1,68.2122,92.931,82.3064,52.4291,295.879,23.0541,31.4085,27.8176,17.7198
 sarp-10-20-C-2,71.9482,71.4122,100.78,89.6634,333.803,21.5541,21.3935,30.1913,26.8611
 sarp-10-30-A-1,7.39409,31.5198,3.91006,57.5554,100.379,7.36615,31.4007,3.89528,57.3379
 sarp-10-30-A-2,15.1164,7.94506,4.08896,72.459,99.6094,15.1757,7.97622,4.105,72.7431
 sarp-10-30-B-1,17.4377,33.2908,4.98584,72.5487,128.263,13.5953,25.9551,3.8872,56.5624
 sarp-10-30-B-2,26.646,5.70734,2.30858,66.2947,100.957,26.3935,5.65326,2.2867,65.6665
 sarp-10-30-C-1,44.1362,24.1329,59.3562,41.4884,169.114,26.0985,14.2702,35.0984,24.5328
 sarp-10-30-C-2,37.6455,93.4946,102.305,55.1479,288.593,13.0445,32.3967,35.4495,19.1092
 sarp-20-15-A-1,18.3667,87.9012,23.1935,90.0645,219.526,8.36653,40.0414,10.5653,41.0268
 sarp-20-15-A-2,26.1594,22.3165,6.07951,101.745,156.301,16.7366,14.2779,3.88962,65.0959
 sarp-20-15-B-1,50.4308,42.7405,9.95808,134.274,237.404,21.2426,18.0033,4.19457,56.5595
 sarp-20-15-B-2,43.0009,44.7758,13.5848,112.494,213.855,20.1075,20.9374,6.35233,52.6027
 sarp-20-15-C-1,86.2954,154.153,175.068,137.404,552.921,15.6072,27.8798,31.6624,24.8506
 sarp-20-15-C-2,142.185,89.2832,176.613,114.74,522.821,27.1957,17.0772,33.7808,21.9463
 sarp-20-20-A-1,35.7626,20.2864,3.24461,102.14,161.434,22.1531,12.5664,2.00987,63.2706
 sarp-20-20-A-2,25.5987,44.9969,6.71563,118.14,195.451,13.0972,23.0221,3.43596,60.4448
 sarp-20-20-B-1,37.8366,66.1118,18.0756,140.769,262.793,14.3979,25.1574,6.87827,53.5665
 sarp-20-20-B-2,37.2992,44.7138,13.2019,121.239,216.454,17.2319,20.6574,6.09916,56.0115
 sarp-20-20-C-1,52.0915,124.836,184.832,57.7553,419.515,12.4171,29.7572,44.0586,13.7672
 sarp-20-20-C-2,96.8359,138.501,161.911,84.7824,482.03,20.0892,28.7329,33.5893,17.5886
