 1A
Instance,Detours(%)
 sarp-15-10-A-1,0,0,0,0,0,0,0,0,0,0,-8.15477e-06,0,0,0,0
 sarp-15-10-A-2,0,-1.21081e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
 sarp-15-10-B-1,0,0,0,0,0,0,-3.08818e-05,0,0,0,45.3899,0,30.3088,0,0
 sarp-15-10-B-2,0,0,0,-1.67603e-05,0,0,-1.59936e-05,0,0,0,0,0,0,0,0
 sarp-15-10-C-1,0,10.3219,0,0,0,13.7082,0,0,0,0,16.4482,0,45.7391,0,1.8058
 sarp-15-10-C-2,0,0,0,7.41735,32.6472,0,0,0,0,0,-5.92894,-4.38372,0,0,3.53977
 sarp-15-15-A-1,0,0,0,0,0,0,0,0,0,0,-2.02847e-05,0,0,0,-1.27623e-05
 sarp-15-15-A-2,0,0,0,-1.99615e-05,0,0,0,0,0,0,0,0,0,0,0
 sarp-15-15-B-1,0,0,-1.01529e-05,0,0,0,0,0,52.1929,0,0,0,-2.08876e-05,40.8943,0
 sarp-15-15-B-2,0,0,0,0,0,0,0,0,0,0,44.9329,0,0,0,0
 sarp-15-15-C-1,22.5403,3.65211,0,2.55283,0,0,0,0,15.9212,10.4173,0,0,3.20771,0,-17.6453
 sarp-15-15-C-2,-12.8818,1.53171,0,0.418263,7.60312,0,0,28.1037,17.4189,0,5.37877,0,0,14.5332,7.96953
 sarp-15-20-A-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sarp-15-20-A-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sarp-15-20-B-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sarp-15-20-B-2,0,0,0,0,0,-1.88669e-05,0,0,0,0,0,0,0,0,0
 sarp-15-20-C-1,0,0,17.4702,0,0,14.4969,0,0,0,1.08259,-11.1009,12.3555,0,0,11.6483
 sarp-15-20-C-2,28.6962,30.7554,-3.02601e-05,0,0,0,0,0,0,-2.16017e-05,35.192,1.29998,0,24.9513,14.7032
 sarp-15-30-A-1,-1.22411e-05,0,-1.16779e-05,0,0,0,0,0,0,0,0,0,0,0,0
 sarp-15-30-B-1,0,0,0,-2.38744e-05,0,0,0,0,0,0,0,0,0,0,-1.59813e-05
 sarp-15-30-B-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sarp-15-30-C-1,7.10386,0,23.5152,0,54.4958,0,35.2168,6.10523,0,8.52764,5.82972,0,49.731,7.02873,0
 sarp-15-30-C-2,16.2679,0,0,0,0,18.7948,0,0,0,-9.84043,13.3382,25.7387,0,1.42728,0
 sarp-20-10-A-1,0,0,0,0,0,0,0,0,0,0,0,0,-1.23098e-05,0,-2.07141e-05,0,0,0,-2.08222e-05,0
 sarp-20-10-A-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sarp-20-10-B-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sarp-20-10-B-2,0,0,-2.17548e-05,0,0,-2.5899e-05,0,0,0,0,0,0,0,-1.82845e-05,0,0,-2.64903e-05,0,0,0
 sarp-20-10-C-1,7.92813,-8.40314,0.195708,0,0.695699,16.4945,0,0,40.7074,0,0,3.44649,0,0,0,0,0,0,0,38.3564
 sarp-20-10-C-2,0,0,0,-3.23367e-05,11.8001,5.75262,17.3351,0,39.2401,45.8968,0,0,17.1851,38.7032,0,0,23.42,0,0,-12.6454
