 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-30-1,1.04612,0,0,1.32882,2.37494,44.0481,0,0,55.9519
 sfsarp-10-30-2,0.886517,0.883694,0.36262,1.43897,3.5718,24.8199,24.7409,10.1523,40.2869
 sfsarp-10-30-3,1.15656,1.17635,0.691924,1.55544,4.58027,25.2509,25.683,15.1066,33.9595
 sfsarp-10-30-4,1.51125,1.67269,1.00557,1.63067,5.82018,25.9656,28.7395,17.2773,28.0175
 sfsarp-10-30-5,0.996886,1.58022,1.11086,1.53316,5.22114,19.0933,30.2659,21.2763,29.3645
 sfsarp-15-10-1,1.69148,2.64077,1.54677,1.85649,7.73551,21.8664,34.1383,19.9958,23.9995
 sfsarp-15-10-2,1.32707,1.9785,1.33283,2.17738,6.81579,19.4705,29.0282,19.5551,31.9462
 sfsarp-15-10-3,1.71078,0.332151,0.285193,2.16136,4.48949,38.1064,7.39841,6.35247,48.1427
 sfsarp-15-10-4,1.72022,0,0,2.04778,3.768,45.6535,0,0,54.3465
 sfsarp-15-10-5,1.64576,1.87424,1.05284,1.49962,6.07246,27.102,30.8646,17.338,24.6954
 sfsarp-15-15-1,1.68499,0,0,1.86023,3.54522,47.5284,0,0,52.4716
 sfsarp-15-15-2,1.31009,1.21696,1.31685,1.50475,5.34864,24.4939,22.7527,24.6202,28.1332
 sfsarp-15-15-3,0.753503,1.82408,0.761116,1.57043,4.90913,15.349,37.1568,15.5041,31.99
 sfsarp-15-15-4,1.63274,0,0,1.90349,3.53624,46.1718,0,0,53.8282
 sfsarp-15-15-5,0.830202,1.73383,1.95218,1.34171,5.85793,14.1723,29.598,33.3255,22.9042
 sfsarp-15-20-1,1.4594,1.71925,1.35996,1.48675,6.02535,24.2209,28.5336,22.5705,24.6749
 sfsarp-15-20-2,1.17218,2.43985,1.60436,1.59044,6.80684,17.2206,35.8441,23.5698,23.3654
 sfsarp-15-20-3,1.34867,1.51549,0.820197,1.95028,5.63464,23.9353,26.896,14.5563,34.6124
 sfsarp-15-20-4,1.94826,0,0,3.22078,5.16903,37.6909,0,0,62.3091
 sfsarp-15-20-5,1.13765,1.49049,0.754971,1.72422,5.10732,22.2749,29.1833,14.7821,33.7597
 sfsarp-15-30-1,0.651397,2.36538,1.35505,1.6234,5.99522,10.8653,39.4545,22.6021,27.0781
 sfsarp-15-30-2,2.25741,1.54011,0.88705,3.04172,7.72629,29.2173,19.9334,11.4809,39.3684
 sfsarp-15-30-3,1.58171,1.13067,1.12607,2.3735,6.21195,25.4624,18.2015,18.1275,38.2086
 sfsarp-15-30-4,2.12669,0,0,2.27392,4.40062,48.3271,0,0,51.6729
 sfsarp-15-30-5,2.78267,2.0589,1.71211,2.5254,9.07908,30.6493,22.6774,18.8577,27.8156
 sfsarp-20-10-1,0.78043,2.65404,1.38519,1.66543,6.48509,12.0342,40.9253,21.3596,25.6808
 sfsarp-20-10-2,1.96177,0.665078,0.584566,2.49959,5.71101,34.3507,11.6456,10.2358,43.768
 sfsarp-20-10-3,1.5694,2.24937,1.40341,2.6359,7.85807,19.9718,28.625,17.8594,33.5438
 sfsarp-20-10-4,2.84197,0,0,3.20108,6.04305,47.0288,0,0,52.9712
 sfsarp-20-10-5,1.86154,2.14578,1.17765,2.33457,7.51954,24.756,28.536,15.6612,31.0467
 sfsarp-20-15-1,2.0732,2.32968,2.82487,3.61684,10.8446,19.1174,21.4824,26.0486,33.3515
 sfsarp-20-15-2,1.44631,1.89305,1.05385,2.65894,7.05215,20.5088,26.8435,14.9437,37.7039
 sfsarp-20-15-3,1.42355,2.90605,1.7645,1.72737,7.82147,18.2006,37.1547,22.5597,22.085
 sfsarp-20-15-4,2.86469,0,0,3.18835,6.05304,47.3265,0,0,52.6735
 sfsarp-20-15-5,1.49719,2.11245,1.18315,1.9716,6.7644,22.1334,31.229,17.4908,29.1468
 sfsarp-20-20-2,2.2002,0,0,2.67411,4.87431,45.1388,0,0,54.8612
 sfsarp-20-20-3,2.01802,1.96828,1.00929,2.80715,7.80274,25.863,25.2254,12.935,35.9765
 sfsarp-20-20-4,1.0056,2.36474,2.49397,2.05611,7.92041,12.6963,29.8562,31.4879,25.9596
 sfsarp-20-20-5,0.307281,3.62843,2.06903,0.683591,6.68833,4.59429,54.2501,30.9349,10.2207
 sfsarp-20-30-1,1.19026,3.75076,1.80731,2.54706,9.29539,12.8048,40.3508,19.4431,27.4013
 sfsarp-20-30-2,1.91142,2.00654,1.32415,3.3042,8.54631,22.3655,23.4784,15.4939,38.6623
 sfsarp-20-30-3,1.32439,2.73725,1.4463,1.42307,6.93101,19.1081,39.4928,20.8671,20.532
 sfsarp-20-30-4,3.00306,0,0,3.41753,6.42059,46.7723,0,0,53.2277
 sfsarp-20-30-5,1.79929,2.56384,2.10015,2.1486,8.61189,20.8931,29.771,24.3866,24.9493
 sfsarp-30-10-1,4.47914,0,0,5.3143,9.79344,45.7362,0,0,54.2638
 sfsarp-30-10-2,3.06064,0.418711,0.300535,3.74159,7.52148,40.692,5.56688,3.9957,49.7454
 sfsarp-30-10-3,1.77943,3.53447,2.13408,3.49356,10.9415,16.2631,32.3032,19.5044,31.9293
 sfsarp-30-10-4,1.27629,5.58018,3.03201,1.77871,11.6672,10.9391,47.828,25.9875,15.2454
 sfsarp-30-10-5,2.05378,4.66885,2.07789,2.92733,11.7278,17.512,39.81,17.7176,24.9605
