 1A
Instance,Detours(%)
 sfsarp-10-30-1,0,0,0,0,0,0,0,0,0,0
 sfsarp-10-30-2,-1.79466e-05,0,0,0,0,0,0,0,0,0
 sfsarp-10-30-3,-5.25621e-06,0,-5.97114e-06,-9.18606e-06,0,0,49.7969,-4.76634e-06,0,0
 sfsarp-10-30-4,0,0,0,0,0,0,0,0,0,0
 sfsarp-10-30-5,0,0,0,0,0,0,0,0,0,0
 sfsarp-15-10-1,70.5813,0,-1.48607e-05,0,8.62657,0,0,0,0,0,0,0,0,-1.60608e-05,0
 sfsarp-15-10-2,0,0,0,0,-1.60608e-05,0,0,0,0,0,0,0,-5.25621e-06,0,0
 sfsarp-15-10-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sfsarp-15-10-4,0,0,0,0,0,0,0,0,0,0,2.13163e-12,0,0,-5.83424e-06,0
 sfsarp-15-10-5,0,0,0,-1.76293e-05,0,-3.81617e-06,0,0,0,0,0,0,0,-1.09193e-05,0
 sfsarp-15-15-1,0,0,2.13163e-12,0,0,-1.19165e-05,0,-1.79466e-05,0,0,0,0,0,0,0
 sfsarp-15-15-2,-5.83424e-06,0,0,0,0,0,0,-1.43474e-06,0,0,0,0,-6.53984e-06,0,0
 sfsarp-15-15-3,-3.86731e-06,0,-3.74561e-06,0,-2.28069e-06,0,0,0,0,0,0,0,-1.47151e-05,0,0
 sfsarp-15-15-4,0,0,0,0,0,0,0,0,0,-1.19165e-05,0,0,0,0,0
 sfsarp-15-15-5,0,0,0,0,0,0,0,0,-1.45003e-05,0,0,7.53332,0,-6.48119e-06,0
 sfsarp-15-20-1,0,33.9913,0,0,0,0,-2.76968e-05,0,0,0,0,0,0,0,0
 sfsarp-15-20-2,0,0,0,0,-1.82723e-05,0,0,0,0,-8.19459e-07,0,0,0,0,0
 sfsarp-15-20-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sfsarp-15-20-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sfsarp-15-20-5,0,0,0,-2.28601e-05,0,0,0,0,0,0,0,0,-2.19871e-05,0,42.369
 sfsarp-15-30-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sfsarp-15-30-2,-1.19165e-05,0,0,0,0,0,43.2215,-1.09193e-05,0,0,0,0,0,0,0
 sfsarp-15-30-3,0,-1.25514e-05,0,-1.8239e-05,0,0,0,0,-1.38202e-05,0,0,0,-17.8583,-2.32897e-05,0
 sfsarp-15-30-4,-2.13163e-12,0,0,0,79.7474,0,0,0,0,0,0,-1.2972e-05,0,0,0
 sfsarp-15-30-5,0,0,0,0,0,0,0,0,0,0,37.7588,0,0,0,0
 sfsarp-20-10-1,0,0,0,0,0,0,-3.4297e-06,0,0,0,0,0,0,0,0,0,0,0,-1.08503e-05,0
 sfsarp-20-10-2,0,0,0,59.3701,0,0,0,0,0,0,0,-6.74095e-06,0,0,0,0,0,-8.50744e-06,0,0
 sfsarp-20-10-3,0,0,-1.64529e-05,0,0,0,0,0,0,71.4892,-1.17158e-05,0,0,0,0,0,-1.3573e-05,0,0,0
 sfsarp-20-10-4,0,0,-2.19925e-05,0,0,-9.25095e-06,0,0,-5.25621e-06,0,-1.17158e-05,0,0,0,0,0,0,0,0,0
 sfsarp-20-10-5,0,0,0,0,0,0,0,0,0,0,0,0,-5.97114e-06,0,0,0,0,0,0,-1.48089e-05
 sfsarp-20-15-1,-1.98191e-06,0,0,-4.6525e-06,0,0,4.93248,51.0711,0,0,-5.5883,0,0,0,0,0,41.8861,0,0,-9.01556
 sfsarp-20-15-2,0,-1.5531e-05,0,0,0,-3.07847e-06,0,0,0,-1.08503e-05,0,0,0,0,0,0,0,0,0,35.7394
 sfsarp-20-15-3,0,0,-5.31606e-06,-1.3573e-05,0,0,0,0,0,-1.08503e-05,0,0,0,0,0,0,-3.95644e-06,0,-1.09193e-05,0
 sfsarp-20-15-4,0,2.13163e-12,0,0,0,0,0,-8.19938e-06,0,0,0,-2.18026e-05,0,0,0,0,0,0,0,0
 sfsarp-20-15-5,0,-8.19938e-06,0,0,0,0,0,0,0,0,0,-2.76968e-05,0,0,0,0,0,-8.35158e-06,0,0
 sfsarp-20-20-1,0,0,0,0,0,0,0,0,-21.0676,0,0,0,0,0,0,0,0,0,0,0
 sfsarp-20-20-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sfsarp-20-20-3,0,0,0,0,0,0,-1.114e-05,0,0,-1.64529e-05,-5.33059e-07,3.38008,-2.28069e-06,0,0,-1.08503e-05,0,0,0,0
 sfsarp-20-20-4,0,0,0,0,35.7401,0,0,-1.53113e-05,0,0,0,0,0,0,0,0,0,0,0,0
 sfsarp-20-20-5,-1.48607e-05,0,0,-1.26112e-05,0,-1.46731e-05,0,43.5106,-9.8639e-06,0,0,0,0,0,0,0,0,0,0,0
 sfsarp-20-30-1,0,-2.28601e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.92381e-06,0,-4.09265e-06,0
 sfsarp-20-30-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.81403e-06
 sfsarp-20-30-3,-1.08503e-05,0,0,0,0,0,-3.39418e-07,-10.4236,0,0,-2.70432e-06,-1.25514e-05,0,0,0,0,0,0,0,0
 sfsarp-20-30-4,0,0,0,0,0,-1.79466e-05,0,0,0,0,0,0,0,0,-2.16993e-05,0,0,0,0,0
 sfsarp-20-30-5,0,-4.87798e-06,0,0,-9.25095e-06,0,0,-1.53113e-05,0,0,0,-1.26255e-06,0,0,0,0,0,12.1063,0,0
 sfsarp-30-10-1,0,0,0,-5.21351e-07,0,0,0,0,0,0,0,0,-1.25514e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sfsarp-30-10-2,0,0,0,0,0,0,0,0,0,0,-2.16993e-05,0,0,0,-1.24509e-06,0,0,0,0,0,0,0,-2.16993e-05,-2.03549e-05,0,0,0,0,0,0
 sfsarp-30-10-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.26255e-06,-6.51668e-06,-1.38704e-05,0,0,0,0,0,0,0,0,0,0,0,-8.77543e-07
 sfsarp-30-10-4,0,0,0,0,-1.41291e-05,0,0,99.3943,0,-1.0328e-05,0,-1.58427e-07,0,0,0,0,0,0,0,0,-1.98191e-06,0,0,0,-6.19497e-07,0,0,0,0,-2.28069e-06
 sfsarp-30-10-5,0,0,0,0,0,0,0,0,-5.81403e-06,0,0,0,0,0,-85.0915,0,0,0,-1.26112e-05,0,0,0,-1.94745e-05,0,0,0,-4.09265e-06,-14.2679,0,0
