Instance Name , n, m, served, prof Customer, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sarp-50-25-A-3,50,25,22,232.452,134.731,186.392,25,13.59,180.791,Optimal,180.791,180.802,0.00594247,51.661,7.10244,0.285266,291.2,0.550681
sarp-50-25-A-5,50,25,23,232.452,138.965,192.97,25,3.67,178.447,Optimal,178.447,178.447,0,54.005,7.73415,0.304338,317.1,0.58387
sarp-50-25-A-6,50,25,24,235.302,167.518,224.986,25,6.36,177.834,Optimal,177.834,177.834,0,57.468,8.06341,0.294294,330.6,0.535211
sarp-50-25-B-5,50,25,23,281.358,197.148,241.454,25,4.94,237.052,Optimal,237.052,237.052,0,44.306,8.33171,0.277018,341.6,0.465205
sarp-50-25-B-6,50,25,24,279.648,214.164,242.098,25,5.48,251.714,Optimal,251.714,251.714,0,27.934,8.01707,0.26543,328.7,0.448615
sarp-50-25-A-4,50,25,24,235.302,167.518,221.352,25,707.3,181.468,Optimal,181.468,181.486,0.0098797,53.834,7.5878,0.278897,311.1,0.510167
sarp-50-25-B-3,50,25,22,281.358,187.768,207.414,25,76.34,261.712,Optimal,261.712,261.736,0.00908644,19.646,6.27561,0.223293,257.3,0.389671
sarp-50-25-B-4,50,25,24,279.648,214.164,231.748,25,3531.34,262.064,Optimal,262.064,262.064,-4.33813E-14,17.584,7.22927,0.243777,296.4,0.417347
sarp-50-25-C-5,50,25,25,852.384,505.412,400.338,25,7189.95,957.458,Feasible,957.458,988.092,3.10035,-105.074,9.5878,0.151542,393.1,0.188854
sarp-50-25-C-3,50,25,25,852.384,505.412,313.996,25,7177.66,1043.8,Feasible,1043.8,1081.7,3.50406,-191.416,6.18293,0.105348,253.5,0.133858
sarp-50-25-C-6,50,25,25,977.727,562.931,275.08,25,7194.89,455.587,Feasible,1265.58,1356.44,6.69881,-287.851,2.16098,0.0826261,88.6,0.104629
sarp-50-25-C-4,50,25,25,977.727,562.931,299.414,25,7187.87,415.854,Feasible,1241.24,1406.69,11.7611,-263.517,2.59756,0.0968769,106.5,0.122837
sarp-50-25-A-11,50,25,17,196.428,92.645,176.916,8,2.27,112.157,Optimal,112.157,112.157,0,84.271,6.05366,0.274912,248.2,0.557753
sarp-50-25-A-12,50,25,21,203.667,102.941,175.306,8,56.75,131.302,Optimal,131.302,131.302,-2.16461e-14,72.365,6.20244,0.270714,254.3,0.559886
sarp-50-25-B-11,50,25,21,225.84,116.221,170.154,8,21.46,171.907,Optimal,171.907,171.907,-1.65332e-14,53.933,5.46829,0.231835,224.2,0.465242
sarp-50-25-A-10,50,25,14,235.302,113.309,262.43,12,4.83,86.181,Optimal,86.181,86.181,0,149.121,10.5927,0.382161,434.3,0.621227
sarp-50-25-A-9,50,25,14,232.452,86.915,201.388,12,2.5,117.979,Optimal,117.979,117.979,0,114.473,8.29024,0.340331,339.9,0.605451
sarp-50-25-B-10,50,25,17,279.648,167.345,298.908,12,16.57,148.085,Optimal,148.085,148.085,-1.91928e-14,131.563,11.0049,0.34337,451.2,0.52698
sarp-50-25-B-9,50,25,14,281.358,131.818,262.2,12,3.61,150.976,Optimal,150.976,150.976,0,130.382,10.7561,0.362446,441,0.56582
sarp-50-25-B-12,50,25,22,218.829,115.641,171.212,8,462.74,163.258,Optimal,163.258,163.272,0.00875696,55.571,6.04146,0.256977,247.7,0.524899
sarp-50-25-C-10,50,25,24,926.655,535.872,525.734,16,7166.07,936.793,Feasible,936.793,1026.78,8.76391,-10.138,14.1537,0.194076,580.3,0.233578
sarp-50-25-C-11,50,25,25,544.299,330.033,301.806,9,7196.28,572.526,Feasible,572.526,612.76,6.56595,-28.227,8.59512,0.191595,352.4,0.265601
sarp-50-25-C-9,50,25,24,890.859,623.437,573.16,16,7192.64,941.136,Feasible,941.136,1082.79,13.0824,-50.277,13.6073,0.184103,557.9,0.220977
sarp-50-25-C-12,50,25,23,556.554,328.869,280.83,10,7183.55,604.593,Feasible,604.593,660.033,8.39953,-48.039,7.57561,0.172409,310.6,0.238428
sarp-50-25-A-7,50,25,14,232.452,86.915,199.456,12,44.15,119.911,Optimal,119.911,119.911,0,112.541,8.14146,0.335635,333.8,0.599067
sarp-50-25-A-8,50,25,14,235.302,113.309,255.944,12,957.56,92.667,Optimal,92.667,92.667,-1.53354e-14,142.635,9.41951,0.344105,386.2,0.563796
sarp-50-25-B-7,50,25,19,281.358,169.671,276.46,12,678.63,174.569,Optimal,174.569,174.569,0,106.789,7.67317,0.245417,314.6,0.388203
sarp-50-25-B-8,50,25,22,279.648,200.882,300.702,12,7134.67,179.828,Optimal,179.828,179.844,0.00915479,99.82,9.60976,0.291399,394,0.458086
sarp-50-25-C-7,50,25,25,890.859,655.642,421.774,16,7176.06,1124.73,Feasible,1124.73,1218.4,7.68789,-233.868,7.95122,0.12038,326,0.148479
sarp-50-25-C-8,50,25,25,926.655,551.56,421.774,16,7178.64,1056.44,Feasible,1056.44,1146.97,7.89274,-129.786,9.47805,0.140243,388.6,0.172069
