
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-10-10-A-2.txt ,1.30763,3.58885,1.13516,1.5853,14.301,7.85772,29.7757,4.3916,12.0529,3.81237,5.32414,48.0292,26.3897
sarp-10-10-A-4.txt ,1.05466,4.51768,1.54924,2.18842,4.24976,10.9023,24.462,4.31141,18.4681,6.33324,8.94619,17.3729,44.5682
sarp-10-10-B-1.txt ,1.9163,6.31522,1.11548,2.1322,7.97986,2.31435,21.7734,8.8011,29.0043,5.12311,9.79269,36.6496,10.6293
sarp-10-10-B-3.txt ,0.935045,5.20073,1.82615,1.67056,7.98723,4.93137,22.5511,4.14634,23.062,8.09785,7.40788,35.4184,21.8676
sarp-10-10-B-4.txt ,1.8332,5.19261,1.08892,1.92234,14.6877,8.49062,33.2154,5.51914,15.6331,3.27837,5.78749,44.2196,25.5623
sarp-10-10-C-1.txt ,3.72783,5.07869,2.17233,1.24856,13.6936,4.02449,29.9454,12.4487,16.9598,7.25428,4.16944,45.7283,13.4394
sarp-10-10-C-2.txt ,2.37675,5.80974,3.32681,1.75301,2.659,14.4756,30.4009,7.81802,19.1104,10.9431,5.76632,8.74646,47.6157
sarp-10-10-C-3.txt ,3.10545,5.0522,2.07322,1.94071,15.6462,4.53742,32.3552,9.59799,15.6148,6.40768,5.99815,48.3576,14.0238
sarp-10-10-C-4.txt ,2.78419,5.07231,2.05783,1.06697,26.0146,2.74976,39.7457,7.00502,12.7619,5.17749,2.6845,65.4527,6.91839
sarp-5-10-A-1.txt ,0.188405,5.38045,1.04091,0.147149,7.75854,7.25416,21.7696,0.865451,24.7154,4.78149,0.675937,35.6393,33.3224
sarp-5-10-B-1.txt ,0.347545,4.75647,1.32437,0.772773,7.2058,0.545996,14.953,2.32426,31.8096,8.85693,5.16803,48.1898,3.65142

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-10-10-A-2.txt ,1.10999,3.77231,1.3328,2.40654,6.63557,15.5863,30.8435,3.59878,12.2305,4.32117,7.80243,21.5137,50.5334
sarp-10-10-A-4.txt ,1.6047,4.71273,0.999198,2.12314,8.85076,4.1314,22.4219,7.15684,21.0184,4.45634,9.46902,39.4737,18.4257
sarp-10-10-B-1.txt ,0.620494,4.73365,2.3387,1.2228,15.3057,0.206716,24.428,2.54009,19.3779,9.57385,5.00571,62.6562,0.846226
sarp-10-10-B-3.txt ,0.601193,5.61351,2.16001,1.55828,1.32107,7.05486,18.3089,3.28361,30.66,11.7976,8.51102,7.21547,38.5324
sarp-10-10-B-4.txt ,1.20023,4.1087,1.56515,1.67809,9.84829,16.5105,34.9109,3.43799,11.7691,4.48326,4.80677,28.2098,47.2931
sarp-10-10-C-1.txt ,2.79151,5.19324,3.10864,1.71624,20.5186,13.3499,46.6781,5.98034,11.1256,6.65974,3.67675,43.9576,28.6
sarp-10-10-C-2.txt ,1.03498,6.17499,4.66858,1.28753,9.50213,6.17109,28.8393,3.58879,21.4117,16.1883,4.46451,32.9486,21.3982
sarp-10-10-C-3.txt ,4.12399,4.9752,1.05468,2.03022,12.4732,3.37991,28.0372,14.709,17.745,3.7617,7.24114,44.4881,12.0551
sarp-10-10-C-4.txt ,2.3777,4.82777,2.46432,0.653707,11.9338,13.3323,35.5896,6.68089,13.5651,6.92427,1.83679,33.5317,37.4613
sarp-5-10-A-1.txt ,0.188405,5.36487,1.04091,0.147149,8.32223,0.194451,15.258,1.2348,35.161,6.82206,0.964404,54.5433,1.27442
sarp-5-10-B-1.txt ,0.347545,4.75647,1.32437,0.772773,5.62333,7.83741,20.6619,1.68206,23.0205,6.40973,3.74009,27.2159,37.9317
