,,,,,,,,,,,,,
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-20-10-A-1.txt ,4.10,4.42,1.17,3.55,43.62,4.43,61.28,6.69,7.21,1.91,5.80,71.17,7.22
sarp-20-10-A-2.txt ,3.45,3.51,1.49,2.87,41.92,8.56,61.79,5.58,5.69,2.41,4.64,67.85,13.85
sarp-20-10-A-3.txt ,4.26,3.83,0.73,3.18,33.80,4.46,50.27,8.48,7.62,1.44,6.34,67.24,8.88
sarp-20-10-A-4.txt ,3.80,3.41,0.94,3.60,32.26,3.60,47.61,7.98,7.16,1.98,7.56,67.77,7.55
sarp-20-10-B-1.txt ,4.08,3.25,1.26,3.78,20.86,9.59,42.82,9.54,7.59,2.94,8.82,48.71,22.40
sarp-20-10-B-2.txt ,4.95,3.29,0.70,3.11,34.08,11.23,57.36,8.63,5.74,1.23,5.42,59.41,19.57
sarp-20-10-B-3.txt ,4.93,4.64,1.07,2.71,31.65,3.59,48.58,10.14,9.55,2.20,5.58,65.15,7.39
sarp-20-10-B-4.txt ,4.17,3.52,0.97,3.06,28.08,18.01,57.80,7.21,6.08,1.68,5.29,48.57,31.16
sarp-20-10-C-1.txt ,8.86,4.76,2.66,3.94,26.94,0.00,47.17,18.79,10.10,5.64,8.36,57.11,0.00
sarp-20-10-C-2.txt ,5.35,5.88,5.64,1.94,30.66,10.35,59.82,8.94,9.83,9.42,3.24,51.26,17.30
sarp-20-10-C-3.txt ,5.17,6.33,6.01,3.68,16.00,8.80,46.00,11.25,13.76,13.06,8.01,34.79,19.13
sarp-20-10-C-4.txt ,9.80,4.49,2.71,4.18,31.19,3.13,55.51,17.66,8.09,4.89,7.53,56.20,5.63
