
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
 sfsarp-10-10-1,10,10,0,41.1729,0,12.3001,2,0.01,28.8728,Optimal,28.8728,28.8728,0
 sfsarp-10-10-2,10,10,0,40.3915,0,16.0877,2,0.02,24.3038,Optimal,24.3038,24.3038,0
 sfsarp-10-10-3,10,10,0,42.8673,0,15.4688,2,0.02,27.3985,Optimal,27.3985,27.3985,0
 sfsarp-10-10-4,10,10,0,38.4164,0,11.2715,2,0.01,27.1449,Optimal,27.1449,27.1449,0
 sfsarp-10-10-5,10,10,0,57.3795,0,27.1229,3,0.02,30.2566,Optimal,30.2566,30.2566,0
 sfsarp-10-15-1,10,15,0,42.0418,0,17.823,2,0.01,24.2188,Optimal,24.2188,24.2188,0
 sfsarp-10-15-2,10,15,0,50.812,0,14.614,3,0.02,36.198,Optimal,36.198,36.198,0
 sfsarp-10-15-3,10,15,0,41.3342,0,9.74329,3,0.02,31.5909,Optimal,31.5909,31.5909,0
 sfsarp-10-15-4,10,15,0,55.5499,0,26.0127,3,0.01,29.5372,Optimal,29.5372,29.5372,0
 sfsarp-10-15-5,10,15,0,38.3111,0,12.3862,2,0.01,25.9249,Optimal,25.9249,25.9249,0
 sfsarp-10-20-1,10,20,0,50.9001,0,17.9424,2,0.01,32.9577,Optimal,32.9577,32.9577,0
 sfsarp-10-20-2,10,20,0,50.6104,0,23.156,4,0.02,27.4545,Optimal,27.4545,27.4545,0
 sfsarp-10-20-3,10,20,0,61.7751,0,17.1049,2,0.01,44.6702,Optimal,44.6702,44.6702,0
 sfsarp-10-20-4,10,20,0,57.3074,0,15.4736,2,0.01,41.8337,Optimal,41.8337,41.8337,0
 sfsarp-10-20-5,10,20,0,75.8657,0,27.4487,3,0.01,48.417,Optimal,48.417,48.417,0
 sfsarp-30-15-1,30,15,0,123.382,0,31.0617,6,0.11,92.3206,Optimal,92.3206,92.3206,0
 sfsarp-30-15-2,30,15,0,149.413,0,55.45,5,0.14,93.9632,Optimal,93.9632,93.9632,0
 sfsarp-30-15-3,30,15,0,144.737,0,38.6351,4,0.14,106.102,Optimal,106.102,106.102,0
 sfsarp-30-15-4,30,15,0,169.368,0,55.8216,4,0.08,113.546,Optimal,113.546,113.546,0
 sfsarp-30-15-5,30,15,0,138.426,0,44.8832,4,0.14,93.543,Optimal,93.543,93.543,0
 sfsarp-30-20-1,30,20,0,133.487,0,43.0929,6,0.17,90.3945,Optimal,90.3945,90.3945,0
 sfsarp-30-20-2,30,20,0,144.967,0,31.1056,6,0.13,113.861,Optimal,113.861,113.861,0
 sfsarp-30-20-3,30,20,0,148.166,0,35.9435,6,0.21,112.222,Optimal,112.222,112.222,0
 sfsarp-30-20-4,30,20,0,171.367,0,53.5637,7,0.11,117.803,Optimal,117.803,117.803,0
 sfsarp-30-20-5,30,20,0,139.56,0,40.9136,4,0.06,98.6466,Optimal,98.6466,98.6466,0
 sfsarp-30-30-1,30,30,0,133.955,0,52.6711,3,0.12,81.2839,Optimal,81.2839,81.2839,0
 sfsarp-30-30-2,30,30,0,126.178,0,32.2001,6,0.12,93.9777,Optimal,93.9777,93.9777,0
 sfsarp-30-30-3,30,30,0,169.029,0,59.6495,6,0.17,109.379,Optimal,109.379,109.379,0
 sfsarp-30-30-4,30,30,0,150.048,0,46.2192,6,0.21,103.829,Optimal,103.829,103.829,0
 sfsarp-30-30-5,30,30,0,134.602,0,29.0513,6,0.12,105.551,Optimal,105.551,105.551,0
 sfsarp-5-15-1,5,15,0,28.5375,0,10.3975,2,0.02,18.14,Optimal,18.14,18.14,0
 sfsarp-5-15-2,5,15,0,17.7585,0,6.48789,2,0,11.2706,Optimal,11.2706,11.2706,0
 sfsarp-5-15-3,5,15,0,28.4308,0,8.66451,2,0.01,19.7663,Optimal,19.7663,19.7663,0
 sfsarp-5-15-4,5,15,0,23.4549,0,8.75732,2,0.01,14.6975,Optimal,14.6975,14.6975,0
 sfsarp-5-15-5,5,15,0,29.7662,0,8.25971,3,0.01,21.5065,Optimal,21.5065,21.5065,0
 sfsarp-5-20-1,5,20,0,30.2768,0,9.36158,2,0.01,20.9152,Optimal,20.9152,20.9152,0
 sfsarp-5-20-2,5,20,0,28.6485,0,19.4496,2,0.01,9.19891,Optimal,9.19891,9.19891,0
 sfsarp-5-20-3,5,20,0,28.4484,0,10.5244,2,0.02,17.924,Optimal,17.924,17.924,0
 sfsarp-5-20-4,5,20,0,27.3515,0,13.9963,2,0.02,13.3552,Optimal,13.3552,13.3552,0
 sfsarp-5-20-5,5,20,0,28.7685,0,10.6712,2,0.01,18.0973,Optimal,18.0973,18.0973,0
 sfsarp-5-30-1,5,30,0,18.6989,0,7.69797,2,0.01,11.001,Optimal,11.001,11.001,0
 sfsarp-5-30-2,5,30,0,29.0197,0,6.37684,2,0.01,22.6428,Optimal,22.6428,22.6428,0
 sfsarp-5-30-3,5,30,0,31.6325,0,19.7614,1,0.01,11.8711,Optimal,11.8711,11.8711,0
 sfsarp-5-30-4,5,30,0,29.0835,0,12.8117,3,0.01,16.2718,Optimal,16.2718,16.2718,0
 sfsarp-5-30-5,5,30,0,17.9244,0,3.67318,1,0,14.2513,Optimal,14.2513,14.2513,0
