
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 sarp-10-5-A-1,38.601,0,0,116.712,155.313,24.8536,0,0,75.1464
 sarp-10-5-A-2,31.6852,0,0,110.29,141.976,22.3174,0,0,77.6826
 sarp-10-5-B-1,36.2105,0,0,103.502,139.712,25.9179,0,0,74.0821
 sarp-10-5-B-2,57.0919,0,0,71.0772,128.169,44.5442,0,0,55.4558
 sarp-10-5-C-1,169.316,0,0,122.108,291.424,58.0996,0,0,41.9004
 sarp-10-5-C-2,114.402,0,0,76.8789,191.28,59.8083,0,0,40.1917
 sarp-5-10-A-1,16.2001,0,0,43.163,59.3631,27.2899,0,0,72.7101
 sarp-5-10-A-2,12.5603,0,0,45.262,57.8223,21.7222,0,0,78.2778
 sarp-5-10-B-1,19.8035,0,0,71.7983,91.6017,21.6191,0,0,78.3809
 sarp-5-10-B-2,17.1596,0,0,44.6145,61.7741,27.778,0,0,72.222
 sarp-5-10-C-1,58.6974,0,0,47.4175,106.115,55.3149,0,0,44.6851
 sarp-5-10-C-2,36.4648,0,0,35.5463,72.0111,50.6377,0,0,49.3623
 sarp-5-5-A-1,22.309,0,0,52.3371,74.646,29.8863,0,0,70.1137
 sarp-5-5-A-2,19.6371,0,0,58.1908,77.8279,25.2315,0,0,74.7685
 sarp-5-5-B-1,36.0476,0,0,28.0438,64.0914,56.2441,0,0,43.7559
 sarp-5-5-B-2,41.6884,0,0,49.179,90.8674,45.8783,0,0,54.1217
 sarp-5-5-C-1,73.848,0,0,57.148,130.996,56.3742,0,0,43.6258
 sarp-5-5-C-2,65.1374,0,0,44.3396,109.477,59.4987,0,0,40.5013
 sarp-5-6-A-1,11.3751,0,0,66.3287,77.7038,14.6391,0,0,85.3609
 sarp-5-6-A-2,19.6111,0,0,78.2426,97.8537,20.0412,0,0,79.9588
 sarp-5-6-B-1,17.0184,0,0,67.5961,84.6145,20.1129,0,0,79.8871
 sarp-5-6-B-2,30.36,0,0,60.9828,91.3428,33.2374,0,0,66.7626
 sarp-5-6-C-1,44.4208,0,0,44.4138,88.8346,50.0039,0,0,49.9961
 sarp-5-6-C-2,76.2449,0,0,50.5813,126.826,60.1177,0,0,39.8823
 sarp-5-7-A-1,17.5047,0,0,50.4143,67.919,25.7729,0,0,74.2271
 sarp-5-7-A-2,17.6948,0,0,46.9082,64.603,27.3901,0,0,72.6099
 sarp-5-7-B-1,27.7477,0,0,92.6531,120.401,23.0461,0,0,76.9539
 sarp-5-7-B-2,26.9751,0,0,49.1726,76.1476,35.4247,0,0,64.5753
 sarp-5-7-C-1,59.937,0,0,53.4716,113.409,52.8505,0,0,47.1495
 sarp-5-7-C-2,86.4482,0,0,32.6209,119.069,72.6034,0,0,27.3966
 sarp-5-8-A-1,17.8829,0,0,52.0781,69.961,25.5613,0,0,74.4387
 sarp-5-8-A-2,17.8923,0,0,17.0604,34.9526,51.1901,0,0,48.8099
 sarp-5-8-B-1,23.3651,0,0,60.1347,83.4998,27.9823,0,0,72.0177
 sarp-5-8-B-2,30.0436,0,0,48.568,78.6116,38.2178,0,0,61.7822
 sarp-5-8-C-1,78.8282,0,0,88.3425,167.171,47.1543,0,0,52.8457
 sarp-5-8-C-2,65.001,0,0,74.4881,139.489,46.5994,0,0,53.4006
 sarp-5-9-A-1,17.6694,0,0,49.3102,66.9797,26.3803,0,0,73.6197
 sarp-5-9-A-2,13.4766,0,0,42.3791,55.8557,24.1275,0,0,75.8725
 sarp-5-9-B-1,26.9013,0,0,35.7023,62.6036,42.9708,0,0,57.0292
 sarp-5-9-B-2,29.599,0,0,85.4699,115.069,25.7229,0,0,74.2771
 sarp-5-9-C-1,40.0359,0,0,60.9005,100.936,39.6645,0,0,60.3355
 sarp-5-9-C-2,81.7392,0,0,68.5549,150.294,54.3862,0,0,45.6138
 sarp-6-5-A-1,26.8348,0,0,64.6819,91.5166,29.3223,0,0,70.6777
 sarp-6-5-A-2,30.07,0,0,58.1437,88.2136,34.0877,0,0,65.9123
 sarp-6-5-B-1,34.5329,0,0,51.2537,85.7867,40.2544,0,0,59.7456
 sarp-6-5-B-2,40.6854,0,0,90.4328,131.118,31.0295,0,0,68.9705
 sarp-6-5-C-1,73.2203,0,0,69.5042,142.725,51.3019,0,0,48.6981
 sarp-6-5-C-2,75.6668,0,0,74.7006,150.367,50.3213,0,0,49.6787
 sarp-6-6-A-1,21.2702,0,0,67.8499,89.1201,23.8669,0,0,76.1331
 sarp-6-6-A-2,30.4531,0,0,58.1857,88.6388,34.3564,0,0,65.6436
 sarp-6-6-B-1,34.3558,0,0,61.24,95.5959,35.9386,0,0,64.0614
 sarp-6-6-B-2,40.5775,0,0,51.0931,91.6706,44.2645,0,0,55.7355
 sarp-6-6-C-1,48.2799,0,0,55.469,103.749,46.5353,0,0,53.4647
 sarp-6-6-C-2,88.634,0,0,43.0903,131.724,67.2875,0,0,32.7125
 sarp-6-7-A-1,20.8802,0,0,51.5326,72.4129,28.835,0,0,71.165
 sarp-6-7-A-2,14.8626,0,0,95.6451,110.508,13.4494,0,0,86.5506
 sarp-6-7-B-1,31.3603,0,0,59.7724,91.1327,34.4116,0,0,65.5884
 sarp-6-7-B-2,31.018,0,0,55.6731,86.691,35.7799,0,0,64.2201
 sarp-6-7-C-1,85.9684,0,0,59.3514,145.32,59.1581,0,0,40.8419
 sarp-6-7-C-2,66.9829,0,0,67.579,134.562,49.7785,0,0,50.2215
 sarp-6-8-A-1,16.4548,0,0,39.7688,56.2237,29.2668,0,0,70.7332
 sarp-6-8-A-2,22.745,0,0,82.5619,105.307,21.5988,0,0,78.4012
 sarp-6-8-B-1,29.5549,0,0,69.8609,99.4158,29.7286,0,0,70.2714
 sarp-6-8-B-2,22.614,0,0,76.6084,99.2224,22.7913,0,0,77.2087
 sarp-6-8-C-1,78.4455,0,0,79.9107,158.356,49.5374,0,0,50.4626
 sarp-6-8-C-2,73.6785,0,0,63.8038,137.482,53.5913,0,0,46.4087
 sarp-6-9-A-1,22.2535,0,0,54.9358,77.1893,28.8298,0,0,71.1702
 sarp-6-9-A-2,17.8594,0,0,83.5741,101.433,17.607,0,0,82.393
 sarp-6-9-B-1,32.2031,0,0,87.8262,120.029,26.8294,0,0,73.1706
 sarp-6-9-B-2,31.4294,0,0,69.4396,100.869,31.1586,0,0,68.8414
 sarp-6-9-C-1,99.2195,0,0,89.9311,189.151,52.4553,0,0,47.5447
 sarp-6-9-C-2,93.6006,0,0,54.3177,147.918,63.2786,0,0,36.7214
 sarp-7-5-A-1,19.7502,0,0,71.9126,91.6629,21.5466,0,0,78.4534
 sarp-7-5-A-2,24.1936,0,0,64.8403,89.0339,27.1734,0,0,72.8266
 sarp-7-5-B-1,34.6133,0,0,70.0577,104.671,33.0687,0,0,66.9313
 sarp-7-5-B-2,32.6648,0,0,60.3756,93.0403,35.1082,0,0,64.8918
 sarp-7-5-C-1,72.6953,0,0,62.8751,135.57,53.6218,0,0,46.3782
 sarp-7-5-C-2,97.4248,0,0,49.1842,146.609,66.4522,0,0,33.5478
 sarp-7-6-A-1,15.3164,0,0,49.9556,65.2721,23.4655,0,0,76.5345
 sarp-7-6-A-2,23.0409,0,0,72.4407,95.4815,24.1312,0,0,75.8688
 sarp-7-6-B-1,32.8422,0,0,68.7056,101.548,32.3416,0,0,67.6584
