
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-5-1,2.59677,0,0,1.27376,3.87053,67.0909,0,0,32.9091
 sfsarp-10-5-2,1.83719,0,0,0.900262,2.73745,67.1132,0,0,32.8868
 sfsarp-10-5-3,2.35889,0,0,0.851847,3.21074,73.4688,0,0,26.5312
 sfsarp-10-5-4,2.36424,0,0,1.02421,3.38845,69.7736,0,0,30.2264
 sfsarp-10-5-5,2.74494,0,0,1.3686,4.11353,66.7294,0,0,33.2706
 sfsarp-5-10-1,0.91432,0,0,0.221801,1.13612,80.4773,0,0,19.5227
 sfsarp-5-10-2,1.56788,0,0,0.565212,2.13309,73.5026,0,0,26.4974
 sfsarp-5-10-3,0.868348,0,0,0.181504,1.04985,82.7115,0,0,17.2885
 sfsarp-5-10-4,1.25534,0,0,0.236687,1.49202,84.1365,0,0,15.8635
 sfsarp-5-10-5,1.40671,0,0,0.381115,1.78782,78.6827,0,0,21.3173
 sfsarp-5-5-1,1.59423,0,0,1.80589,3.40012,46.8874,0,0,53.1126
 sfsarp-5-5-2,1.00991,0,0,0.387367,1.39727,72.277,0,0,27.723
 sfsarp-5-5-3,0.990614,0,0,0.501356,1.49197,66.3964,0,0,33.6036
 sfsarp-5-5-4,0.916329,0,0,0.391143,1.30747,70.084,0,0,29.916
 sfsarp-5-5-5,1.39517,0,0,0.771906,2.16708,64.3804,0,0,35.6196
 sfsarp-5-6-1,1.303,0,0,0.788864,2.09187,62.289,0,0,37.711
 sfsarp-5-6-2,0.986442,0,0,0.26342,1.24986,78.9241,0,0,21.0759
 sfsarp-5-6-3,1.21901,0,0,0.578658,1.79767,67.8107,0,0,32.1893
 sfsarp-5-6-4,1.71883,0,0,0.971537,2.69036,63.8883,0,0,36.1117
 sfsarp-5-6-5,1.16805,0,0,0.616199,1.78425,65.4645,0,0,34.5355
 sfsarp-5-7-1,1.22428,0,0,0.423681,1.64796,74.2906,0,0,25.7094
 sfsarp-5-7-2,1.05416,0,0,0.695924,1.75008,60.2348,0,0,39.7652
 sfsarp-5-7-3,1.77893,0,0,1.10883,2.88775,61.6024,0,0,38.3976
 sfsarp-5-7-4,1.13095,0,0,0.862246,1.9932,56.7406,0,0,43.2594
 sfsarp-5-7-5,1.41625,0,0,0.740005,2.15626,65.681,0,0,34.319
 sfsarp-5-8-1,0.949783,0,0,0.337755,1.28754,73.7674,0,0,26.2326
 sfsarp-5-8-2,1.37405,0,0,0.620046,1.9941,68.9059,0,0,31.0941
 sfsarp-5-8-3,1.03245,0,0,0.351353,1.38381,74.6097,0,0,25.3903
 sfsarp-5-8-4,1.20235,0,0,0.313968,1.51632,79.2941,0,0,20.7059
 sfsarp-5-8-5,0.981258,0,0,0.264453,1.24571,78.7709,0,0,21.2291
 sfsarp-5-9-1,1.91851,0,0,0.309314,2.22782,86.1159,0,0,13.8841
 sfsarp-5-9-2,1.18823,0,0,0.829498,2.01772,58.8894,0,0,41.1106
 sfsarp-5-9-3,1.42062,0,0,0.595911,2.01653,70.4488,0,0,29.5512
 sfsarp-5-9-4,1.0149,0,0,0.432177,1.44708,70.1346,0,0,29.8654
 sfsarp-5-9-5,1.65898,0,0,0.555093,2.21408,74.9289,0,0,25.0711
 sfsarp-6-5-1,1.06509,0,0,0.511612,1.57671,67.5518,0,0,32.4482
