10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-0.tsp ,14,1,1,133.482,18.8254,114.779,6,1.58,37.5282,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-0.tsp ,12,3,3,110.825,47.8608,117.088,6,1096.98,41.5978,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-0.tsp ,11,4,4,103.846,56.0456,105.754,6,4917.36,54.1378,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-0.tsp ,9,6,4,85.704,56.0456,95.6708,5,7193.64,46.0788,Feasible
