0	  19.0833
1	  13.8500
2	   5.3167
3	  18.4000
4	  10.2333
5	  12.7500
6	   8.9833
7	  21.4667
8	  11.2500
9	   5.7000
10	   2.4167
11	  12.9667
12	   1.3000
13	   5.3500
14	   2.3833
15	  16.3500
16	  18.9833
17	   5.4000
18	   8.6667
19	   1.9000
20	   6.2167
21	  16.4167
22	  14.7667
23	  18.5167
24	   9.6667
25	   3.3500
26	  21.6167
27	   4.3833
28	  20.2500
29	   9.4833
30	   3.2000
31	  17.1667
32	  12.0333
33	   8.0167
34	   2.6000
35	  21.7667
36	   9.4667
37	  21.9500
38	  10.2667
39	  20.2333
40	   5.5000
41	  12.1833
42	  21.9000
43	  17.1667
44	  17.0500
45	  13.0000
46	   0.5500
47	   3.0667
48	   7.1000
49	   8.7167
50	   4.4667
51	  12.8167
52	  13.8333
53	  18.7333
54	  20.0333
55	   1.3333
56	  10.7833
57	   8.7000
58	  16.1000
59	   8.8667
60	  17.6833
61	  18.8000
62	   3.8833
63	  18.4333
64	  15.5167
65	   5.9833
66	  18.0333
67	  13.7000
68	   5.7833
69	   6.1500
