0	  17.1833
1	  16.0500
2	  16.6667
3	  10.8333
4	  10.5167
5	  12.9167
6	  13.9333
7	  16.0167
8	  12.7667
9	  10.2500
10	  15.3833
11	  10.3333
12	  10.1000
13	  15.3333
14	  16.0500
15	   9.9500
16	  15.9833
17	  11.0333
18	  10.3167
19	  11.2667
20	  13.5500
21	   9.4500
22	  11.2333
23	  10.0167
24	  16.1167
25	  11.0000
26	  17.1500
27	  11.6000
28	  15.4667
29	  14.5333
30	  16.5333
31	  13.2000
32	  13.2667
33	  13.7333
34	  14.7000
35	  12.3167
36	   9.3333
37	  17.1833
38	  16.8667
39	  12.7667
40	  15.9667
41	  14.9333
42	  13.7667
43	  14.6167
44	  12.9333
45	  10.3500
46	  15.2333
47	   9.4667
48	  12.0500
49	  14.0833
