0	  10.9500
1	  17.1500
2	   9.5000
3	  12.3000
4	  14.0167
5	  17.2167
6	  16.8000
7	  10.8500
8	  12.1500
9	  11.5333
10	  16.3667
11	  13.7000
12	  13.7833
13	   9.6000
14	  13.0167
15	  11.6833
16	  12.2167
17	  12.4000
18	  10.8000
19	  15.4667
20	  14.3667
21	  10.1667
22	  16.0333
23	  15.2833
24	   9.6000
25	   9.9667
26	  12.1167
27	  12.7333
28	  14.2500
29	  10.1167
30	  17.1167
31	  13.7333
32	  15.8000
33	  15.1667
34	  16.7000
35	  10.3667
36	  12.9167
37	  16.1667
38	   9.7500
39	  13.6000
40	  10.3833
41	  16.8000
42	   9.9833
43	  12.7000
44	  17.0667
45	  13.6667
46	  15.0500
47	  11.9500
48	  14.6000
49	  14.3833
