
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sarp-10-5-A-1,0.5,2.63836,0.333333,1.98311,5.4548,9.16624,48.3676,6.11083,36.3553
 sarp-10-5-A-2,0.5,2.73363,0.333333,1.56253,5.12949,9.74756,53.2924,6.49838,30.4617
 sarp-10-5-B-1,0.5,2.15124,0.333333,2.08971,5.07428,9.85361,42.395,6.56907,41.1823
 sarp-10-5-B-2,0.666667,1.94911,0.166667,2.0103,4.79274,13.9099,40.668,3.47748,41.9446
 sarp-10-5-C-1,0.416667,5.65382,0.416667,2.28743,8.77458,4.74857,64.4341,4.74857,26.0688
 sarp-10-5-C-2,0.583333,3.2157,0.25,2.28301,6.33204,9.2124,50.7845,3.94817,36.0549
 sarp-5-10-A-1,0.25,1.19935,0.166667,0.665195,2.28121,10.9591,52.5751,7.30606,29.1597
 sarp-5-10-A-2,0.166667,1.39099,0.25,0.43598,2.24363,7.42842,61.9971,11.1426,19.4319
 sarp-5-10-B-1,0.25,1.43963,0.166667,1.21123,3.06752,8.1499,46.9313,5.43327,39.4855
 sarp-5-10-B-2,0.166667,1.39764,0.25,0.525708,2.34002,7.12245,59.7279,10.6837,22.466
 sarp-5-10-C-1,0.25,1.83992,0.166667,1.16492,3.4215,7.30673,53.7752,4.87115,34.0469
 sarp-5-10-C-2,0.25,1.24429,0.166667,0.928743,2.5897,9.65362,48.0477,6.43575,35.8629
 sarp-5-5-A-1,0.25,1.09248,0.166667,1.14482,2.65397,9.41986,41.1639,6.27991,43.1363
 sarp-5-5-A-2,0.25,1.13772,0.166667,1.17718,2.73157,9.15223,41.6508,6.10149,43.0955
 sarp-5-5-B-1,0.25,0.949895,0.166667,1.02998,2.39654,10.4317,39.6362,6.95448,42.9777
 sarp-5-5-B-2,0.166667,2.02397,0.25,0.608972,3.04961,5.46518,66.3682,8.19777,19.9689
 sarp-5-5-C-1,0.166667,2.60201,0.25,1.00968,4.02836,4.13734,64.5924,6.20601,25.0642
 sarp-5-5-C-2,0.25,1.11064,0.166667,1.97619,3.5035,7.13571,31.7009,4.75714,56.4062
 sarp-5-6-A-1,0.166667,1.61031,0.25,0.701574,2.72855,6.10825,59.017,9.16238,25.7123
 sarp-5-6-A-2,0.166667,1.853,0.25,0.950342,3.22001,5.17597,57.5464,7.76395,29.5136
 sarp-5-6-B-1,0.25,1.40284,0.166667,1.07759,2.8971,8.62931,48.4223,5.75287,37.1955
 sarp-5-6-B-2,0.25,1.29552,0.166667,1.34902,3.06121,8.16671,42.3206,5.44448,44.0682
 sarp-5-6-C-1,0.166667,1.35587,0.25,1.22749,3.00003,5.5555,45.1953,8.33325,40.916
 sarp-5-6-C-2,0.25,1.57425,0.166667,1.93574,3.92666,6.36674,40.0913,4.24449,49.2975
 sarp-5-7-A-1,0.166667,1.71002,0.25,0.363212,2.48989,6.69372,68.6783,10.0406,14.5874
 sarp-5-7-A-2,0.166667,1.27423,0.25,0.718122,2.40902,6.91845,52.8941,10.3777,29.8097
 sarp-5-7-B-1,0.166667,2.00565,0.25,1.34762,3.76994,4.42094,53.2012,6.63141,35.7465
 sarp-5-7-B-2,0.166667,1.45593,0.25,0.817992,2.69059,6.19442,54.112,9.29163,30.4019
 sarp-5-7-C-1,0.25,1.5022,0.166667,1.68053,3.5994,6.94561,41.7347,4.63041,46.6893
 sarp-5-7-C-2,0.25,1.51364,0.166667,1.80715,3.73746,6.68904,40.4992,4.45936,48.3524
 sarp-5-8-A-1,0.25,1.08855,0.166667,1.03448,2.5397,9.84369,42.8614,6.56246,40.7324
 sarp-5-8-A-2,0.333333,0.656848,0.0833333,0.612322,1.68584,19.7726,38.9627,4.94314,36.3216
 sarp-5-8-B-1,0.166667,1.50625,0.25,0.947001,2.86991,5.80738,52.484,8.71106,32.9975
 sarp-5-8-B-2,0.25,1.24068,0.166667,1.09334,2.75069,9.08863,45.1044,6.05909,39.7479
 sarp-5-8-C-1,0.166667,2.92693,0.25,1.56707,4.91067,3.39397,59.6036,5.09096,31.9115
 sarp-5-8-C-2,0.166667,2.2561,0.25,1.56274,4.23551,3.93499,53.2664,5.90248,36.8961
 sarp-5-9-A-1,0.25,1.02507,0.166667,1.02524,2.46698,10.1338,41.5517,6.75589,41.5586
 sarp-5-9-A-2,0.166667,1.224,0.25,0.554996,2.19567,7.59071,55.7464,11.3861,25.2769
 sarp-5-9-B-1,0.333333,0.680172,0.0833333,1.26341,2.36025,14.1228,28.8178,3.5307,53.5287
 sarp-5-9-B-2,0.166667,2.02545,0.25,1.19778,3.63989,4.57889,55.6459,6.86833,32.9069
 sarp-5-9-C-1,0.166667,2.21121,0.25,0.667314,3.2952,5.05787,67.1042,7.5868,20.2511
 sarp-5-9-C-2,0.25,1.51318,0.166667,2.5692,4.49905,5.55673,33.6333,3.70449,57.1055
 sarp-6-5-A-1,0.25,1.57266,0.25,1.15945,3.23211,7.73488,48.6574,7.73488,35.8729
 sarp-6-5-A-2,0.25,1.67953,0.25,0.972022,3.15155,7.9326,53.2921,7.9326,30.8427
 sarp-6-5-B-1,0.25,1.4172,0.25,1.17516,3.09236,8.08445,45.8292,8.08445,38.0019
 sarp-6-5-B-2,0.25,2.48565,0.25,1.21236,4.19801,5.95521,59.2102,5.95521,28.8793
 sarp-6-5-C-1,0.333333,2.20045,0.166667,1.78064,4.48109,7.43867,49.1052,3.71934,39.7368
 sarp-6-5-C-2,0.333333,1.70578,0.166667,2.46172,4.6675,7.14158,36.5459,3.57079,52.7418
 sarp-6-6-A-1,0.166667,1.81902,0.333333,0.854639,3.17366,5.25156,57.3162,10.5031,26.9291
 sarp-6-6-A-2,0.333333,1.35293,0.166667,1.30899,3.16192,10.5421,42.7882,5.27106,41.3986
 sarp-6-6-B-1,0.25,1.48459,0.25,1.34702,3.33161,7.50389,44.5607,7.50389,40.4315
 sarp-6-6-B-2,0.333333,1.61906,0.166667,1.11681,3.23587,10.3012,50.0347,5.1506,34.5135
 sarp-6-6-C-1,0.25,1.85343,0.25,1.17703,3.53046,7.08123,52.4982,7.08123,33.3393
 sarp-6-6-C-2,0.333333,1.79533,0.166667,1.91746,4.21279,7.91242,42.6162,3.95621,45.5152
 sarp-6-7-A-1,0.166667,1.68383,0.333333,0.582333,2.76617,6.02518,60.8725,12.0504,21.052
 sarp-6-7-A-2,0.166667,2.2896,0.333333,0.905706,3.69531,4.51022,61.9597,9.02044,24.5096
 sarp-6-7-B-1,0.25,1.59819,0.25,1.12456,3.22275,7.75735,49.5909,7.75735,34.8944
 sarp-6-7-B-2,0.25,1.8217,0.25,0.792721,3.11442,8.02719,58.4924,8.02719,25.4533
 sarp-6-7-C-1,0.25,2.65587,0.25,1.38851,4.54439,5.50129,58.443,5.50129,30.5545
 sarp-6-7-C-2,0.333333,1.72733,0.166667,2.05466,4.282,7.78453,40.3394,3.89226,47.9838
 sarp-6-8-A-1,0.25,1.39445,0.25,0.476856,2.37131,10.5427,58.8052,10.5427,20.1094
 sarp-6-8-A-2,0.166667,2.15471,0.333333,0.913746,3.56846,4.67055,60.3822,9.3411,25.6062
 sarp-6-8-B-1,0.166667,2.29901,0.333333,0.62577,3.42478,4.8665,67.1286,9.733,18.2719
 sarp-6-8-B-2,0.166667,2.11271,0.333333,0.807351,3.42006,4.87321,61.774,9.74642,23.6064
 sarp-6-8-C-1,0.25,2.38368,0.25,1.97867,4.86235,5.14155,49.0233,5.14155,40.6936
 sarp-6-8-C-2,0.166667,2.61584,0.333333,1.23738,4.35323,3.82858,60.0898,7.65715,28.4245
 sarp-6-9-A-1,0.25,1.5284,0.25,0.85427,2.88267,8.67253,53.0202,8.67253,29.6347
 sarp-6-9-A-2,0.25,1.70139,0.25,1.27259,3.47399,7.19634,48.9752,7.19634,36.6321
 sarp-6-9-B-1,0.25,2.41714,0.25,1.0104,3.92754,6.3653,61.5433,6.3653,25.7261
 sarp-6-9-B-2,0.25,1.87394,0.25,1.08628,3.46022,7.22497,54.1566,7.22497,31.3934
 sarp-6-9-C-1,0.166667,3.85483,0.333333,1.2586,5.61343,2.96907,68.6716,5.93814,22.4212
 sarp-6-9-C-2,0.333333,1.62396,0.166667,2.4838,4.60776,7.23417,35.244,3.61708,53.9047
 sarp-7-5-A-1,0.416667,1.58788,0.166667,1.23114,3.40235,12.2465,46.6701,4.89858,36.1849
 sarp-7-5-A-2,0.25,1.90793,0.333333,0.846966,3.33822,7.48901,57.1539,9.98535,25.3717
 sarp-7-5-B-1,0.333333,2.12241,0.25,1.01387,3.71962,8.96149,57.06,6.72112,27.2574
 sarp-7-5-B-2,0.333333,2.16998,0.25,0.682635,3.43594,9.70136,63.1552,7.27602,19.8675
 sarp-7-5-C-1,0.416667,1.85526,0.166667,2.03467,4.47326,9.31461,41.4745,3.72584,45.4851
 sarp-7-5-C-2,0.333333,2.53428,0.25,1.62489,4.7425,7.02865,53.4376,5.27149,34.2623
 sarp-7-6-A-1,0.333333,1.61775,0.25,0.557587,2.75867,12.0831,58.6423,9.06234,20.2122
 sarp-7-6-A-2,0.25,2.20159,0.333333,0.710561,3.49548,7.15208,62.9838,9.53611,20.328
 sarp-7-6-B-1,0.25,1.639,0.333333,1.42111,3.64344,6.86164,44.9848,9.14885,39.0047
 sarp-7-6-B-2,0.333333,2.01569,0.25,0.95426,3.55328,9.381,56.7275,7.03575,26.8558
 sarp-7-6-C-1,0.416667,2.02966,0.166667,2.429,5.04199,8.26394,40.2551,3.30557,48.1754
 sarp-7-6-C-2,0.333333,1.9893,0.25,2.52163,5.09426,6.54331,39.0499,4.90748,49.4994
 sarp-7-7-A-1,0.25,2.09796,0.333333,0.920347,3.60164,6.94129,58.2501,9.25505,25.5536
