
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 ghsarp-10-5-0,-20.5,59.8937,-13.6667,89.7203,115.447,-17.757,51.8797,-11.838,77.7154
 ghsarp-10-5-1,-27.3333,52.9096,-6.83333,61.7574,80.5003,-33.9543,65.726,-8.48858,76.7169
 ghsarp-10-5-2,-27.3333,46.6286,-6.83333,100.084,112.546,-24.2864,41.4308,-6.07161,88.9272
 ghsarp-10-5-3,-20.5,51.6762,-13.6667,57.9103,75.4198,-27.1812,68.5181,-18.1208,76.7839
 ghsarp-10-5-4,-20.5,43.4321,-13.6667,61.684,70.9494,-28.8938,61.2155,-19.2625,86.9408
 ghsarp-10-5-5,-23.9167,53.8434,-10.25,76.8163,96.493,-24.7859,55.8003,-10.6225,79.6082
 ghsarp-10-5-6,-27.3333,32.6231,-6.83333,82.5016,80.958,-33.7623,40.2963,-8.44059,101.907
 ghsarp-10-5-7,-20.5,64.6602,-13.6667,54.6988,85.1923,-24.0632,75.8991,-16.0421,64.2062
 ghsarp-10-5-8,-20.5,57.101,-13.6667,52.8875,75.8219,-27.037,75.3094,-18.0247,69.7523
 ghsarp-10-5-9,-17.0833,64.0206,-17.0833,65.7697,95.6237,-17.8652,66.9506,-17.8652,68.7797
 ghsarp-5-10-0,-10.25,38.1822,-6.83333,46.186,67.2849,-15.2337,56.7471,-10.1558,68.6424
 ghsarp-5-10-1,-6.83333,29.9341,-10.25,29.1325,41.9833,-16.2763,71.3002,-24.4145,69.3906
 ghsarp-5-10-2,-10.25,46.9334,-6.83333,53.124,82.9741,-12.3532,56.5639,-8.2355,64.0248
 ghsarp-5-10-3,-13.6667,17.6956,-3.41667,41.2482,41.8605,-32.6481,42.2728,-8.16203,98.5373
 ghsarp-5-10-4,-6.83333,41.4368,-10.25,22.7346,47.088,-14.5118,87.9986,-21.7678,48.281
 ghsarp-5-10-5,-6.83333,28.7261,-10.25,27.6258,39.2686,-17.4015,73.1529,-26.1023,70.3509
 ghsarp-5-10-6,-10.25,40.6812,-6.83333,36.5325,60.1303,-17.0463,67.6551,-11.3642,60.7554
 ghsarp-5-10-7,-10.25,22.2003,-6.83333,34.1775,39.2944,-26.0851,56.4972,-17.3901,86.978
 ghsarp-5-10-8,-10.25,25.1364,-6.83333,33.532,41.585,-24.6483,60.4458,-16.4322,80.6347
 ghsarp-5-10-9,-10.25,25.1414,-6.83333,53.2244,61.2824,-16.7258,41.0254,-11.1506,86.851
 ghsarp-5-5-0,-6.83333,31.9142,-10.25,40.5258,55.3567,-12.3442,57.6519,-18.5163,73.2086
 ghsarp-5-5-1,-10.25,11.8914,-6.83333,39.0335,33.8415,-30.2883,35.1385,-20.1922,115.342
 ghsarp-5-5-2,-6.83333,35.2273,-10.25,28.4785,46.6225,-14.6567,75.5587,-21.9851,61.0832
 ghsarp-5-5-3,-10.25,18.2122,-6.83333,51.259,52.3879,-19.5656,34.7641,-13.0437,97.8452
 ghsarp-5-5-4,-6.83333,52.5287,-10.25,40.629,76.0744,-8.98244,69.0492,-13.4737,53.4069
 ghsarp-5-5-5,-10.25,31.6631,-6.83333,14.2942,28.874,-35.499,109.66,-23.666,49.5055
