
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 ghsarp-10-5-0,0.5,2.29415,0.333333,2.1883,5.31579,9.40594,43.1574,6.27063,41.1661
 ghsarp-10-5-1,0.666667,2.12381,0.166667,1.50628,4.46342,14.9362,47.5826,3.73406,33.7471
 ghsarp-10-5-2,0.666667,1.97062,0.166667,2.44107,5.24502,12.7105,37.5712,3.17762,46.5407
 ghsarp-10-5-3,0.5,2.09373,0.333333,1.41245,4.33951,11.522,48.2481,7.68136,32.5485
 ghsarp-10-5-4,0.5,1.89265,0.333333,1.50449,4.23047,11.819,44.7385,7.87934,35.5631
 ghsarp-10-5-5,0.583333,2.14659,0.25,1.87357,4.85349,12.0188,44.2277,5.15093,38.6025
 ghsarp-10-5-6,0.666667,1.62902,0.166667,2.01223,4.47459,14.899,36.406,3.72474,44.9703
 ghsarp-10-5-7,0.5,2.41041,0.333333,1.33412,4.57786,10.9221,52.6537,7.28142,29.1428
 ghsarp-10-5-8,0.5,2.22604,0.333333,1.28994,4.34931,11.4961,51.1814,7.66404,29.6585
 ghsarp-10-5-9,0.416667,2.39481,0.416667,1.60414,4.83229,8.62256,49.5586,8.62256,33.1963
 ghsarp-5-10-0,0.25,1.34794,0.166667,1.12649,2.89109,8.64725,46.6239,5.76483,38.964
 ghsarp-5-10-1,0.166667,1.14677,0.25,0.710548,2.27398,7.32929,50.4299,10.9939,31.2468
 ghsarp-5-10-2,0.25,1.56138,0.166667,1.29571,3.27376,7.63648,47.6939,5.09099,39.5786
 ghsarp-5-10-3,0.333333,0.848267,0.0833333,1.00605,2.27099,14.6779,37.3523,3.66948,44.3003
 ghsarp-5-10-4,0.166667,1.42732,0.25,0.554501,2.39849,6.94882,59.5092,10.4232,23.1188
 ghsarp-5-10-5,0.166667,1.1173,0.25,0.673801,2.20777,7.54909,50.6078,11.3236,30.5195
 ghsarp-5-10-6,0.25,1.40889,0.166667,0.891035,2.71659,9.2027,51.8624,6.13513,32.7997
 ghsarp-5-10-7,0.25,0.958136,0.166667,0.833598,2.2084,11.3204,43.386,7.54694,37.7467
 ghsarp-5-10-8,0.25,1.02975,0.166667,0.817852,2.26427,11.0411,45.4782,7.36073,36.1199
 ghsarp-5-10-9,0.25,1.02987,0.166667,1.29816,2.74469,9.10849,37.5223,6.07232,47.2969
 ghsarp-5-5-0,0.166667,1.19506,0.25,0.988435,2.60016,6.40986,45.961,9.61478,38.0144
 ghsarp-5-5-1,0.25,0.7067,0.166667,0.952035,2.0754,12.0459,34.0512,8.03057,45.8723
 ghsarp-5-5-2,0.166667,1.27587,0.25,0.694597,2.38713,6.98187,53.4478,10.4728,29.0975
 ghsarp-5-5-3,0.25,0.860866,0.166667,1.25022,2.52775,9.89021,34.0566,6.59347,49.4598
 ghsarp-5-5-4,0.166667,1.69786,0.25,0.99095,3.10547,5.36687,54.673,8.05031,31.9098
