
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-5-1,0.5,1.97411,0.333333,1.06309,3.87053,12.9181,51.0035,8.61208,27.4663
 sfsarp-10-5-2,0.416667,1.4408,0.416667,0.463316,2.73745,15.221,52.633,15.221,16.9251
 sfsarp-10-5-3,0.333333,1.55648,0.5,0.820928,3.21074,10.3818,48.4772,15.5727,25.5682
 sfsarp-10-5-4,0.416667,1.82289,0.416667,0.732224,3.38845,12.2967,53.7972,12.2967,21.6094
 sfsarp-10-5-5,0.333333,2.20547,0.5,1.07473,4.11353,8.10333,53.6151,12.155,26.1266
 sfsarp-5-10-1,0.166667,0.572272,0.25,0.147183,1.13612,14.6698,50.3707,22.0047,12.9548
 sfsarp-5-10-2,0.166667,1.24021,0.25,0.476216,2.13309,7.8134,58.1413,11.7201,22.3252
 sfsarp-5-10-3,0.0833333,0.557745,0.333333,0.0754404,1.04985,7.93763,53.126,31.7505,7.18582
 sfsarp-5-10-4,0.166667,0.758811,0.25,0.316545,1.49202,11.1705,50.8579,16.7558,21.2158
 sfsarp-5-10-5,0.166667,0.682924,0.25,0.688231,1.78782,9.32233,38.1987,13.9835,38.4955
 sfsarp-5-5-1,0.0833333,2.84822,0.333333,0.135235,3.40012,2.4509,83.7682,9.80358,3.97736
 sfsarp-5-5-2,0.166667,0.693971,0.25,0.286636,1.39727,11.928,49.6661,17.892,20.5139
 sfsarp-5-5-3,0.0833333,0.837195,0.333333,0.238108,1.49197,5.58546,56.1134,22.3418,15.9593
 sfsarp-5-5-4,0.166667,0.651496,0.25,0.239309,1.30747,12.7472,49.8287,19.1209,18.3032
 sfsarp-5-5-5,0.0833333,1.63636,0.333333,0.114051,2.16708,3.84542,75.51,15.3817,5.26288
 sfsarp-5-6-1,0.166667,1.41274,0.25,0.262455,2.09187,7.96737,67.5351,11.9511,12.5464
 sfsarp-5-6-2,0.166667,0.560486,0.25,0.27271,1.24986,13.3348,44.8438,20.0022,21.8192
 sfsarp-5-6-3,0.166667,1.04635,0.25,0.334652,1.79767,9.27127,58.2059,13.9069,18.6159
 sfsarp-5-6-4,0.166667,1.34426,0.25,0.929439,2.69036,6.19495,49.9656,9.29243,34.547
 sfsarp-5-6-5,0.25,0.544114,0.166667,0.823467,1.78425,14.0115,30.4954,9.341,46.1521
