0	2	1	-1	3	25	26.040000	0.830000	9.770000
1	0	1	-1	0	25	26.040000	0.830000	9.770000
2	1	1	-1	0	25	26.040000	0.830000	9.770000
3	1	1	-1	3	25	26.040000	0.830000	9.770000
4	1	3	-1	1	25	17.570000	0.580000	9.770000
5	1	1	-1	0	25	26.040000	0.830000	9.770000
6	1	1	-1	0	25	26.040000	0.830000	9.770000
7	3	3	-1	1	25	17.570000	0.580000	9.770000
8	3	3	-1	1	25	17.570000	0.580000	9.770000
9	3	3	-1	1	25	17.570000	0.580000	9.770000
10	5	1	-1	0	25	26.040000	0.830000	9.770000
11	7	1	-1	0	25	26.040000	0.830000	9.770000
12	15	1	-1	0	25	26.040000	0.830000	9.770000
13	15	3	-1	1	25	17.570000	0.580000	9.770000
14	13	1	-1	3	25	26.040000	0.830000	9.770000
15	13	1	-1	0	25	26.040000	0.830000	9.770000
16	16	3	-1	1	25	17.570000	0.580000	9.770000
17	16	3	-1	1	25	17.570000	0.580000	9.770000
