Instance,Served,Sol Value,LB,UB,Time,Empty hours,Empty kms
sfsarp-10-10-1,10,-14.4983,-14.4983,-14.4983,3556.0,0.8227073170731709,33.730999999999995
sfsarp-10-10-2,9,-17.4166,-17.4166,-17.4166,1595.0,0.9554878048780487,39.175
sfsarp-10-10-3,8,-7.75561,-7.75561,-7.75561,1315.0,0.28146341463414637,11.54
sfsarp-10-10-4,9,-5.15616,-5.15616,-5.15616,2699.0,0.7309268292682927,29.967999999999996
sfsarp-10-10-5,10,-1.41197,-1.41197,-1.41197,4458.0,1.2679766702014847,51.98704347826087
sfsarp-10-15-1,13,-23.278,-23.278,-23.278,1138824.0,1.042269353128314,42.733043478260875
sfsarp-10-15-2,14,-28.3133,-28.3133,-28.3133,1134660.0,0.6907560975609756,28.320999999999998
sfsarp-10-15-3,-1,-1,-1e+12,-37.5,131741.0,-1,-1
sfsarp-10-15-4,-1,-1,-1e+12,-32,135372.0,-1,-1
sfsarp-10-15-5,-1,-1,-1e+12,-16.3,129725.0,-1,-1
sfsarp-10-20-1,-1,-1,-1e+12,-56,140629.0,-1,-1
sfsarp-10-20-2,-1,-1,-1e+12,-48.4,137971.0,-1,-1
sfsarp-10-20-3,-1,-1,-1e+12,-33.3,138001.0,-1,-1
sfsarp-10-20-4,-1,-1,-1e+12,-31.5,136307.0,-1,-1
sfsarp-10-20-5,-1,-1,-1e+12,-24.5,141952.0,-1,-1
sfsarp-10-30-1,-1,-1,-1e+12,-75,165188.0,-1,-1
sfsarp-10-30-2,-1,-1,-1e+12,-87.7,149548.0,-1,-1
sfsarp-10-30-3,-1,-1,-1e+12,-74.1,144420.0,-1,-1
sfsarp-10-30-4,-1,-1,-1e+12,-61.8,206335.0,-1,-1
sfsarp-10-30-5,-1,-1,-1e+12,-72.6,135331.0,-1,-1
sfsarp-15-10-1,10,-3.40311,-3.40311,-3.40311,4971.0,0.8804146341463415,36.09700000000001
sfsarp-15-10-2,10,16.9604,16.9604,16.9604,4152.0,1.7414634146341461,71.39999999999999
sfsarp-15-10-3,10,2.35622,2.35622,2.35622,4564.0,0.6908780487804879,28.326000000000004
sfsarp-15-10-4,10,-2.87045,-2.87045,-2.87045,4280.0,1.5677560975609754,64.27799999999998
