Instance,Served,Sol Value,LB,UB,Time,Empty hours,Empty kms
sfsarp-10-5-1,5,-13.5978,-13.5978,-13.5978,48.0,0.010582926829268292,0.43389999999999995
sfsarp-10-5-2,5,-13.5517,-13.5517,-13.5517,33.0,0.012134146341463412,0.49749999999999994
sfsarp-10-5-3,5,-13.5284,-13.5284,-13.5284,47.0,0.004024390243902439,0.16499999999999995
sfsarp-10-5-4,5,-13.5265,-13.5265,-13.5265,104.0,0.005804878048780488,0.238
sfsarp-10-5-5,5,-13.4692,-13.4692,-13.4692,110.0,0.011339024390243901,0.4649
sfsarp-5-10-1,-1,-1,-1e+12,-27.4,132629.0,-1,-1
sfsarp-5-10-2,-1,-1,-1e+12,-27.2,127958.0,-1,-1
sfsarp-5-10-3,-1,-1,-1e+12,-27.3,129824.0,-1,-1
sfsarp-5-10-4,-1,-1,-1e+12,-27.4,150025.0,-1,-1
sfsarp-5-10-5,-1,-1,-3629.98,-27.3,233128.0,-1,-1
sfsarp-5-5-1,5,-13.316,-13.316,-13.316,632.0,0.021248780487804875,0.8712
sfsarp-5-5-2,5,-13.6891,-13.6891,-13.6891,113.0,0.0033414634146341463,0.137
sfsarp-5-5-3,5,-13.6174,-13.6174,-13.6174,93.0,0.0020414634146341463,0.0837
sfsarp-5-5-4,5,-13.6489,-13.6489,-13.6489,52.0,0.004180487804878049,0.1714
sfsarp-5-5-5,5,-13.8342,-13.8342,-13.8342,30.0,0.011121951219512196,0.456
sfsarp-5-6-1,6,-16.3881,-16.3881,-16.3881,55.0,0.0023048780487804877,0.0945
sfsarp-5-6-2,6,-16.427,-16.427,-16.427,1163.0,0.002678048780487805,0.10980000000000001
sfsarp-5-6-3,6,-16.3416,-16.3416,-16.3416,9342.0,0.006348780487804877,0.2603
sfsarp-5-6-4,6,-16.2731,-16.2731,-16.2731,138.0,0.003673170731707317,0.15059999999999998
sfsarp-5-6-5,6,-16.3729,-16.3729,-16.3729,36907.0,0.0035560975609756095,0.14579999999999999
sfsarp-5-7-1,7,-19.1012,-19.1012,-19.1012,364.0,0.006624390243902439,0.27159999999999995
sfsarp-5-7-2,-1,-1,-6587.27,-19.1,357111.0,-1,-1
sfsarp-5-7-3,7,-18.9936,-18.9936,-18.9936,90850.0,0.00611951219512195,0.25089999999999996
sfsarp-5-7-4,-1,-1,-947.381,-19,263852.0,-1,-1
sfsarp-5-7-5,-1,-1,-4831.66,-19,136810.0,-1,-1
sfsarp-5-8-1,-1,-1,-1e+12,-21.9,128747.0,-1,-1
sfsarp-5-8-2,-1,-1,-2177.31,-21.8,230112.0,-1,-1
sfsarp-5-8-3,8,-21.8143,-21.8143,-21.8143,110313.0,0.004802439024390244,0.1969
sfsarp-5-8-4,8,-21.8972,-21.8972,-21.8972,125631.0,0.0038804878048780485,0.1591
sfsarp-5-8-5,8,-21.9264,-21.9264,-21.9264,31950.0,0.004414634146341463,0.181
sfsarp-5-9-1,-1,-1,-1e+12,-24.7,130032.0,-1,-1
sfsarp-5-9-2,-1,-1,-1e+12,-24.6,126465.0,-1,-1
sfsarp-5-9-3,9,-24.5511,-24.5511,-24.5511,411810.0,0.005104878048780488,0.20929999999999999
sfsarp-5-9-4,-1,-1,-3723.7,-24.5,172263.0,-1,-1
sfsarp-5-9-5,-1,-1,-1e+12,-24.5,128680.0,-1,-1
sfsarp-6-5-1,5,-13.5904,-13.5904,-13.5904,640.0,0.006514634146341464,0.2671
sfsarp-6-5-2,5,-13.5605,-13.5605,-13.5605,143.0,0.005436585365853658,0.2229
sfsarp-6-5-3,5,-13.7009,-13.7009,-13.7009,174.0,0.006024390243902438,0.24699999999999997
