Instance,Served,Sol Value,LB,UB,Time,Empty hours,Empty kms
sarp-10-10-C-1,8,-42.989,-42.989,-42.989,1454.0,0.8902439024390243,36.5
sarp-20-70-A-2,-1,-1,-1e+12,6.8,522566.0,-1,-1
sarp-30-10-C-1,10,-9.385,-9.385,-9.385,8171.0,3.041463414634146,124.70000000000002
sarp-30-30-C-2,-1,-1,-1e+12,-218.9,886050.0,-1,-1
sarp-30-40-B-2,-1,-1,-1e+12,5,641161.0,-1,-1
sarp-5-15-A-2,10,-8.912,-8.912,-8.912,669737.0,0.6121951219512195,25.099999999999998
sarp-5-30-C-2,-1,-1,-1e+12,-191.5,250556.0,-1,-1
sarp-5-5-A-1,3,5.413,5.413,5.413,12.0,0.8926829268292683,36.6
sarp-50-60-C-2,-1,-1,-1e+12,-516.8,1395194.0,-1,-1
sarp-6-5-B-1,5,-4.455,-4.455,-4.455,10.0,1.1853658536585365,48.60000000000001
sarp-8-7-C-2,7,-27.618,-27.618,-27.618,34.0,0.8121951219512196,33.3
