
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-15-5-A-1.txt ,3.29384,0.46799,0.355993,3.17213,18.5995,9.85323e-15,25.8894,12.7227,1.80765,1.37505,12.2526,71.842,3.80589e-14
sarp-15-5-A-2.txt ,2.63003,2.59726,1.17668,1.87158,26.8684,3.48937,38.6333,6.80767,6.72286,3.04577,4.84448,69.5472,9.03203
sarp-15-5-A-3.txt ,2.27531,2.22717,1.14048,2.91212,15.8981,3.16195,27.6151,8.23936,8.06503,4.12993,10.5454,57.5702,11.4501
sarp-15-5-A-4.txt ,2.76997,3.20754,1.11087,3.35083,15.152,6.17592,31.7671,8.7196,10.097,3.49691,10.5481,47.6971,19.4412
sarp-15-5-B-2.txt ,3.41589,3.63089,1.31135,2.52355,18.5974,4.50001,33.9791,10.0529,10.6857,3.85929,7.42676,54.7319,13.2435
sarp-15-5-B-3.txt ,2.95743,2.31772,1.24771,2.42899,22.338,2.71313,34.003,8.69754,6.81623,3.66941,7.14345,65.6943,7.97909
sarp-15-5-B-4.txt ,3.3087,2.92845,1.13142,2.84616,16.4608,5.7932,32.4688,10.1904,9.01929,3.48464,8.76584,50.6974,17.8424
sarp-15-5-C-1.txt ,4.7387,2.67109,2.84592,3.88875,14.4055,1.90484,30.4548,15.5597,8.77066,9.34472,12.7689,47.3013,6.25465
sarp-15-5-C-2.txt ,4.11603,3.2955,2.95082,2.13145,10.6076,3.48545,26.5869,15.4814,12.3952,11.0988,8.01691,39.898,13.1097
sarp-15-5-C-3.txt ,5.73065,2.71015,1.8415,2.54354,26.909,6.7501,46.4849,12.328,5.83017,3.9615,5.47175,57.8876,14.5211
sarp-15-5-C-4.txt ,5.75918,3.03836,1.87604,3.19135,15.1584,1.83054,30.8539,18.666,9.8476,6.08039,10.3434,49.1297,5.93294

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-15-5-A-1.txt ,3.29384,0.46799,0.355993,3.17213,14.3551,4.24443,25.8894,12.7227,1.80765,1.37505,12.2526,55.4475,16.3944
sarp-15-5-A-2.txt ,3.12218,1.21633,0.684522,2.27563,30.2327,-5.81479e-15,37.5313,8.31887,3.24084,1.82387,6.06329,80.5531,-1.54932e-14
sarp-15-5-A-3.txt ,2.27531,2.22717,1.14048,2.76994,17.4708,1.55448,27.4382,8.29248,8.11703,4.15655,10.0952,63.6734,5.66537
sarp-15-5-A-4.txt ,2.17297,3.12482,1.70786,2.73029,14.5649,7.17415,31.475,6.90381,9.92795,5.42609,8.67448,46.2745,22.7932
sarp-15-5-B-2.txt ,2.55707,3.59412,2.17017,2.23561,26.3752,3.33866,40.2708,6.34968,8.92487,5.38894,5.55144,65.4946,8.29051
sarp-15-5-B-3.txt ,2.16964,2.59866,2.0355,2.30083,16.5276,4.25379,29.886,7.25971,8.69522,6.81086,7.69867,55.3022,14.2334
sarp-15-5-B-4.txt ,3.00342,2.89154,1.4367,2.16171,19.5677,5.7427,34.8037,8.6296,8.30813,4.12799,6.21114,56.2229,16.5002
sarp-15-5-C-1.txt ,4.15843,3.48423,3.42618,3.54082,14.6761,2.25957,31.5453,13.1824,11.0451,10.8611,11.2245,46.5239,7.16292
sarp-15-5-C-2.txt ,4.79158,3.06881,2.27527,2.66698,13.5487,1.2731,27.6244,17.3454,11.109,8.23642,9.65442,49.0461,4.60861
sarp-15-5-C-3.txt ,5.6973,2.82646,1.87485,2.28035,23.6321,10.4475,46.7585,12.1845,6.04481,4.00964,4.87687,50.5407,22.3435
sarp-15-5-C-4.txt ,4.71813,4.50944,2.91709,2.92997,18.994,0.73865,34.8073,13.555,12.9555,8.38069,8.4177,54.569,2.12211
