 1A
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
 sarp-30-20-A-1,30,20,7,153.516,30.0729,121.402,8,0.11,62.1875,Optimal,18.952,18.952,0
 sarp-30-20-A-2,30,20,11,143.012,57.2142,125.463,7,0.14,74.7633,Optimal,33.2918,33.2918,0
 sarp-30-20-B-1,30,20,13,183.687,76.5744,151.961,8,0.09,108.301,Optimal,48.7996,48.7996,0
 sarp-30-20-C-2,30,20,15,460.899,209.815,334.565,7,0.21,336.15,Optimal,146.126,146.126,0
 sarp-5-15-A-1,5,15,3,29.5285,20.7209,38.1283,3,0.01,12.1211,Optimal,9.21041,9.21041,0
 sarp-5-15-A-2,5,15,3,25.4153,29.5806,49.19,2,0.01,5.80588,Optimal,21.7643,21.7643,0
 sarp-5-15-B-1,5,15,3,39.5025,33.8148,44.7126,3,0.01,28.6047,Optimal,12.8501,12.8501,0
 sarp-5-15-B-2,5,15,3,36.2284,41.8204,43.0903,3,0.01,34.9586,Optimal,27.5591,27.5591,0
 sarp-5-15-C-1,5,15,3,63.5095,58.9837,64.8944,3,0.02,57.5987,Optimal,32.5963,32.5963,0
 sarp-5-15-C-2,5,15,3,61.7596,74.2025,75.3266,3,0.01,60.6355,Optimal,43.4926,43.4926,0
 sarp-5-20-A-1,5,20,0,27.9696,0,27.4963,4,0,0.473354,Optimal,0.473354,0.473354,0
 sarp-5-20-A-2,5,20,3,26.1695,22.5318,42.0002,2,0.02,6.70114,Optimal,13.4394,13.4394,0
 sarp-5-20-B-1,5,20,4,29.7224,44.5476,63.6226,3,0.02,10.6474,Optimal,18.3308,18.3308,0
 sarp-5-20-B-2,5,20,3,34.4164,35.3412,44.0595,2,0.02,25.6981,Optimal,16.9005,16.9005,0
 sarp-5-20-C-1,5,20,3,95.5267,65.8724,83.9883,3,0.03,77.4108,Optimal,43.6605,43.6605,0
 sarp-5-20-C-2,5,20,3,74.8613,58.3536,61.2879,2,0.03,71.9271,Optimal,42.2436,42.2436,0
 sarp-5-30-A-1,5,30,3,23.2355,19.4806,37.5155,2,0.03,5.20065,Optimal,13.3602,13.3602,0
 sarp-5-30-A-2,5,30,3,24.3359,16.414,47.9575,2,0.02,-7.20748,Optimal,12.0408,12.0408,0
 sarp-5-30-B-1,5,30,2,26.8429,27.228,45.9356,2,0.03,8.13523,Optimal,12.7667,12.7667,0
 sarp-5-30-B-2,5,30,3,28.4023,19.2383,34.754,2,0.04,12.8866,Optimal,14.2248,14.2248,0
 sarp-5-30-C-1,5,30,3,85.1686,56.518,71.2436,2,0.03,70.4429,Optimal,37.523,37.523,0
 sarp-5-30-C-2,5,30,3,65.5644,56.3517,66.0834,3,0.04,55.8327,Optimal,37.3043,37.3043,0
