 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sarp-15-10-A-1,1.35115,2.4894,0.93353,3.35034,8.12442,16.6307,30.641,11.4904,41.2379
 sarp-15-10-A-2,1.07375,2.87848,0.927344,3.05155,7.93112,13.5385,36.2934,11.6925,38.4756
 sarp-15-10-B-1,1.01931,2.94731,1.67642,2.77746,8.4205,12.1051,35.0016,19.9088,32.9845
 sarp-15-10-B-2,2.51612,0,0,4.6571,7.17321,35.0766,0,0,64.9234
 sarp-15-10-C-1,3.06271,3.57985,2.96688,3.79616,13.4056,22.8465,26.7041,22.1316,28.3177
 sarp-15-10-C-2,3.65653,2.90102,2.31258,2.75862,11.6287,31.4439,24.9469,19.8868,23.7224
 sarp-15-15-A-1,1.21618,1.95072,0.712437,3.27628,7.15563,16.9962,27.2614,9.95633,45.7861
 sarp-15-15-A-2,0.921074,3.13439,1.06162,3.43801,8.5551,10.7664,36.6377,12.4092,40.1867
 sarp-15-15-B-1,1.20964,2.68943,1.06818,3.0428,8.01004,15.1015,33.5757,13.3355,37.9873
 sarp-15-15-B-2,1.15848,3.38348,1.20941,3.47847,9.22985,12.5515,36.6581,13.1032,37.6872
 sarp-15-15-C-1,2.25329,5.42234,3.89173,3.01787,14.5852,15.4491,37.1769,26.6827,20.6913
 sarp-15-15-C-2,2.66175,3.80242,3.6389,3.70389,13.807,19.2783,27.5399,26.3555,26.8263
 sarp-15-20-A-1,0.824737,3.15176,1.19314,3.55332,8.72295,9.45479,36.1318,13.6782,40.7352
 sarp-15-20-A-2,0.919695,2.6289,1.07722,3.60305,8.22887,11.1764,31.9473,13.0907,43.7855
 sarp-15-20-B-1,1.02813,2.81243,1.54629,2.70331,8.09016,12.7084,34.7636,19.1132,33.4148
 sarp-15-20-B-2,1.04808,3.45076,1.40866,3.85962,9.76712,10.7307,35.3304,14.4225,39.5164
 sarp-15-20-C-1,3.16302,3.55352,3.62297,3.68836,14.0279,22.5481,25.3319,25.827,26.2931
 sarp-15-20-C-2,1.87618,5.6973,3.75713,3.34874,14.6793,12.7811,38.8117,25.5947,22.8126
 sarp-15-30-A-1,0.798081,2.79191,1.1246,4.35139,9.06598,8.80303,30.7955,12.4046,47.9969
 sarp-15-30-A-2,0.984427,2.37135,0.863841,3.75478,7.9744,12.3448,29.7371,10.8327,47.0854
 sarp-15-30-B-1,1.05611,2.83321,1.28458,3.34053,8.51443,12.4038,33.2754,15.0871,39.2338
 sarp-15-30-B-2,1.13535,2.60938,1.05594,3.31745,8.11811,13.9854,32.1426,13.0073,40.8647
 sarp-15-30-C-1,1.89826,4.23591,4.10761,3.05293,13.2947,14.2783,31.8616,30.8966,22.9635
 sarp-15-30-C-2,2.93776,2.72989,3.47974,3.53554,12.6829,23.1631,21.5241,27.4364,27.8764
 sarp-20-10-A-1,1.51649,3.38585,1.01479,4.21626,10.1334,14.9652,33.4128,10.0143,41.6076
 sarp-20-10-A-2,1.71398,3.04959,1.08497,3.67361,9.52215,17.9999,32.0263,11.3942,38.5797
 sarp-20-10-B-1,2.14682,2.17527,1.01314,4.76435,10.0996,21.2565,21.5382,10.0315,47.1738
 sarp-20-10-B-2,2.02458,2.99975,1.37452,5.19318,11.592,17.4652,25.8777,11.8575,44.7996
 sarp-20-10-C-1,3.55469,4.57278,5.1191,2.77721,16.0238,22.1838,28.5374,31.9469,17.3318
 sarp-20-10-C-2,3.7856,3.7331,3.13185,4.14019,14.7907,25.5944,25.2394,21.1744,27.9918
 sarp-30-15-A-2,2.98234,2.76601,1.18526,5.66085,12.5945,23.6797,21.9621,9.41099,44.9472
 sarp-30-20-B-2,2.18884,4.53401,2.22698,4.68372,13.6335,16.0548,33.2562,16.3346,34.3544
