 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sarp-15-10-A-1,1.93397,2.24849,0.350704,2.8702,7.40337,26.1229,30.3712,4.73708,38.7688
 sarp-15-10-A-2,1.87415,2.66849,0.126952,2.67638,7.34597,25.5126,36.3259,1.72819,36.4333
 sarp-15-10-B-1,1.73965,2.77566,0.956072,2.39584,7.86722,22.1127,35.2813,12.1526,30.4535
 sarp-15-10-B-2,2.51612,0,0,4.0162,6.53231,38.518,0,0,61.482
 sarp-15-10-C-1,4.91442,3.37366,1.11517,2.84759,12.2508,40.115,27.5382,9.1028,23.244
 sarp-15-10-C-2,4.81193,2.58275,1.15718,2.51161,11.0635,43.4938,23.3449,10.4595,22.7018
 sarp-15-15-A-1,1.79693,1.95072,0.131693,2.72676,6.6061,27.201,29.5291,1.9935,41.2764
 sarp-15-15-A-2,1.72398,2.69106,0.258708,3.63113,8.30488,20.7587,32.4034,3.11513,43.7228
 sarp-15-15-B-1,1.69263,2.68943,0.58518,2.57102,7.53826,22.4539,35.677,7.76279,34.1063
 sarp-15-15-B-2,1.53078,3.38348,0.837112,2.64555,8.39692,18.2302,40.2943,9.96927,31.5062
 sarp-15-15-C-1,5.60243,5.15959,0.542587,2.7025,14.0071,39.9971,36.8355,3.87365,19.2938
 sarp-15-15-C-2,3.68523,3.59067,2.61542,3.28672,13.178,27.9649,27.2474,19.8468,24.9409
 sarp-15-20-A-1,1.73355,2.99512,0.284329,3.49477,8.50777,20.3761,35.2045,3.34199,41.0774
 sarp-15-20-A-2,1.73768,2.6289,0.25923,2.66052,7.28634,23.8485,36.0798,3.55776,36.5139
 sarp-15-20-B-1,2.28596,2.15488,0.288457,2.6377,7.367,31.0298,29.2505,3.91553,35.8042
 sarp-15-20-B-2,1.9601,3.45076,0.496641,3.22994,9.13745,21.4513,37.7651,5.43522,35.3484
 sarp-15-20-C-1,6.08928,3.37188,0.696705,3.3663,13.5242,45.0252,24.9323,5.15155,24.891
 sarp-15-20-C-2,4.91497,5.6973,0.718336,2.39356,13.7242,35.8125,41.5129,5.2341,17.4405
 sarp-15-30-A-1,1.04084,2.79191,0.881846,3.5518,8.2664,12.5912,33.7742,10.6678,42.9668
 sarp-15-30-A-2,1.34447,2.37135,0.503802,3.02155,7.24118,18.567,32.7482,6.95746,41.7274
 sarp-15-30-B-1,2.03402,2.83321,0.306667,2.65478,7.82868,25.9817,36.1902,3.91722,33.9109
 sarp-15-30-B-2,1.73766,2.60938,0.453631,2.54828,7.34895,23.645,35.5068,6.17273,34.6755
 sarp-15-30-C-1,4.75737,3.79199,1.2485,2.99893,12.7968,37.1763,29.6324,9.75634,23.435
 sarp-15-30-C-2,4.64363,2.37716,1.77386,3.40428,12.1989,38.0659,19.4867,14.5411,27.9064
 sarp-20-10-A-1,2.02384,3.38585,0.507436,3.37776,9.29488,21.7737,36.427,5.4593,36.34
 sarp-20-10-A-2,2.29609,2.48644,0.50286,3.71548,9.00086,25.5096,27.6245,5.5868,41.2791
 sarp-20-10-B-1,2.5163,2.17527,0.643656,3.82524,9.16046,27.4692,23.7463,7.02646,41.7581
 sarp-20-10-B-2,2.82929,2.72149,0.569808,4.59976,10.7203,26.3918,25.3862,5.3152,42.9068
 sarp-20-10-C-1,6.33557,3.90018,2.33822,2.89909,15.4731,40.9458,25.2062,15.1116,18.7364
 sarp-20-10-C-2,6.70256,3.05888,0.214898,4.37285,14.3492,46.7104,21.3175,1.49763,30.4745
 sarp-30-15-A-2,3.25611,2.76601,0.911484,4.56122,11.4948,28.3268,24.0631,7.92951,39.6807
 sarp-30-20-B-2,3.14011,4.30917,1.27571,4.03897,12.764,24.6014,33.7605,9.9946,31.6435
