 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-30-1,0.449256,1.76825,0.596861,1.4338,4.24817,10.5753,41.6239,14.0498,33.751
 sfsarp-10-30-2,0.460757,1.57507,0.788379,1.27018,4.09439,11.2534,38.4689,19.2551,31.0226
 sfsarp-10-30-3,0.312253,2.40476,1.34281,1.04489,5.10471,6.11697,47.1086,26.3054,20.4691
 sfsarp-10-30-4,0.36858,2.24326,1.98132,1.51232,6.10549,6.03687,36.7418,32.4515,24.7699
 sfsarp-10-30-5,0.859893,2.39618,1.14101,1.75229,6.14938,13.9834,38.9663,18.555,28.4954
 sfsarp-15-10-1,1.20416,2.81064,1.82631,2.76806,8.60918,13.987,32.647,21.2135,32.1525
 sfsarp-15-10-2,2.42315,0,0,3.22567,5.64882,42.8965,0,0,57.1035
 sfsarp-15-10-3,0.693051,2.17288,1.30292,1.91002,6.07887,11.401,35.7448,21.4336,31.4206
 sfsarp-15-10-4,1.46629,1.54254,0.843313,2.16399,6.01613,24.3726,25.64,14.0175,35.9699
 sfsarp-15-10-5,1.39326,2.00671,1.06083,2.25385,6.71466,20.7495,29.8856,15.7988,33.5662
 sfsarp-15-15-1,1.68499,0,0,2.07724,3.76222,44.7869,0,0,55.2131
 sfsarp-15-15-2,0.690132,2.74923,2.83264,1.76345,8.03545,8.5886,34.2138,35.2518,21.9458
 sfsarp-15-15-3,0.840324,2.71717,1.26368,2.04576,6.86693,12.2373,39.5689,18.4023,29.7915
 sfsarp-15-15-4,0.705903,1.67333,0.926841,1.76943,5.07551,13.908,32.9687,18.2611,34.8622
 sfsarp-15-15-5,0.507658,2.05671,1.94749,1.62506,6.13692,8.2722,33.5137,31.734,26.4801
 sfsarp-15-20-1,1.5451,2.02826,1.64682,2.21188,7.43206,20.7897,27.2907,22.1583,29.7613
 sfsarp-15-20-2,0.569904,2.80748,2.01631,1.39913,6.79282,8.3898,41.33,29.6829,20.5972
 sfsarp-15-20-3,1.78816,1.53917,0.807458,2.34069,6.47547,27.6143,23.7692,12.4695,36.147
 sfsarp-15-20-4,0.635944,3.11683,1.31231,2.22511,7.29019,8.72328,42.7538,18.001,30.5219
 sfsarp-15-20-5,0.800397,2.22153,1.00729,2.17814,6.20736,12.8943,35.7887,16.2274,35.0896
 sfsarp-15-30-1,0.710312,2.26116,1.2033,2.23526,6.41004,11.0812,35.2753,18.7722,34.8712
 sfsarp-15-30-2,0.623442,3.48042,2.25371,2.18623,8.54381,7.297,40.7362,26.3783,25.5885
