 1A
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 sarp-15-10-A-1,28.0637,61.0654,14.3581,92.9474,196.435,14.2865,31.0869,7.30934,47.3172
 sarp-15-10-A-2,16.6906,73.6008,14.1044,77.2801,181.676,9.18701,40.5122,7.76351,42.5373
 sarp-15-10-B-1,21.2916,69.5898,37.9831,72.8759,201.74,10.554,34.4947,18.8277,36.1236
 sarp-15-10-B-2,51.9108,0,0,139.691,191.602,27.0931,0,0,72.9069
 sarp-15-10-C-1,101.654,95.5238,94.3087,107.809,399.296,25.4584,23.923,23.6187,26.9998
 sarp-15-10-C-2,119.168,81.3583,74.3158,65.2701,340.112,35.0378,23.921,21.8504,19.1908
 sarp-15-15-A-1,19.1136,38.9795,8.70993,83.0776,149.881,12.7525,26.007,5.81125,55.4292
 sarp-15-15-A-2,13.8474,80.6768,16.1929,96.5419,207.259,6.68119,38.9256,7.81289,46.5803
 sarp-15-15-B-1,22.2618,62.4332,19.8786,73.5049,178.078,12.5011,35.0594,11.1628,41.2767
 sarp-15-15-B-2,20.1646,90.8894,25.669,91.3674,228.09,8.8406,39.848,11.2539,40.0576
 sarp-15-15-C-1,75.3015,160.816,125.394,79.316,440.828,17.0819,36.4805,28.4452,17.9925
 sarp-15-15-C-2,85.215,104.649,121.861,104.026,415.752,20.4966,25.1711,29.3111,25.0212
 sarp-15-20-A-1,13.3142,71.1388,18.1688,97.8526,200.474,6.64136,35.4852,9.06288,48.8105
 sarp-15-20-A-2,13.7908,53.1182,16.8327,96.4752,180.217,7.65235,29.4746,9.34023,53.5328
 sarp-15-20-B-1,21.6533,64.0595,32.6479,69.8357,188.196,11.5057,34.0386,17.3478,37.1079
 sarp-15-20-B-2,22.4711,83.3979,27.0053,110.411,243.285,9.23654,34.2799,11.1002,45.3833
 sarp-15-20-C-1,105.767,94.4445,121.209,103.389,424.809,24.8975,22.2322,28.5324,24.3378
 sarp-15-20-C-2,59.84,168.672,119.876,89.4649,437.853,13.6667,38.5226,27.3781,20.4326
 sarp-15-30-A-1,12.2213,59.8017,15.3586,133.99,221.372,5.52073,27.0141,6.93793,60.5272
 sarp-15-30-A-2,13.0282,49.3921,11.5008,102.696,176.617,7.37651,27.9657,6.51173,58.1461
 sarp-15-30-B-1,19.3839,61.495,25.3344,85.7118,191.925,10.0997,32.0412,13.2001,44.659
 sarp-15-30-B-2,22.6325,55.7344,15.9604,88.1819,182.509,12.4008,30.5378,8.74496,48.3164
 sarp-15-30-C-1,60.7452,112.172,134.245,80.7536,387.916,15.6593,28.9166,34.6068,20.8173
 sarp-15-30-C-2,96.5313,64.0921,115.336,100.541,376.5,25.6391,17.0231,30.6337,26.704
 sarp-20-10-A-1,21.1759,87.5696,14.2731,107.95,230.969,9.16831,37.9141,6.17968,46.7379
 sarp-20-10-A-2,32.6898,73.7832,13.7337,92.5348,212.742,15.3659,34.6821,6.4556,43.4964
 sarp-20-10-B-1,40.1862,48.1859,21.0388,127.005,236.416,16.9981,20.3819,8.89905,53.721
 sarp-20-10-B-2,42.0076,71.7397,29.0221,148.004,290.773,14.4469,24.6721,9.981,50.9001
 sarp-20-10-C-1,118.409,119.15,168.883,59.1988,465.641,25.4292,25.5885,36.269,12.7134
 sarp-20-10-C-2,117.626,101.807,97.6559,111.665,428.754,27.4345,23.7449,22.7767,26.044
 sarp-30-15-A-2,50.5257,55.3229,17.8458,133.011,256.706,19.6823,21.5511,6.95184,51.8147
 sarp-30-20-B-2,38.4923,90.2276,40.0563,96.366,265.142,14.5176,34.0299,15.1075,36.345
