0	0	1	-1	0	25	26.040000	0.830000	9.770000
1	0	1	-1	0	25	26.040000	0.830000	9.770000
2	1	1	-1	3	25	26.040000	0.830000	9.770000
3	1	3	-1	1	25	17.570000	0.580000	9.770000
4	1	3	-1	1	25	17.570000	0.580000	9.770000
5	3	1	-1	3	25	26.040000	0.830000	9.770000
6	3	3	-1	1	25	17.570000	0.580000	9.770000
7	6	1	-1	0	25	26.040000	0.830000	9.770000
8	8	1	-1	0	25	26.040000	0.830000	9.770000
9	16	1	-1	0	25	26.040000	0.830000	9.770000
10	16	1	-1	0	25	26.040000	0.830000	9.770000
11	12	1	-1	3	25	26.040000	0.830000	9.770000
12	14	3	-1	1	25	17.570000	0.580000	9.770000
13	15	3	-1	1	25	17.570000	0.580000	9.770000
14	13	8	-1	2	25	26.040000	0.830000	9.770000
15	13	3	-1	1	25	17.570000	0.580000	9.770000
16	13	3	-1	1	25	17.570000	0.580000	9.770000
17	9	1	-1	0	25	26.040000	0.830000	9.770000
