
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-5.tsp ,105.26,58.4,21.94,136.22,321.82,32.7077,18.1468,6.81748,42.328
grubhub-15-6.tsp ,88.06,50.96,26.18,181.54,346.74,25.3966,14.6969,7.55033,52.3562
grubhub-15-7.tsp ,83.38,54.78,26.34,109.38,273.88,30.444,20.0015,9.61735,39.9372
grubhub-15-8.tsp ,76.84,63.54,49,127.72,317.1,24.2321,20.0378,15.4525,40.2775
grubhub-15-9.tsp ,82.18,70.88,42.9,186.82,382.78,21.4693,18.5172,11.2075,48.8061

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-5.tsp ,58.34,74.04,44.36,120.14,296.88,19.651,24.9394,14.9421,40.4675
grubhub-15-6.tsp ,42.14,62.48,52.46,128.52,285.6,14.7549,21.8768,18.3683,45
grubhub-15-7.tsp ,65.7,64.14,32.7,84.52,247.06,26.5927,25.9613,13.2357,34.2103
grubhub-15-8.tsp ,46.52,84.68,58.9,118.46,308.56,15.0765,27.4436,19.0887,38.3912
grubhub-15-9.tsp ,55.22,71.36,52.32,163.98,342.88,16.1048,20.8119,15.259,47.8243
