sarp-20-30-A-1	19	16	 0 1 2 3 4 6 7 8 9 10 11 12 15 16 17 18 
sarp-20-30-A-2	19	12	 0 2 3 4 6 7 8 10 11 12 16 17 
sarp-20-30-B-1	19	13	 0 1 2 4 7 8 9 10 14 15 16 17 18 
sarp-20-30-B-2	19	14	 0 2 3 4 6 8 9 10 11 12 14 15 16 18 
sarp-20-30-C-1	19	13	 1 5 7 8 9 10 11 12 13 14 15 16 17 
sarp-20-30-C-2	19	13	 0 1 2 3 5 6 7 8 12 14 15 17 18 
sarp-30-20-A-1	29	22	 0 2 3 6 7 8 9 10 11 12 13 14 15 16 19 21 22 23 24 25 26 27 
sarp-30-20-A-2	29	19	 0 1 2 4 5 7 8 9 10 11 12 14 15 16 19 20 21 22 23 
sarp-30-20-B-1	29	22	 0 1 3 4 5 6 8 9 10 11 12 13 14 16 17 18 20 21 23 24 26 27 
sarp-30-20-B-2	29	22	 0 1 3 4 5 6 9 10 12 13 14 15 16 17 18 19 20 21 22 24 27 28 
sarp-30-20-C-1	29	22	 0 2 5 6 7 8 9 10 11 12 13 14 17 18 20 21 23 24 25 26 27 28 
sarp-30-20-C-2			
sarp-30-30-A-1			
sarp-30-30-A-2			
sarp-30-30-B-1			
sarp-30-30-B-2			
sarp-30-30-C-1			
sarp-30-30-C-2			
