name,,,,,,,
ghsarp,,,,,,,
ghsarp-10-5-0.txt,0.28,52.7157,52.7157,5,1.9593,80.332,Optimal
ghsarp-10-5-1.txt,0.27,63.3054,63.3054,5,1.3547,55.544,Optimal
ghsarp-10-5-2.txt,0.25,48.7419,48.7419,5,1.6654,68.282,Optimal
ghsarp-10-5-3.txt,0.29,45.7271,45.7271,4,1.3594,55.736,Optimal
ghsarp-10-5-4.txt,0.4,43.9291,43.9291,5,1.4285,58.57,Optimal
ghsarp-10-5-5.txt,0.37,56.4508,56.4508,5,1.5248,62.516,Optimal
ghsarp-10-5-6.txt,0.29,47.3014,47.3014,5,1.6107,66.038,Optimal
ghsarp-10-5-7.txt,0.32,58.5016,58.5016,5,1.5099,61.906,Optimal
ghsarp-10-5-8.txt,0.32,65.3706,65.3706,5,1.3338,54.686,Optimal
ghsarp-10-5-9.txt,0.3,45.4974,45.4974,5,1.898,77.82,Optimal
ghsarp-5-10-0.txt,0.15,44.5824,44.5824,5,0.7231,29.646,Optimal
ghsarp-5-10-1.txt,0.1,49.8087,49.8087,5,0.6443,26.418,Optimal
ghsarp-5-10-2.txt,0.08,31.4347,31.4347,5,1.3862,56.834,Optimal
ghsarp-5-10-3.txt,0.06,31.1182,31.1182,5,0.6229,25.538,Optimal
ghsarp-5-10-4.txt,0.04,23.5972,23.5972,4,0.913,37.432,Optimal
ghsarp-5-10-5.txt,0.18,38.9183,38.9183,5,0.5588,22.912,Optimal
ghsarp-5-10-6.txt,0.14,27.8037,27.8037,5,1.4235,58.362,Optimal
ghsarp-5-10-7.txt,0.14,39.7961,39.7961,5,0.8616,35.326,Optimal
ghsarp-5-10-8.txt,0.14,45.0912,45.0912,5,0.4864,19.944,Optimal
ghsarp-5-10-9.txt,0.05,37.5327,37.5327,5,0.8049,33.0,Optimal
ghsarp-5-5-0.txt,0.02,23.3952,23.3952,4,1.2423,50.934,Optimal
ghsarp-5-5-1.txt,0.04,30.6884,30.6884,4,0.7154,29.332,Optimal
ghsarp-5-5-2.txt,0.02,33.1312,33.1312,4,0.8084,33.144,Optimal
ghsarp-5-5-3.txt,0.02,20.6094,20.6094,3,1.0583,43.392,Optimal
ghsarp-5-5-4.txt,0.03,40.3685,40.3685,5,0.9728,39.886,Optimal
ghsarp-5-5-5.txt,0.04,27.8815,27.8815,5,1.0275,42.128,Optimal
ghsarp-5-5-6.txt,0.05,33.356,33.356,4,1.1799,48.374,Optimal
ghsarp-5-5-7.txt,0.02,14.7811,14.7811,5,1.6,65.598,Optimal
ghsarp-5-5-8.txt,0.04,35.7434,35.7434,5,1.3054,53.522,Optimal
ghsarp-5-5-9.txt,0.02,25.0574,25.0574,4,1.2162,49.866,Optimal
ghsarp-5-6-0.txt,0.06,45.6822,45.6822,5,0.8146,33.398,Optimal
