
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-9-5-A-1.txt ,1.35788,2.07212,1.01483,1.39343,15.626,11.1573,32.6215,4.16254,6.35199,3.11091,4.27149,47.9008,34.2022
sarp-9-5-A-2.txt ,1.89511,0.965851,0.606273,3.47794,8.35016,0.350924,15.6463,12.1122,6.17305,3.87487,22.2286,53.3684,2.24286
sarp-9-5-A-3.txt ,1.64424,1.6672,0.834071,1.82178,15.2811,6.29106,27.5395,5.97048,6.05384,3.02864,6.61517,55.4881,22.8438
sarp-9-5-A-4.txt ,1.18411,2.05318,1.09262,2.30953,16.4039,4.52726,27.5706,4.29484,7.44698,3.96299,8.3768,59.4978,16.4206
sarp-9-5-B-1.txt ,1.65097,1.22682,1.01249,1.98764,16.3249,1.79715,24,6.87905,5.11176,4.21873,8.28185,68.0205,7.48814
sarp-9-5-B-2.txt ,2.53476,0.988283,0.634907,2.52067,8.78055,-7.41074e-15,15.4592,16.3965,6.39286,4.107,16.3054,56.7983,-4.79375e-14
sarp-9-5-B-3.txt ,1.66985,2.59879,1.28333,2.18901,9.27445,11.6127,28.6282,5.8329,9.07774,4.48276,7.64634,32.3963,40.564
sarp-9-5-B-4.txt ,1.46774,2.25891,1.21862,1.58217,7.73417,5.86258,20.1242,7.29339,11.2248,6.05552,7.86203,38.4322,29.132
sarp-9-5-C-1.txt ,2.56232,3.01328,2.38052,2.3908,7.61248,6.00805,23.9675,10.6908,12.5724,9.93231,9.97519,31.7617,25.0675
sarp-9-5-C-2.txt ,3.7845,2.80208,1.4053,1.90398,10.4366,0.187123,20.5196,18.4433,13.6556,6.84859,9.27882,50.8617,0.911924
sarp-9-5-C-3.txt ,3.09424,2.91362,2.12347,1.75802,4.25065,8.48395,22.624,13.6768,12.8785,9.38596,7.77063,18.7883,37.4998
sarp-9-5-C-4.txt ,1.85793,3.57732,2.25847,2.07903,9.04879,7.82351,26.6451,6.9729,13.4258,8.47613,7.80268,33.9605,29.362

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-9-5-A-1.txt ,1.35788,2.07212,1.01483,1.39343,12.5929,12.0535,30.4847,4.45432,6.79724,3.32898,4.57091,41.3088,39.5397
sarp-9-5-A-2.txt ,0.964276,2.68077,1.53711,1.72639,6.93896,2.15249,16,6.02673,16.7548,9.60694,10.7899,43.3685,13.4531
sarp-9-5-A-3.txt ,1.64424,1.6672,0.834071,1.82178,8.25133,7.27643,21.495,7.64938,7.75618,3.88029,8.47536,38.3871,33.8517
sarp-9-5-A-4.txt ,1.18411,2.05318,1.09262,2.30953,14.4759,8.62783,29.7432,3.98112,6.90302,3.67351,7.76491,48.6697,29.0078
sarp-9-5-B-1.txt ,1.65097,1.22682,1.01249,1.98764,7.69274,8.87682,22.4475,7.35481,5.46529,4.5105,8.85464,34.2699,39.5448
sarp-9-5-B-2.txt ,2.53476,0.988283,0.634907,2.52067,9.57463,-3.85803e-15,16.2533,15.5954,6.08053,3.90634,15.5087,58.909,-2.37369e-14
sarp-9-5-B-3.txt ,1.66985,2.59879,1.28333,2.18901,9.67822,7.4466,24.8658,6.71546,10.4513,5.16103,8.80328,38.9218,29.9472
sarp-9-5-B-4.txt ,1.46774,2.25891,1.21862,1.58217,7.73417,7.14827,21.4099,6.85541,10.5508,5.69187,7.3899,36.1243,33.3877
sarp-9-5-C-1.txt ,1.62967,3.68735,3.31317,1.65376,11.4937,5.50712,27.2847,5.97281,13.5143,12.143,6.06113,42.1249,20.1839
sarp-9-5-C-2.txt ,3.31,2.11765,1.8798,2.0733,4.57542,6.71726,20.6734,16.0109,10.2433,9.09285,10.0288,22.1319,32.4922
sarp-9-5-C-3.txt ,3.09424,2.91362,2.12347,1.75802,4.46628,8.26832,22.624,13.6768,12.8785,9.38596,7.77063,19.7414,36.5468
sarp-9-5-C-4.txt ,1.85793,3.57732,2.25847,2.07903,5.35988,10.0252,25.1578,7.38511,14.2195,8.97721,8.26395,21.305,39.8492
