Instance,SumCol2,SumCol3,SumCol4,Col5_from_csv2,Col6_from_csv2,Col7_from_csv2,Status
csarp,,,,,,,
sarp-10-10-A-1,0.04,27.571,27.571,4.0,0.9411,21.5,Optimal
sarp-10-10-A-2,0.02,28.063,28.063,4.0,2.3919,63.9,Optimal
sarp-10-10-B-1,0.02,43.828,43.828,5.0,1.9122,57.9,Optimal
sarp-10-10-B-2,0.03,54.043,54.043,6.0,1.6931,45.5,Optimal
sarp-10-10-C-1,0.02,84.72,84.72,5.0,0.9431,25.0,Optimal
sarp-10-10-C-2,0.01,88.695,88.695,4.0,1.6415,46.8,Optimal
sarp-10-15-A-1,0.03,7.703,7.703,6.0,3.4577,107.6,Optimal
sarp-10-15-A-2,0.04,24.413,24.413,5.0,2.2008,62.9,Optimal
sarp-10-15-B-1,0.03,30.731,30.731,5.0,1.8565,52.2,Optimal
sarp-10-15-B-2,0.03,27.957,27.957,4.0,2.6455,74.3,Optimal
sarp-10-15-C-1,0.02,134.947,134.947,4.0,1.0069,24.2,Optimal
sarp-10-15-C-2,0.03,148.386,148.386,6.0,0.9626,25.8,Optimal
sarp-10-20-A-1,0.04,19.328,19.328,5.0,2.6354,77.3,Optimal
sarp-10-20-A-2,0.05,29.187,29.187,5.0,2.2646,62.1,Optimal
sarp-10-20-B-1,0.03,44.8,44.8,6.0,2.1821,55.3,Optimal
sarp-10-20-B-2,0.04,41.793,41.793,5.0,1.8537,55.5,Optimal
sarp-10-20-C-1,0.03,142.017,142.017,6.0,2.0305,52.5,Optimal
sarp-10-20-C-2,0.04,138.173,138.173,6.0,1.424,41.3,Optimal
sarp-10-30-A-1,0.04,11.627,11.627,5.0,1.4244,37.9,Optimal
sarp-10-30-A-2,0.04,30.066,30.066,5.0,1.8077,50.2,Optimal
sarp-10-30-B-1,0.05,37.164,37.164,6.0,1.9894,47.4,Optimal
sarp-10-30-B-2,0.03,28.567,28.567,5.0,2.4886,74.7,Optimal
sarp-10-30-C-1,0.07,152.574,152.574,6.0,1.4809,36.8,Optimal
sarp-10-30-C-2,0.07,104.597,104.597,4.0,1.763,55.2,Optimal
sarp-15-10-A-1,0.04,34.201,34.201,5.0,2.939,79.5,Optimal
sarp-15-10-A-2,0.04,61.439,61.439,6.0,1.6012,34.9,Optimal
