10
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-10-0.tsp ,0,0,0,0,0,6.9425e-310,6.9425e-310,0,0,0,0,0,100
grubhub-10-1.tsp ,0,0.417886,0,0.274634,0,0,0.69252,0,60.3428,0,39.6572,0,0
grubhub-10-2.tsp ,0,0,0,0,0,1.52656e-16,1.52656e-16,0,0,0,0,0,100
grubhub-10-3.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-10-4.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-10-5.tsp ,0,0.533496,0,0.385854,0,0,0.91935,0,58.0297,0,41.9703,0,0
grubhub-10-6.tsp ,0,0.477886,0,0.261463,0,-6.93889e-17,0.73935,0,64.636,0,35.364,0,-9.38513e-15
grubhub-10-7.tsp ,0,0,0,0,0,-6.89726e-15,-6.89726e-15,-0,-0,-0,-0,-0,100
grubhub-10-8.tsp ,0,0.280325,0,0.107805,0,0,0.38813,0,72.2245,0,27.7755,0,0
grubhub-10-9.tsp ,0,0,0,0,0,-9.71445e-17,-9.71445e-17,-0,-0,-0,-0,-0,100
grubhub-11-0.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-11-1.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-11-2.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-11-3.tsp ,0,0.455447,0,0.244878,0,0,0.700325,0,65.0337,0,34.9663,0,0
grubhub-11-4.tsp ,0,0.495935,0,0.305854,0,2.35922e-16,0.801789,0,61.8536,0,38.1464,0,2.94245e-14
grubhub-11-5.tsp ,0,0,0,0,0,2.63678e-16,2.63678e-16,0,0,0,0,0,100
grubhub-11-6.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-11-7.tsp ,0,0.422764,0,0.258537,0,0,0.681301,0,62.0525,0,37.9475,0,0
grubhub-11-8.tsp ,0,0,0,0,0,-3.84415e-15,-3.84415e-15,-0,-0,-0,-0,-0,100
grubhub-11-9.tsp ,0,0.433496,0,0.247805,0,0,0.681301,0,63.6277,0,36.3723,0,0
grubhub-12-0.tsp ,0,0,0,0,0,3.26128e-15,3.26128e-15,0,0,0,0,0,100
grubhub-12-1.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-12-2.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-12-3.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-12-4.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-12-5.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-12-6.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-12-7.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-12-8.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-12-9.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-13-0.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-13-1.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-13-2.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-13-3.tsp ,0,0.305691,0,0.244878,0,0,0.550569,0,55.5227,0,44.4773,0,0
grubhub-13-4.tsp ,0,0.390569,0,0.301463,0,-5.70377e-15,0.692033,0,56.438,0,43.562,0,-8.24206e-13
grubhub-13-5.tsp ,0,0.584715,0,0.32,0,6.245e-16,0.904715,0,64.6298,0,35.3702,0,6.90273e-14
grubhub-13-6.tsp ,0,0.52813,0,0.369756,0,-1.01308e-15,0.897886,0,58.8193,0,41.1807,0,-1.12829e-13
grubhub-13-7.tsp ,0,0,0,0,0,-1.84575e-15,-1.84575e-15,-0,-0,-0,-0,-0,100
grubhub-13-8.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-13-9.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-14-0.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-14-1.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-14-2.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-14-3.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-14-4.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-14-5.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-14-6.tsp ,0,0.390569,0,0.278537,0,0,0.669106,0,58.3718,0,41.6282,0,0
grubhub-14-7.tsp ,0,0.46374,0,0.329268,0,1.249e-16,0.793008,0,58.4786,0,41.5214,0,1.57502e-14
grubhub-14-8.tsp ,0,0.307154,0,0.17561,0,1.15186e-15,0.482764,0,63.6241,0,36.3759,0,2.38596e-13
grubhub-14-9.tsp ,0,0.342764,0,0.176098,0,-9.02056e-16,0.518862,0,66.0608,0,33.9392,0,-1.73853e-13
grubhub-15-0.tsp ,0,0.63935,0,0.434634,0,1.81799e-15,1.07398,0,59.5307,0,40.4693,0,1.69275e-13
grubhub-15-1.tsp ,0,0.475447,0,0.199024,0,1.42941e-15,0.674472,0,70.4918,0,29.5082,0,2.11931e-13
grubhub-15-2.tsp ,0,0,0,0,0,-4.73233e-15,-4.73233e-15,-0,-0,-0,-0,-0,100
grubhub-15-3.tsp ,0,0.585203,0,0.462927,0,0,1.04813,0,55.8331,0,44.1669,0,0
grubhub-15-4.tsp ,0,0,0,0,0,-3.51108e-15,-3.51108e-15,-0,-0,-0,-0,-0,100
grubhub-15-5.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-15-6.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-15-7.tsp ,0,0.341301,0,0.241463,0,0,0.582764,0,58.5658,0,41.4342,0,0
grubhub-15-8.tsp ,0,0.547154,0,0.189756,0,4.85723e-16,0.736911,0,74.2498,0,25.7502,0,6.59134e-14
grubhub-15-9.tsp ,0,0,0,0,0,-4.67681e-15,-4.67681e-15,-0,-0,-0,-0,-0,100
20
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-10-0.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-10-1.tsp ,0,0.417886,0,0.274634,0,0,0.69252,0,60.3428,0,39.6572,0,0
grubhub-10-2.tsp ,0,0.331545,0,0.27122,0,1.52656e-16,0.602764,0,55.004,0,44.996,0,2.53259e-14
grubhub-10-3.tsp ,0,0.645528,0,0.407805,0,3.67761e-15,1.05333,0,61.2843,0,38.7157,0,3.49141e-13
grubhub-10-4.tsp ,0,0,0,0,0,-1.1241e-15,-1.1241e-15,-0,-0,-0,-0,-0,100
grubhub-10-5.tsp ,0,1.08407,0,0.385854,0,0,1.46992,0,73.75,0,26.25,0,0
grubhub-10-6.tsp ,0,0.775285,0,0.399512,0,-3.45557e-15,1.1748,0,65.9931,0,34.0069,0,-2.94142e-13
grubhub-10-7.tsp ,0,0.434959,0,0.319512,0,-1.21431e-14,0.754472,0,57.6509,0,42.3491,0,-1.60948e-12
grubhub-10-8.tsp ,0,0.664553,0,0.358049,0,6.52256e-16,1.0226,0,64.9865,0,35.0135,0,6.3784e-14
grubhub-10-9.tsp ,0,0,0,0,0,5.50948e-15,5.50948e-15,0,0,0,0,0,100
grubhub-11-0.tsp ,0,0.589593,0,0.25122,0,0,0.840813,0,70.1218,0,29.8782,0,0
grubhub-11-1.tsp ,0,0,0,0,0,3.19189e-16,3.19189e-16,0,0,0,0,0,100
grubhub-11-2.tsp ,0,1.08455,0,0.852683,0,0,1.93724,0,55.9846,0,44.0154,0,0
grubhub-11-3.tsp ,0,0.455447,0,0.244878,0,-2.1233e-15,0.700325,0,65.0337,0,34.9663,0,-3.03188e-13
grubhub-11-4.tsp ,0,0.495935,0,0.305854,0,2.35922e-16,0.801789,0,61.8536,0,38.1464,0,2.94245e-14
grubhub-11-5.tsp ,0,0,0,0,0,2.63678e-16,2.63678e-16,0,0,0,0,0,100
grubhub-11-6.tsp ,0,0.693333,0,0.577073,0,0,1.27041,0,54.5757,0,45.4243,0,0
grubhub-11-7.tsp ,0,0.422764,0,0.258537,0,3.747e-16,0.681301,0,62.0525,0,37.9475,0,5.49978e-14
grubhub-11-8.tsp ,0,0.265691,0,0.0970732,0,-3.84415e-15,0.362764,0,73.2407,0,26.7593,0,-1.05968e-12
