
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-5.tsp ,4.06732,1.75772,0.868455,3.32244,21.1123,-4.03844e-15,31.1282,13.0663,5.64672,2.78993,10.6734,67.8236,-1.29736e-14
grubhub-15-6.tsp ,3.48114,1.74293,1.13854,4.4278,10.5593,2.23699,23.5867,14.7589,7.38943,4.82702,18.7724,44.7681,9.4841
grubhub-15-7.tsp ,3.36699,1.8361,1.14244,2.6678,11.9282,3.33805,24.2796,13.8676,7.56231,4.70535,10.9878,49.1285,13.7484
grubhub-15-8.tsp ,3.04081,2.21642,1.86179,3.11512,17.1673,8.52756,35.929,8.46339,6.16889,5.18185,8.67021,47.7812,23.7345
grubhub-15-9.tsp ,3.17106,2.39545,1.71301,4.55659,14.7996,8.72634,35.362,8.96741,6.77407,4.8442,12.8855,41.8516,24.6771

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-5.tsp ,2.42293,2.30585,1.58195,2.93024,15.8317,0.157642,25.2303,9.60323,9.13921,6.27004,11.614,62.7487,0.624813
grubhub-15-6.tsp ,1.69447,2.35724,2.11285,3.13463,11.9276,3.47984,24.7067,6.85836,9.54089,8.55172,12.6874,48.277,14.0846
grubhub-15-7.tsp ,2.60244,2.06439,1.29756,2.06146,10.5487,3.94415,22.5187,11.5568,9.16745,5.76215,9.15445,46.8442,17.515
grubhub-15-8.tsp ,1.8013,2.8987,2.26992,2.88927,18.1437,3.55748,31.5603,5.70748,9.18463,7.19232,9.15475,57.4888,11.272
grubhub-15-9.tsp ,2.18016,2.40715,1.94276,3.99951,7.16114,5.31894,23.0097,9.47498,10.4615,8.44325,17.3819,31.1223,23.1161
