1	25	10	32	17	36	29	17	35	8	33	49	45	43	26	24	47	41	45	46	19	44	25	21	20	44	30	22	108	14	34	44	50	52	77	13	36	68	31	33	36	48	53	16	26
25	1	18	12	27	8	8	18	10	26	8	27	20	18	12	10	22	16	20	27	5	25	7	5	21	24	5	6	90	14	16	26	35	102	59	69	26	49	6	10	15	34	38	23	18
10	18	1	29	17	26	22	12	23	10	20	38	31	27	18	16	26	21	24	36	10	34	15	12	17	35	22	13	99	5	25	35	53	62	66	22	34	58	23	24	27	38	56	19	18
32	12	29	1	37	22	19	32	14	38	17	17	14	5	10	9	8	7	8	12	17	12	9	18	37	11	18	19	63	21	4	13	51	118	48	47	42	35	19	19	12	15	54	39	16
17	27	17	37	1	37	36	27	34	7	32	41	29	28	19	17	28	21	26	40	20	40	25	22	26	37	31	22	97	14	24	31	62	66	66	30	43	61	32	34	36	42	65	28	16
36	8	26	22	37	1	4	15	16	34	15	38	29	25	22	20	26	22	24	33	12	35	13	12	15	34	5	13	96	23	22	32	29	79	64	62	20	86	11	15	20	39	32	17	27
29	8	22	19	36	4	1	16	12	31	11	33	25	26	22	20	27	23	25	34	13	35	14	13	22	31	12	16	103	23	29	39	36	86	66	70	27	73	10	9	20	36	33	18	27
17	18	12	32	27	15	16	1	29	21	32	52	42	38	30	28	39	35	37	42	19	47	26	19	5	47	16	20	109	17	35	45	35	61	77	29	23	92	22	26	30	52	38	7	31
35	10	23	14	34	16	12	29	1	33	6	30	28	18	15	13	25	19	23	25	18	21	10	18	36	24	12	19	74	21	21	31	49	117	63	47	39	48	6	4	7	27	52	36	23
8	26	10	38	7	34	31	21	33	1	31	48	35	37	25	23	36	28	32	46	18	45	25	20	24	42	29	21	107	13	33	43	61	59	72	22	59	69	30	32	35	48	64	25	25
33	8	20	17	32	15	11	32	6	31	1	23	25	14	13	12	14	18	17	21	14	16	6	15	32	20	11	15	69	18	18	21	46	113	60	44	38	40	13	9	5	22	49	35	19
49	27	38	17	41	38	33	52	30	48	23	1	24	14	25	23	17	20	19	8	33	10	25	32	52	5	32	33	53	36	16	14	62	135	47	103	64	24	34	34	23	3	59	55	29
